DamaDuende,Google Trad,Esprit Folet,Modernisé,,,
"LUIS |Como pisa sobre el mío,|me pareció que había gente|y para desengañarme|sólo he de mirarle y verle.|(Alza una antepuerta y topa con BEATRIZ.) Beatriz, ¿aquí estás?","LUIS |Alors qu'il marche sur le mien,|il m'a semblé qu'il y avait du monde|et pour me détromper|il suffit que je le regarde et je le voie.|(Il soulève une porte et se heurte à BEATRIZ.) Beatriz, es-tu ici?","Licidas|Ma chambre estant là bas, ma curiosité|Ayant oüy du bruit dessus moy, m’a porté|De venir m’informer qui de nuict vous visite.","Licidas | Ma chambre estant là bas, ma curiosité | Ayant oüy du bruit dessus moy, m’a porté | De venir m’informer qui de nuict vous visite.",,,
"BEATRIZAquí| |estoy, que hube de volverme,|porque al disgusto volvió|mi padre, enojado siempre.|","BEATRIZHici| |Je le suis, que j'ai dû faire demi-tour,|parce que mon père revenait au mécontentement, toujours en colère.|",Angelique| Ma Cousine est icy.|  (Carrille bat et faict du bruict dedans.),Angelique |  Ma Cousine est icy. |   (Carrille bat et faict du bruict dedans.),,,
"LUIS |Turbadas estáis las dos.|¿Qué notable estrago es este|de platos, dulces y vidrios?|","LUIS |Vous êtes tous les deux perturbés.|Quels sont les dégâts remarquables que cela représente|d'assiettes, de bonbons et de verre ?|","Licidas|Ma Cousine est icy. Je vous vois interdite,|Je sçay qu’asseurement quelqu’un est là dedans.","Licidas | Ma Cousine est icy. Je vous vois interdite, | Je sçay qu’asseurement quelqu’un est là dedans.",,,
"ÁNGELA |¿Para qué informarte quieres|de lo que, en estando a solas,|se entretienen las mujeres?| | (Hacen|ruido en la alacena ISABEL y COSME.)",ANGELA | Pourquoi veux-tu savoir à quoi les femmes se divertissent lorsqu'elles sont seules ? | | (ISABEL et COSME font du bruit dans le placard.),"Angelique| Vous vous trompez, vous dis-je.","Angelique |  Vous vous trompez, vous dis-je.",,,
"LUISY aquel ruido, ¿qué es?","LUISY ce bruit, c'est quoi ?","Licidas|Vous vous trompez, vous dis-je. Et le bruit que j’entends ?","Licidas | Vous vous trompez, vous dis-je. Et le bruit que j’entends ?",,,
ÁNGELA |(¡Yo muero!).,ANGELA |(Je meurs !).,"Carrille (dedans.)|Ah dieu ! si cette fois de ses griffes j’eschape,|Il sera bien subtil*, s’il faut qu’il m’y r’atrape.","Carrille (dedans.) | Ah dieu ! si cette fois de ses griffes j’eschape, | Il sera bien subtil*, s’il faut qu’il m’y r’atrape.",,,
"LUIS |¡Vive Dios que allí anda gente!|Ya no puede ser mi hermano|quien se guarda desta suerte.| |(Aparta la alacena para entrar con luz.) ¡Ay de mí, cielos piadosos!,|que queriendo neciamente|estorbar aquí los celos|que amor en mi pecho enciende,|celos de honor averiguo.|Luz tomaré, aunque imprudente,|pues todo se halla con luz|y el honor con luz se pierde.| |(Vase.)","LUIS |Dieu vit, il y a des gens là-bas !|Ce ne peut plus être mon frère|qui est sauvé de ce sort.| |(Il écarte le placard pour entrer avec la lumière.) Malheur à moi, cieux pieux !,|qui voulant bêtement|empêcher ici la jalousie|que l'amour s'allume dans ma poitrine,|la jalousie de l'honneur je découvre.|Je prendrai la lumière , bien qu'imprudent, |car tout se trouve avec la lumière|et l'honneur se perd avec la lumière.| |(Sortie.)",Licidas| [p. 125]|Aurez-vous bien encor l’esprit assez rusé|De dire qu’en cela je me suis abusé ?|Comment Lucinde aussi vous en estes complice ?,Licidas |  [p. 125] | Aurez-vous bien encor l’esprit assez rusé | De dire qu’en cela je me suis abusé ? | Comment Lucinde aussi vous en estes complice ?,,,
,,Lucinde|Si nous vous offensons que le Ciel me punisse.,Lucinde | Si nous vous offensons que le Ciel me punisse.,,,
,,"Licidas|J’y veux aller moy-mesme, attendez je veux voir.","Licidas | J’y veux aller moy-mesme, attendez je veux voir.",,,
,,"Angelique| Non, vous n’entrerez point.","Angelique |  Non, vous n’entrerez point.",,,
,,"Licidas|Non, vous n’entrerez point. Si je fais mon devoir.| Je vous monstreray bien.","Licidas | Non, vous n’entrerez point. Si je fais mon devoir. |  Je vous monstreray bien.",,,
,,Angelique|Je vous monstreray bien. Ah dieux c’est Isabelle !,Angelique | Je vous monstreray bien. Ah dieux c’est Isabelle !,,,
,,"Licidas|Je verray ce que c’est, baillez-moy la chandelle.| (Il sort avec la chandelle.)","Licidas | Je verray ce que c’est, baillez-moy la chandelle. |  (Il sort avec la chandelle.)",,,
,,,,,,
,,,,,,
,,"Angelique| Dieux, il les trouvera, Cousine.","Angelique |  Dieux, il les trouvera, Cousine.",,,
,,"Lucinde| [p. 126]|Dieux, il les trouvera, Cousine. Nullement,|Ils seront repassez dans leur appartement.","Lucinde |  [p. 126] | Dieux, il les trouvera, Cousine. Nullement, | Ils seront repassez dans leur appartement.",,,
"ÁNGELA |¡Ay, Beatriz, perdidas somos, | si le topa!","ANGELA | Oh, Beatriz, nous sommes perdus, | si ça te frappe !","Angelique|Il trouvera ces ais dé-joints, je suis perduë.","Angelique | Il trouvera ces ais dé-joints, je suis perduë.",,,
"BEATRIZ |Si|le tiene |en su cuarto ya Isabel,|en vano dudas y temes,|pues te asegura el secreto|de la alacena.","BEATRIZ |Si|il l'a dans sa chambre et Isabel,|en vain tu doutes et tu crains,|car il t'assure le secret|du placard.","Lucinde|Ne vous affligez point, sans en sçavoir l’issuë. | Scene IV §| (Florestan et Carrille entrent dans leur chambre à tastons par les ais déjoints, sans sçavoir où ils sont.)| |","Lucinde | Ne vous affligez point, sans en sçavoir l’issuë.  |  Scene IV § |  (Florestan et Carrille entrent dans leur chambre à tastons par les ais déjoints, sans sçavoir où ils sont.) |   |",,,
"ÁNGELA |¿Y, si fuese |tal mi desdicha, que allí|con la turbación no hubiese|cerrado bien Isabel| |y él entrase|allá?","ANGELA |Et si mon malheur était tel que là|dans la confusion, Isabel|ne l'avait pas|fermé correctement| |et il est entré|là-bas ?","Florestan|Nous sommes, que je croy veu cette obscurité|Dans quelque cabinet en lieu de seureté,|Dont la porte est estroite, ayant eu de la peine| D’entrer avec l’espée.","Florestan | Nous sommes, que je croy veu cette obscurité | Dans quelque cabinet en lieu de seureté, | Dont la porte est estroite, ayant eu de la peine |  D’entrer avec l’espée.",,,
BEATRIZ |Ponerte| | en salvo será importante.,BEATRIZ |Enfiler| | la sécurité sera importante.,"Carrille|D’entrer avec l’espée. Ah ! la chose est certaine,|Resolvons-nous au pis, nous allons estouffer ,|Car nous sommes sans doute en un cachot d’enfer.","Carrille | D’entrer avec l’espée. Ah ! la chose est certaine, | Resolvons-nous au pis, nous allons estouffer , | Car nous sommes sans doute en un cachot d’enfer.",,,
"ÁNGELA |De tu padre iré a valerme,|como él se valió de mí,|por que, trocada la suerte,|si a ti te trujo un pesar,|a mí otro pesar me lleve.| | (Vanse. Salen por el alacena ISABEL y COSME y por otra|parte DON MANUEL.)","ANGELA |J'irai profiter de ton père,|comme il a profité de moi,|car, une fois que la chance aura changé,|si elle t'apporte du chagrin,|elle m'apporte un autre chagrin.| | (Sortie. ISABEL et COSME sortent par le placard et DON MANUEL de l'autre côté.)","Florestan| [p. 127]|Quels hazards* ne court point un homme de courage,|Qui veut entrer par tout où son desir l’engage,|Sans se fier à rien qu’à sa propre valeur ?","Florestan |  [p. 127] | Quels hazards* ne court point un homme de courage, | Qui veut entrer par tout où son desir l’engage, | Sans se fier à rien qu’à sa propre valeur ?",,,
ISABEL | Entra presto. |(Vase.),ISABELLE | Entrez vite. |(Sortie.),"Carrille|Vous eussiez bien mieux faict, si vous eussiez eu peur| Aussi bien comme moy.","Carrille | Vous eussiez bien mieux faict, si vous eussiez eu peur |  Aussi bien comme moy.",,,
MANUEL |Ya|otra vez | en la cuadra siento gente.|(Sale|DON LUIS con luz.),MANUEL |Maintenant|encore | Je sens les gens dans le quartier.|(DON LUIS sort avec de la lumière.),"Florestan|Aussi bien comme moy. Que sera devenuë|Cette rare beauté qui m’a charmé* la veuë ?|Qui par tant de faveurs a daigné m’obliger* ?|Mourons, ou la tirons de ce present danger.","Florestan | Aussi bien comme moy. Que sera devenuë | Cette rare beauté qui m’a charmé* la veuë ? | Qui par tant de faveurs a daigné m’obliger* ? | Mourons, ou la tirons de ce present danger.",,,
,,"Carrille|On entend quelque voix, soyons en sentinelle ,|Peut-estre en pourrons-nous sçavoir quelque nouvelle.","Carrille | On entend quelque voix, soyons en sentinelle , | Peut-estre en pourrons-nous sçavoir quelque nouvelle.",,,
"LUIS | Yo vi un hombre,|¡vive Dios!","LUIS | J'ai vu un homme, Dieu vit !",Licidas (derriere le theatre à Isabelle.)|Je proteste* qu’un homme est entré là dedans.,Licidas (derriere le theatre à Isabelle.) | Je proteste* qu’un homme est entré là dedans.,,,
COSME | Malo es esto.,COSME | C'est mauvais.,,,,,
LUIS |¿Cómo|tienen | desviada esta alacena?,LUIS |Comment|font-ils | Ce placard est-il détourné ?,,,,,
COSME |Ya se ve luz,,COSME | La lumière est déjà vue , un cabinet d'avocats|que j'ai trouvé ici en vaut la peine pour moi.| (Cacher.),,,
MANUEL | Esto ha de ser desta suerte. |(Echa mano.),MANUEL | Cela doit être de la chance. |(Prend la main.),,,,,
LUIS | ¡Don Manuel!,LUIS | Don Manuel !,,,,,
MANUEL |¡Don|Luis! ¿Qué es esto? | ¿Quién vio confusión|más fuerte?,MANUEL |Don|Luis ! Qu'est ce que c'est? | Qui a vu la confusion|plus forte ?,,,,,
COSME |(¡Oigan por dónde se entró!|Decirlo quise mil veces).|,COSME |(Écoutez où vous êtes entré !|J'avais envie de le dire mille fois).|,,,,,
"LUIS |Mal caballero, villano,|traidor, fementido huésped,|que al honor de quien te estima,|te ampara, te favorece,|sin recato te aventuras|y sin decoro te atreves:|esgrime ese infame acero.|","LUIS |Mauvais chevalier, scélérat,|traître, hôte déshonoré,|qui, pour l'honneur de ceux qui vous estiment,|vous protège, vous favorise,|sans pudeur vous vous aventurez|et sans décorum vous osez :|manier cet infâme acier. |",,,,,
"MANUEL |Sólo para defenderme|le esgrimiré, tan confuso|de oírte, escucharte y verte,|de oírme, verme y escucharme,|que, aunque a matarme te ofreces,|no podrás, porque mi vida,|hecha a prueba de crueles|fortunas, es inmortal;|ni podrás, aunque lo intentes,|darme la muerte, supuesto|que el dolor no me da muerte,|que, aunque eres valiente tú,|es el dolor más valiente.|","Manuel |fortune, elle est immortelle;|et tu ne pourras pas, même si tu essaies,|me donner la mort, en supposant|que la douleur ne me tue pas,|que, bien que tu sois courageux,|c'est la douleur la plus courageuse.|",,,,,
"LUIS | No con razones me venzas, | sino con obras.","LUIS | Ne me bats pas avec des raisons, | mais avec des œuvres.",,,,,
"MANUEL |Detente| |sólo hasta pensar si puedo,|don Luis, satisfacerte.|","MANUEL |Arrêter| |jusqu'à ce que je pense que si je peux,|don Luis, te satisfaire.|",,,,,
"LUIS |¿Qué satisfaciones hay,|si así agraviarme pretendes?|Si en el cuarto desta fiera|por ese paso que tienes|entras, ¿hay satisfaciones| |a tanto agravio?","LUIS |Quelles satisfactions y a-t-il,|si tu as l'intention de m'offenser ainsi ?|Si dans la chambre de cette bête|par cette marche tu entres|y a-t-il des satisfactions| |à tant de griefs ?",Isabelle (derriere le theatre.)| Par où Monsieur ?,Isabelle (derriere le theatre.) |  Par où Monsieur ?,,,
"MANUEL |Mil|veces |rompa esa espada mi pecho,|don Luis, si eternamente|supe desta puerta o supe|que paso a otro cuarto tiene.|","MANUEL |Mille|fois|brisez cette épée dans ma poitrine,|Don Luis, si pour toujours|je connaissais cette porte ou si je savais|quel passage vers une autre pièce elle a.|",Licidas|Par où Monsieur ? Par où vilaine ? tu pretends|De m’esbloüyr les yeux par ta cajolerie : [p. 128]| Je le trouveray bien.,Licidas | Par où Monsieur ? Par où vilaine ? tu pretends | De m’esbloüyr les yeux par ta cajolerie : [p. 128] |  Je le trouveray bien.,,,
LUIS | Pues ¿qué haces aquí encerrado| | sin luz?,"LUIS | Eh bien, que fais-tu ici enfermé ? | sans lumière?","Carrille|Je le trouveray bien. Ah grands dieux ! je vous prie|Ayez pitié de moy, de grace aveuglez-les ;| On nous cherche .","Carrille | Je le trouveray bien. Ah grands dieux ! je vous prie | Ayez pitié de moy, de grace aveuglez-les ; |  On nous cherche .",,,
MANUEL |(¿Qué he de responderle?). |Un criado espero.,"MANUEL |(Que dois-je répondre ?). |Un serviteur, j'espère.",Licidas (derriere.)|On nous cherche . Qui peut avoir dé-joinct ces ais ?,Licidas (derriere.) | On nous cherche . Qui peut avoir dé-joinct ces ais ?,,,
"LUISCuando| | yo te he visto esconder, ¿quieres | que mientan mis ojos?|","LUISQuand| | Je t'ai vu te cacher, tu veux | laisser mes yeux mentir ?|",Isabelle| Moy le puis-je sçavoir ?,Isabelle |  Moy le puis-je sçavoir ?,,,
"MANUEL |Sí,| | que ellos engaños padecen | más que|otro sentido.","MANUEL |Oui,| | qu'ils subissent des tromperies | plus qu'un autre sens.",Carrille|Moy le puis-je sçavoir ? Je voy de la lumiere.,Carrille | Moy le puis-je sçavoir ? Je voy de la lumiere.,,,
"LUIS |Y|cuando |los ojos mientan, ¿pretendes|que también mienta el oído?|","LUIS |Et|quand |les yeux mentent, vous attendez-vous|à ce que l'oreille mente aussi ?|",Licidas (derriere.)| Infame sors d’icy.,Licidas (derriere.) |  Infame sors d’icy.,,,
MANUEL | También.|,MANUEL | Aussi.|,,,,,
LUIS |Todos|al fin mienten,,LUIS |Tout le monde|ment enfin , |tu dis seulement la vérité| | et c'est|vous seul qui...,,,
"MANUEL |Tente,| |porque aun antes que lo digas,|que lo imagines y pienses,|te habré quitado la vida;|y, ya arrestada la suerte,|primero soy yo; perdonen|de amistad honrosas leyes.|Y, pues ya es fuerza reñir,|riñamos como se debe.|Parte entre los dos la luz,|que nos alumbre igualmente;|cierra después esa puerta|por donde entraste imprudente,|mientras que yo cierro estotra;|y agora en el suelo se eche|la llave, para que salga|el que con la vida quede.|","MANUEL |Tente,| |car avant même que tu le dises,|imagine-le et réfléchis-y,|je t'aurai ôté la vie;|et, une fois la chance arrêtée,|d'abord c'est moi; pardonne|de l'amitié les lois honorables.|Et, puisqu'il faut maintenant quereller,|disputons-nous comme il se doit.|Partagez la lumière entre les deux,|qu'elle nous éclaire également ;|puis fermez cette porte|par laquelle vous je suis entré imprudemment,|pendant que je ferme celui-ci;|et maintenant la clé est posée à terre, pour que celui qui reste en vie puisse sortir.|",,,,,
"LUIS |Yo cerraré la alacena|por aquí con un bufete,|por que no puedan abrirla|por allá cuando lo intenten.| |(Topa con COSME.)","LUIS |Je fermerai le placard|ici avec un buffet,|afin qu'ils ne puissent pas l'ouvrir|là-bas quand ils essaieront.| |(Rentre dans COSME.)",,,,,
COSME |(Descubriose la tramoya).,COSME |(L'astuce a été découverte).,,,,,
LUIS | ¿Quién está aquí?|,LUIS | Qui est ici ?|,,,,,
MANUEL |(¡Dura suerte |es la mía!).,MANUEL |(Pas de chance |c'est à moi !).,,,,,
COSME |No|está nadie.,COSME |Il n’y a personne.,,,,,
"LUIS |Dime, don Manuel, ¿es este|el criado que esperabas?|","LUIS |Dis-moi, Don Manuel, est-ce|le domestique que tu attendais ?|",,,,,
"MANUEL |Ya no es tiempo de hablar este.|Yo sé que tengo razón.|Creed de mí lo que quisiereis,|que con la espada en la mano|sólo ha de vivir quien vence.|","MANUEL |Ce n'est plus le moment de parler.|Je sais que j'ai raison.|Croyez en moi ce que vous voulez,|qu'avec l'épée à la main|seul celui qui gagne vivra.|",,,,,
"LUIS |Ea, pues, reñid los dos.¿Qué esperáis?","LUIS |Allez, alors, vous vous battez tous les deux, qu'est-ce que vous attendez ?",,,,,
"MANUEL |Mucho|me ofendes, |si eso presumes de mí;|pensando estoy qué ha de hacerse|del criado, porque echarle|es enviar quien lo cuente,|y tenerle aquí, ventaja,|pues es cierto ha de ponerse|a mi lado.","MANUEL | Vous m’offensez beaucoup, | si vous présumez cela de moi ; de mon côté.",,,,,
"COSME |No|haré tal, | si es ese el inconveniente.","COSME |Je ne le ferai pas|je ne le ferai pas, | Si c'est ça le problème.",,,,,
"LUIS |Puerta tiene aquesa alcoba|y, como en ella se cierre,|quedaremos más iguales.|","LUIS |La porte de cette chambre|et, comme elle est fermée,|nous serons plus égaux.|",,,,,
MANUEL | Dices bien. Entra a esconderte.,MANUEL | Vous dites bien. Entrez et cachez-vous.,,,,,
"COSME |Para que yo riña, haced|diligencias tan urgentes,|que para que yo no riña|cuidado escusado es ese.|(Vase.)","COSME |Pour que je me dispute, je fasse des diligences si urgentes,|que pour que je ne me dispute pas|le souci soit une excuse.|(Sortie.)",,,,,
MANUELYa estamos solos los dos.,MANUELLEMENT Nous sommes seuls tous les deux maintenant.,,,,,
LUIS | Pues nuestro duelo comience. |(Riñen.),LUIS | Et bien notre duel commence. |(Ils rient.),,,,,
MANUEL |¡No vi más templado pulso! | |(Desguarnécese|la espada.)|,MANUEL | Je n’ai pas vu de pouls plus chaud ! | |(Dégagez|l'épée.)|,,,,,
LUIS |¡No vi pujanza más fuerte!|Sin armas estoy,,LUIS |Je n'ai pas vu de force plus forte !|Je suis sans armes , mon épée|est désarmée et sans surveillance.|,,,
"MANUEL |No es defecto de valor;|de la fortuna accidente|sí; busca otra espada, pues.|","MANUEL |Ce n'est pas un défaut de valeur;|de fortune un accident|oui; cherche une autre épée, alors.|",,,,,
"LUISEres cortés y valiente. |(Fortuna, ¿qué debo hacer|en una ocasión tan fuerte,|pues, cuando el honor me quita,|me da la vida y me vence?|Yo he de buscar ocasión|verdadera o aparente|para que pueda en tal duda|pensar lo que debe hacerse).|","LUISEVous êtes courtois et courageux. |(La Fortune, que dois-je faire|dans une occasion aussi forte,|car, quand l'honneur m'enlève,|il me donne la vie et me bat ?|Je dois chercher une opportunité|vraie ou apparente|pour pouvoir un tel doute |pensez à ce qui devrait être fait).|",,,,,
MANUEL | ¿No vas por la espada?,MANUEL | Tu ne cherches pas l'épée ?,,,,,
"LUISSí;| |y, como a que venga esperes,|presto volveré con ella.|","LUISOui;| |et, tant que tu attends qu'elle vienne,|je reviendrai bientôt vers elle.|",,,,,
