Line,Google Trad,Modernisé,similarity,5_closest
849,"MANUEL |Es-tu une illusion ou une ombre,|femme qui vient me tuer ?|Eh bien, comment es-tu entrée ici ?|",,0,[]
850,ANGELADon Manuel...,,0,[]
851,MANUEL |Par.|,,0,[]
852,"ANGELA |Écoutez,|assister. | |Don Luis a appelé, troublé,|il est entré avec audace, il s'est signalé avec audace,|il a été prudent,|il a pensé discrètement et a résisté avec courage;|il a regardé la maison à l'aveugle,|il en a fait le tour, a prévenu, il a découvert et alors|le bruit des coups|il parla, les langues étant les épées. |Moi, voyant que c'était la force|que deux hommes fermés, qui sont forcés|par leur courage et leur rancune,|la rhétorique d'acier, la lèvre muette, |ils ne se terminent pas autrement|qu'avec une seule vie et une seule mort,|sans être ni vie ni âme,|ma maison je quitte maintenant le calme obscur|de l'obscurité froide,|pâle image de mon bonheur,|je commence à je marche;|ici je me trompe, ici je tombe, ici je trébuche,|et mes sens maladroits|ils trouvent prison de soie mes robes.|Seul, triste et troublé,|j'arrive de mon discours égaré|au seuil d'une sphère |c'était ma prison, alors qu'elle devrait être|mon port ou mon sacré|-mais où la trouverai-je ? un malheureux ?-.|J'étais à son seuil|-comment le ciel relie-t-il nos maux !-|don Juan , don Juan, mon frère,|que je résiste déjà, je le défends déjà en vain|en disant qui je suis, bien sûr|qu'avoir le silence nous a mis|dans un risque si étrange.|Qui croira que le silence nous a blessé moi,|être une femme ? Et c'est vrai, étant femme, que je suis morte parce que je me taisais. Bref, il attendait à cette porte, oh mon Dieu, quand j'arrive à son seuil, fait d'un volcan de neige, une alpe de feu. Lui, dans la rare lumière avec laquelle la lune brûle doucement, a vu briller les ornements de ma poitrine - ce n'est pas la première trahison qu'il nous fait - et il a entendu le bruit des vêtements|-ce n'est pas le premier qu'ils nous vendent-;|il pensait que j'étais sa dame|et elle est venue, un papillon de sa flamme,|pour s'y brûler|et m'a trouvé dans le ombre de son étoile.|Qui d'un galant croirait|que, cherchant sa jalousie, savait|que les cieux étaient si contraires|qu'il se contenterait de sa jalousie ?|Il voulait me parler et il ne pouvait pas ,|ce qui a toujours été le sentiment muet.|En bref, avec des voix tristes,|qui étaient mal formées et inondaient rapidement|de la langue aux lèvres,|la cause de son grief sollicite.|J'essaie de lui répondre| -J'ai déjà dit combien le sentiment est muet-|et, même si je le voulais, je ne pouvais pas,|combien la raison se transforme en peur,|même si je cherchais des couleurs par ma faute;|mais, quand il cherche une excuse,|elle arrive tard ou jamais:|mais le crime affirme qu'il le nie.|""Viens,"" dit-il, ""sœur farouche,|de notre ancien honneur la première tache;|Je te laisserai enfermée | où tu es en sécurité et retiré|jusqu'à ce que, sain d'esprit et sage,|l'occasion m'informe de mon grief.|Je suis entré là où le ciel|a amélioré, en te voyant, mes nuits blanches.|Pour t'avoir aimé,|feindre l'ombre de mon maison où j'ai été;|pour t'avoir estimé,|une tombe vivante était de mon ressort;|parce que je ne t'aimerais pas|qui perdrait le respect de ta valeur;|parce que je ne t'estimerais pas|qui dirait son visage de trahison à visage.|Mon intention était de t'aimer,|mon but est de t'aimer, ma peur est de te perdre,|ma peur est de t'assurer,|ma vie est de t'obéir, mon âme est de t'aimer,|mon mon désir est de te servir|et mes cris, en effet, de te persuader|que tu répares mes dégâts,|que tu es digne de moi, que tu m'aides et me protèges.|",,0,[]
853,"Manuel | Oh, mon Dieu ! Je me suis senti|offensé par le goût,|qu'y aura-t-il d'honneur ? Un tourment injuste !|C'est sa sœur ; si j'essaie de|la libérer et de la défendre avec mon sang,|en remettant ses excuses à mon acier,|c'est Ma culpabilité est maintenant plus grande,|puisque cela signifie que j'ai été|traître et que j'ai offensé sa maison,|puisque je me trouve en elle;|puisque vouloir m'excuser avec culpalla|c'est dire qu'elle est|à blâmer, et mon honneur ne l'est pas. Cela convient.|Eh bien, qu'est-ce que j'ai l'intention,|si c'est de devenir un traître, si je la défends;|si je la quitte, méchant;|si je la garde, un mauvais hôte; inhumain,|si je la remets à son frère;|je suis un mauvais ami, si je le garde; Madame;|Je suis noble et tu es avec moi maintenant.|",,0,[]
854,COSME | La porte s'ouvre.,"Carrille|Infâme sors d'ici. Cachons nous là derrière:|Quelqu'un entre, Monsieur.",1,"[(0.65, 'ouvre', 'ici'), (0.53, 'ouvre', '▁Quelqu'), (0.52, '▁porte', '▁sors'), (0.52, 'ouvre', '▁Monsieur'), (0.5, '▁porte', 'âme')]"
855,"MANUEL |Rien|sujets, | Eh bien, ma valeur vous protège.","Florêtan|Quelqu'un entre, Monsieur. J'ai l'esprit tout confus,|Mais il ne me faut point consulter là-dessus,|Je ne dois craindre rien, puisque j'ai l'avantage|De pouvoir au besoin m'aider de mon courage.",1,"[(0.81, '▁Rien', '▁consulter'), (0.77, '▁valeur', '▁consulter'), (0.73, '▁sujets', '▁consulter'), (0.73, '▁protège', '▁craindre'), (0.71, '▁Rien', 'êt')]"
856,ANGELAMon frère l'est.,"Carrille|Je me coule pour moi derrière ce buffet.|(Il se cache.)|Licidas, Florêtan, Carrille (caché).",0,"[(0.69, '▁frère', '▁buffet'), (0.65, '▁frère', '▁coule'), (0.65, '▁frère', ').'), (0.63, '▁frère', '▁cache'), (0.57, '▁frère', 'das')]"
857,MANUEL |Vous êtes en sécurité. | Alors place-toi dans mon dos. (DON LUIS sort.),"Licidas|Quoi donc, c'est Florêtan?",0,"[(0.82, '▁sort', 'das'), (0.78, 'DON', 'das'), (0.74, '▁sort', 'ici'), (0.7, 'DON', 'ici'), (0.63, '▁dos', 'das')]"
858,,"Florêtan|Quoi donc, c'est Florêtan? Licidas? en effet|Je ne me trompe point, c'est venir-même, ô merveille :|A-t-on jamais parlé d'une chose pareille?|Il faut bien que ce soit par quelque enchantement|Que je me trouve ici dans mon appartement.|Vit on jamais au monde un succès plus étrange?",0,[]
859,LUIS |Je reviens tout de suite. Mais... qu'est-ce que je regarde ? | Traitre! |(La menacer.),"Licidas|Et tu ne penses point traître que je me venge|De l'affront signalé que j'ai reçu de toi?|Perfide, déloyal, homme ingrat et sans foi,|Infâme et faux ami, quel bien, ou quelle gloire|Espères-tu tirer d'une action si noire?|Peux tu te dire noble, ayant lâcheté|De violer les droits de l'hôpitalité?|As tu si peu d'honneur et si peu de courage?",1,"[(0.76, '▁regarde', 'das'), (0.75, '▁regarde', '▁action'), (0.73, '▁reviens', 'das'), (0.73, '▁regarde', '▁ami'), (0.71, '▁regarde', '▁bien')]"
860,"MANUEL |Ayez|l'épée, |seigneur Don Luis. Je vous attends dans cette chambre depuis votre départ et ici, sans savoir comment, est entrée cette dame, qui est votre sœur, d'après ce qu'elle dit ; Quel mot|je vous donne, en tant que gentleman,|je ne la connais pas, et il suffit|de dire que, trompé, j'ai pu,|sans savoir à qui, lui parler.|Je dois la sauver| au péril de votre vie et de votre âme,|par chance que notre duel,|qui s'est déroulé à huis clos|de se terminer entre nous deux,|se transformera en scandale|de partout, si ici|vous n'ouvrez pas la porte.|L'ayant libéré,|je reviendrai au procès| de notre querelle et, donc|chez celui qui soutient sa renommée|l'épée et l'honneur ont été|des armes de plus importance,|laisse-moi aller vers toi pour l'honneur ,|car je t'ai laissé aller chercher l'épée.|","Florêtan|Est-ce à moi Licidas, que l'on tient ce langage?|Je suis si fort surpris de me trouver ici,|De vous ouïr parler, et de parler ainsi,|Et toutes mes raisons en sont si confondues|Que je crois, sans mentir, que je descends des nues ;|Et j'ai sujet de croire, aux lieux où je me vois|Que ce discours s'adresse à tout autre qu'à moi.",0,"[(0.86, '▁duel', '▁discours'), (0.85, '▁ici', '▁ici'), (0.85, '▁donne', '▁vois'), (0.85, '▁ici', '▁raisons'), (0.84, '▁mot', '▁raisons')]"
861,"LUIS |Je suis allé la chercher, mais seulement|pour la prosterner|à nouveau|à tes pieds ; et, remplissant|l'obligation passée|dans laquelle tu m'as alors placé,|puisque tu me donnes une nouvelle cause,|je peux maintenant me battre à nouveau.|Cette femme est ma sœur:|personne ne devrait la prendre|à mes yeux sa maison|sans être son mari. Ainsi,|si vous insistez pour le porter,|avec votre main cela pourrait être,|eh bien avec ce mot|vous pouvez le porter et revenir,|si vous le souhaitez, à la demande.|","Licidas|Je ne me repais point de ces discours frivoles;|Il me faut des effets, et non pas des paroles;|Je veux avoir ta vie, et crois qu'assurement|Tu ne me saurais pas satisfaire autrement.|Défend toi si tu veux, car encor que sans blâme|Je puisse en trahison me venger d'un infâme,|Et d'un perfide ami qui me ravit l'honneur,|Je penserais pourtant offenser ma valeur,|Si l'on me reprochait, que je veux entreprendre|D'attaquer un poltron qui n'ose se défendre.",0,"[(0.89, '▁remplissant', '▁entreprendre'), (0.89, '▁mot', '▁entreprendre'), (0.87, '▁passée', '▁entreprendre'), (0.86, '▁remplissant', 'das'), (0.86, '▁maison', '▁veux')]"
862,"MANUEL |Je reviendrai, mais, averti|de votre prudence et de votre persévérance,|juste pour me jeter à ces pieds.|","Florêtan|Arrêtez Licidas, et me dites pourquoi|Avec tant de chaleur vous pleins de moi,|Obligez-moi, voyons sans vous mettre en colère|Si par autre moyen je vous puis satisfaire?",0,"[(0.86, '▁averti', '▁voyons'), (0.82, '▁averti', '▁pleins'), (0.7, '▁averti', 'êt'), (0.7, '▁averti', 'das'), (0.65, '▁averti', '▁chaleur')]"
863,,LUIS|Élévation du sol,0,[]
864,"MANUEL |Et pour mieux remplir|l'obligation jurée,|je serre la main de ta sœur.| |(BEATRIZ et ISABEL sortent par une porte et DON JUAN par une autre.)","Florêtan|Écoutez Licidas, que désormais ma vie|Soit d'affronts signalée, et d'opprobres suivie,|Que le Ciel m'extermine, et s'oppose à mon bien|Si votre honneur ne m'est aussi cher que le mien.",0,"[(0.84, '▁remplir', '▁vie'), (0.77, '▁remplir', '▁bien'), (0.74, '▁mieux', '▁vie'), (0.74, 'obligation', '▁vie'), (0.73, '▁sortent', '▁vie')]"
865,"JUAN |S'il manque seulement le parrain,|me voici, arrivant|à l'endroit où j'ai laissé ma sœur,|en t'entendant m'a empêché|de sortir vers le malheur,|comme je suis sorti vers les plaisirs.|","Licidas|Tous ces discours sont vains, que me peux-tu répondre|Si tout ce que je vois ne sert qu'à te confondre?|T'ai je pas découvert? n'étais-tu pas caché|Naguère dans sa chambre? et quand je t'ai cherché|Ne t'ez tu pas sauvé par cette fausse porte?|Par ces ais entr'ouverts, qu'on a coupés de sorte|Que tu peux quand tu veux entrerètement|De cette chambre ici dans son appartement?|Que peux tu repartir?",0,"[(0.9, '▁arrivant', '▁caché'), (0.89, '▁arrivant', '▁entrer'), (0.88, '▁arrivant', '▁cherché'), (0.87, '▁arrivant', 'das'), (0.87, '▁empêché', '▁cherché')]"
866,"BEATRIZ |Et puis ils finissent avec eux,|ils ne finissent pas sans les tiers.|","Florestan|Que peux tu repartir ? Monsieur que cette espee|Que je tiens maintenant, dans mon sang soit trempee,|Que dis je cette espee ? ah je luy ferois tort !|Car elle vient d'un bras trop genereux et fort,|Puis qu'elle vient de vous ; mais que plustost la lame,|Du plus lasche poltron, du cœur le plus infame|Me perce en mille endroicts, et le cœur et le flanc,|Si j'ay rien fait qui soit indigne de mon sang,|Et de l'affection que je vous ay jurée,|Si j'ay jamais cognu cette secrette entrée,|Si je ne suis surpris, plus que vous mille fois,|Et si je puis vous dire en quel endroict j'estois.|Pour cette femme icy, que je perisse à l'heure|Si je sçay quelle elle est, son nom ny sa demeure,|Je dy la verité, je ne veux rien celer,|Et sçachez que la peur ne me fait point parler.",0,"[(0.79, '▁finissent', '▁vient'), (0.79, '▁finissent', '▁entrée'), (0.78, '▁finissent', '▁entrée'), (0.77, '▁finissent', '▁vient'), (0.76, '▁finissent', '▁vient')]"
867,"JEAN | Et toi, Beatriz, chez moi ?","Licidas|Si ce que tu me dis estoit bien veritable,|Pourquoy l'espée au poing, si tu n'és point coupable ?",0,"[(0.73, 'ri', 'das'), (0.68, 'ri', 'ici'), (0.63, 'ri', '▁coupable'), (0.62, 'ri', 'pée'), (0.59, '▁Beat', 'das')]"
868,,BEATRIZ|Je ne l'ai jamais quitté,0,[]
869,"JUAN |Réalisons cette opportunité,|parce qu'elle nous appelle si fort.|","Licidas|Se voyant poursuivi? Pour vous purger de blâme|Il vous faut confronter avec cette infâme,|Cause où je suis trompé de ce scandale ici.",0,"[(0.8, '▁opportunité', '▁confronter'), (0.8, '▁opportunité', '▁ici'), (0.79, 'AN', 'das'), (0.78, 'AN', '▁scandale'), (0.77, 'AN', '▁poursuivi')]"
870,"COSME | Dieu merci, l’elfe s’est déjà déclaré ! Dis-moi, était-il ivre ?","Florêtan|Je le veux, vous serez de tout point éclairci|Que je ne trempe point du tout dans ce mystère.",0,"[(0.79, '▁déclaré', '▁point'), (0.78, '▁déclaré', '▁serez'), (0.74, '▁déclaré', '▁éclairci'), (0.72, '▁déclaré', '▁mystère'), (0.7, '▁déclaré', 'êt')]"
871,"MANUEL |Si|vous ne l'êtes pas, | Aujourd'hui, tu épouses Isabel.","Licidas|Allons, mais en passant advertissons mon frère,|Entrons par cet endroit.",0,"[(0.6, 'UE', 'das'), (0.59, 'UE', '▁passant'), (0.57, 'UE', 'ici'), (0.57, 'UE', '▁ad'), (0.57, '▁épouse', 'tron')]"
872,,COSME|Pour en sortir,0,[]
873,ISABEL |Pour quelle raison ?,"Carrille (sortant d'où il estoit caché.)|Grand Dieu fay moy ce bien, que mes craintes soient fausses,|J'ay d'apprehension lasché tout dans mes chausses.|Mais quoy sans les laver les laisserois je ainsi ?|Oüy, suivons les de loing, j'aurois peur seul icy|Angelique, Lucinde, Isabelle",0,"[(0.71, '▁raison', 'hen'), (0.7, '▁raison', 'sion'), (0.7, '▁raison', '▁peur'), (0.69, '▁raison', 'ché'), (0.69, '▁raison', 'cy')]"
874,"COSME |Pour ne pas perdre le temps|qui est consacré à ces choses,|pour pouvoir en profiter|pour demander|pardon de nos fautes; L'auteur vous interroge humblement sur vos plantes.|","Angélique|Que me dis-tu, grands dieux!",0,"[(0.74, '▁choses', '▁grands'), (0.71, '▁demander', 'lique'), (0.69, '▁pardon', 'lique'), (0.67, '▁profiter', 'lique'), (0.66, '▁choses', '▁dis')]"
875,,"Isabelle|Que me dis-tu, grands dieux! Madame votre frère,|Est entré qui soudain s'est fort mis en colère,|J'entendais par dehors de bien grandes rumeurs.",0,[]
876,,"Angélique|Il le tuera, Cousine, ah, je pasme, je meurs!|Et viendra tôt après m'assassiner moi-même.",0,[]
877,,"Lucinde|Je ne puis que résoudre en ce malheur extrême,|Toute excuse à présent serait hors de saison,|Fuyons, et me croyez hors de cette maison:|Il nous faut bien garder d'attendre sa venue.",0,[]
878,,"Angélique|A telle heure qu'il est, irons nous par la rue?",0,[]
879,,"Lucinde|Allons-nous en chez nous, mon logis n'est pas loin.",0,[]
880,,"Angélique|Mais quoi, laisserons -nous nous Florêtan au besoin?",0,[]
881,,"Lucinde|Que pouvons nous pour venir? dieux si vous êtes sage|Fuyons sans consulter sur ce fait davantage.|Licidas, Lisandre, Angélique, Florêtan, Isabelle,|Lucinde, Carrille.",0,[]
882,,Lisandre|Où vas tu mal heureuse? et vous Lucinde aussi|Où l'accompagnez-vous? quel désordre est-ce ici?,0,[]
883,,"Angélique|Puisque Florêtan vit, qu'il paraît à ma vue,|Mourons s'il faut mourir, m'y voilà résolue:|Mais oyez mes raisons, et ne me jugez pas,|Avant que de m'ouïrir, mériter le trépas,|Je crois que ma requête est juste et raisonnable,|Et si vous me trouvez en un seul point coupable,|J'entends contre l'honneur, ni de loin, ni de près,|Ne me laissez pas vivre un seul moment après.",0,[]
884,,"Licidas|Parle, et s'il t'est entré seulement en pensée|Ta prière sera sur le champ exaucée,|Nous n'y manquerons pas.",0,[]
885,,"Lisandre|Nous n'y manquerons pas. Mais sans nous abuser,|Dis le tout franchement et sans rien déguiser.",0,[]
886,,"Angélique|Florêtan écoutez, car ce discours vous touche,|Que vous ne saurez point, si ce n'est par ma bouche,|Puisque contre mon gré l'on m'oblige à parler,|Je déclarerai tout, je ne veux rien celer ;|Je suis donc, puisqu'il faut à cette heure me rendre,|La sœur de Licidas, et la sœur de Liszandre.|Sans doute ils ont tous deux raison de me blâmer|De m'être à leur déçuportée à vous aimer:|Mais comme eussai-je osé leur découvrir la flamme|Qui me brûle pour vous, et me consomme l'âme?|Si je suis criminelle en confessant ce point,|Je mérite la mort, je n'y recule point.|Mais je ne puis penser qu'on puisse être blâmée|Pour confesser d'aimer, et vouloir être aimée:|Dès la première fois vous sûtes m'engager,|Quand je vous vis si prompt à vouloir m'obliger,|Sans avoir qui j'étais, et cette gentillesse|Me fit avoir pour vous une telle tendresse,|Qu'admirant la valeur d'un cœur si généreux|Vous rendîtes le mien aussitôt amoureux.|Vous mon frère affachez que je suis celle-même|Que vous suiviez tantôt avec ardeur extrême,|Qui si subtilement échappéde vos mains|À l'aide de ce bras qui rompit vos desseins;|(Monstrant Florêtan.)|Cette insigne faveur m'a fait brûler d'envie|De voir ce Cavalier qui m'a sauvé la vie,|Car je n'attendais pas, je le dis franchement,|De votre promptitude un meilleur traitement ;|Car encor que je fusse exempte de tout blâme,|Je n'eusse pas passé pour telle dans votre âme.|Désirant donc le voir avec passion|J'en suis venue à bout par cette invention,|Par ces deux ais j'entrais de ma chambre en la sienne|Sans qu'il en ait rien su. Si tantôt dans la mienne|Vous l'avez rencontré, croyez il est certain|Qu'il n'a jamais ni su, Seigneur connu mon dessein,|Étant bien éloigné, de penser, je vous jure,|Qu'il s'adressât à vous, et qu'il vous fît injure.|Mais pour ne rien celer, je vous dirai de plus,|Que quand j'entréchez avoir j'eus l'esprit tout confus:|Car mon Âme pour lors fut puissament saisie|De cette passion, qu'on nomme jalousie,|Lui trouvant ce portrait, que j'ai pris à ce soir,|Mourant déplaisir qu'il fût en son pouvoir.|(Elle était baille le portrait.)",0,[]
887,,"Licidas|Montre que je le voie, as tu bien l'impudence|D'oser ainsi parler même en notre présence?|Insolente, effrontée, oses tu présumer|Qu'un Cavalier d'honneur se résolve d'aimer|Une qui lâchement se produit elle-même,|Et qui peut sans rougir lui dire qu'elle l'aime,|Étant adorateur d'une divinité,|Car je n'ose autrement nommer cette beauté,|Ce ravissant portrait? as tu bien cette audace|D'espérer que jamais il te mette en sa place?|Sais-tu bien s'il n'a pas même engagé sa foi|À celle-ci qui vaut mille fois mieux que toi?|Auras-tu bien le front de te voir refusée,|Et de servir après à chacun de risée?|Avant que cela soit tu mourras de ma main.|(Il veut mettre la main à l'épée, et Florêtan l'arrête.)",0,[]
