,DamaDuende,Google Trad,Esprit Folet,Modernisé,Unnamed: 4,Unnamed: 5,Unnamed: 6
763,"ÁNGELAY en|fin, ¿qué pretendes?","ÁNGELAY, de toute façon, qu'est-ce que tu veux ?","['Angelique', 'Pourquoy suis je obligée à vous rendre raison', 'De ce que nous faisons seules en la maison ?', 'Quel crime faisons nous ? dites je vous supplie', 'Si pour me divertir en ma melancholie', 'Nous avons ma Cousine et moy, pris le soucy', ""D'ajuster cette chambre, et nous parer ainsi ?"", ""S'il ne m'est pas permis de sortir à la rüe,"", 'Si de qui que ce soit on me defend la veüe,', 'Hormis de ma Cousine, et si je me veux voir', 'Despoüillée entre nous de ce vestement noir,', ""Qui ne fait qu'augmenter mon deüil et ma tristesse,"", ""Est ce un crime d'estat ? veut on que je me laisse"", 'Emporter aux regrets qui me troublent les sens ?', 'Me defends on encor ces plaisirs innocens ?', ""Qui vous fait sans raison m'espier de la sorte ?"", 'Et venir à minuict me faire ouvrir ma porte ?']","Angélique|Pourquoi suis je obligée à vous rendre raison|De ce que nous faisons seules en la maison?|Quel crime faisons-nous? dites je vous supplie|Si pour me divertir en ma mélancolie|Nous avons ma Cousine et moi, pris le souci|D'ajuster cette chambre, et nous parer ainsi?|S'il ne m'est pas permis de sortir à la rue,|Si de qui que ce soit on me défend la vue,|Hormis de ma Cousine, et si je me veux voir|Despouillée entre nous de ce vêtement noir,|Qui ne fait qu'augmenter mon deuil et ma tristesse,|Est ce un crime d'état? veut on que je me laisse|Emporter aux regrets qui me troublent les sens?|Me défends on encor ces plaisirs innocents?|Qui vous fait sans raison m'espier de la sorte?|Et venir à minuict me faire ouvrir ma porte?",,,
764,"LUIS |Como pisa sobre el mío,|me pareció que había gente|y para desengañarme|sólo he de mirarle y verle.|(Alza una antepuerta y topa con BEATRIZ.) Beatriz, ¿aquí estás?","LUIS |Alors qu'il marche sur le mien,|il m'a semblé qu'il y avait du monde|et pour me détromper|il suffit que je le regarde et je le voie.|(Il soulève une porte et se heurte à BEATRIZ.) Beatriz, es-tu ici?","['Licidas', 'Ma chambre estant là bas, ma curiosité', ""Ayant oüy du bruit dessus moy, m'a porté"", ""De venir m'informer qui de nuict vous visite.""]","Licidas|Ma chambre étant là bas, ma curiosité|Ayant oui du bruit dessus moi, m'a porté|De venir m'informer qui de nuit vous visite.",,,
765,"BEATRIZAquí| |estoy, que hube de volverme,|porque al disgusto volvió|mi padre, enojado siempre.|","BEATRIZHici| |Je le suis, que j'ai dû faire demi-tour,|parce que mon père revenait au mécontentement, toujours en colère.|","['Angelique', 'Ma Cousine est icy.', '(Carrille bat et faict du bruict dedans.)']",Angélique|Ma Cousine est ici.|(Carrille bat et fait du bruit dedans.),,,
766,"LUIS |Turbadas estáis las dos.|¿Qué notable estrago es este|de platos, dulces y vidrios?|","LUIS |Vous êtes tous les deux perturbés.|Quels sont les dégâts remarquables que cela représente|d'assiettes, de bonbons et de verre ?|","['Licidas', 'Ma Cousine est icy. Je vous vois interdite,', ""Je sçay qu'asseurement quelqu'un est là dedans.""]","Licidas|Ma Couine est ici. Je vous vois interdite,|Je sais qu'assurement quelqu'un est là-dedans.",,,
767,"ÁNGELA |¿Para qué informarte quieres|de lo que, en estando a solas,|se entretienen las mujeres?| | (Hacen|ruido en la alacena ISABEL y COSME.)",ANGELA | Pourquoi veux-tu savoir à quoi les femmes se divertissent lorsqu'elles sont seules ? | | (ISABEL et COSME font du bruit dans le placard.),"['Angelique', 'Vous vous trompez, vous dis je.']","Angélique|Vous vous trompez, vous dis-je.",,,
768,"LUISY aquel ruido, ¿qué es?","LUISY ce bruit, c'est quoi ?","['Licidas', ""Vous vous trompez, vous dis je. Et le bruit que j'entends ?""]","Licidas|Vous vous trompez, vous dis-je. Et le bruit que j'entends?",,,
769,ÁNGELA |(¡Yo muero!).,ANGELA |(Je meurs !).,"['Carrille (dedans.)', ""Ah dieu ! si cette fois de ses griffes j'eschape,"", ""Il sera bien subtil, s'il faut qu'il m'y r'atrape.""]","Carrille (dans.)|Ah dieu! si cette fois de ses griffes j'échappe,|Il sera bien subtil, s'il faut qu'il m'y ratrape.",,,
770,"LUIS |¡Vive Dios que allí anda gente!|Ya no puede ser mi hermano|quien se guarda desta suerte.| |(Aparta la alacena para entrar con luz.) ¡Ay de mí, cielos piadosos!,|que queriendo neciamente|estorbar aquí los celos|que amor en mi pecho enciende,|celos de honor averiguo.|Luz tomaré, aunque imprudente,|pues todo se halla con luz|y el honor con luz se pierde.| |(Vase.)","LUIS |Dieu vit, il y a des gens là-bas !|Ce ne peut plus être mon frère|qui est sauvé de ce sort.| |(Il écarte le placard pour entrer avec la lumière.) Malheur à moi, cieux pieux !,|qui voulant bêtement|empêcher ici la jalousie|que l'amour s'allume dans ma poitrine,|la jalousie de l'honneur je découvre.|Je prendrai la lumière , bien qu'imprudent, |car tout se trouve avec la lumière|et l'honneur se perd avec la lumière.| |(Sortie.)","['Licidas', ""Aurez vous bien encor l'esprit assez rusé"", ""De dire qu'en cela je me suis abusé ?"", 'Comment Lucinde aussi vous en estes complice ?']",Licidas|Auriez-vous bien encor l'esprit assez rusé|De dire qu'en cela je me suis abusé?|Comment Lucinde aussi vous en êtes complice?,,,
771,,,"['Lucinde', 'Si nous vous offensons que le Ciel me punisse.']",Lucinde|Si nous vous offensons que le Ciel me punisse.,,,
772,,,"['Licidas', ""J'y veux aller moy mesme, attendez je veux voir.""]","Licidas|J'y veux aller moi-même, attendez je veux voir.",,,
773,,,"['Angelique', ""Non, vous n'entrerez point.""]","Angélique|Non, vous n'entrerez point.",,,
774,,,"['Licidas', ""Non, vous n'entrerez point. Si je fais mon devoir."", 'Je vous monstreray bien.']","Licidas|Non, vous n'entrerez point. Si je fais mon devoir.|Je vous montrerai bien.",,,
775,,,"['Angelique', ""Je vous monstreray bien. Ah dieux c'est Isabelle !""]",Angélique|Je vous montrerai bien. Ah dieux c'est Isabelle!,,,
776,,,"['Licidas', ""Je verray ce que c'est, baillez moy la chandelle."", '(Il sort avec la chandelle.)']","Licidas|Je verrai ce que c'est, baillez moi la chandelle.|(Il sort avec la chandelle.)",,,
777,,,[],,,,
778,,,[],,,,
779,,,"['Angelique', 'Dieux, il les trouvera, Cousine.']","Angélique|Dieux, il les trouvera, Cousine.",,,
780,,,"['Lucinde', 'Dieux, il les trouvera, Cousine. Nullement,', 'Ils seront repassez dans leur appartement.']","Lucinde|Dieux, il les trouvera, Cousine. Nullement,|Ils seront repassés dans leur appartement.",,,
781,"ÁNGELA |¡Ay, Beatriz, perdidas somos, | si le topa!","ANGELA | Oh, Beatriz, nous sommes perdus, | si ça te frappe !","['Angelique', 'Il trouvera ces ais dé joints, je suis perduë.']","Angélique|Il trouvera ces ais dé joints, je suis perdue.",,,
782,"BEATRIZ |Si|le tiene |en su cuarto ya Isabel,|en vano dudas y temes,|pues te asegura el secreto|de la alacena.","BEATRIZ |Si|il l'a dans sa chambre et Isabel,|en vain tu doutes et tu crains,|car il t'assure le secret|du placard.","['Lucinde', ""Ne vous affligez point, sans en sçavoir l'issuë."", '(Florestan et Carrille entrent dans leur chambre à tastons par les ais déjoints, sans sçavoir où ils sont.)']","Lucinde|Ne vous affligez point, sans en savoir l'issue.|(Florêtan et Carrille entrent dans leur chambre à tâtons par les ais déjoints, sans savoir où ils sont.)",,,
783,"ÁNGELA |¿Y, si fuese |tal mi desdicha, que allí|con la turbación no hubiese|cerrado bien Isabel| |y él entrase|allá?","ANGELA |Et si mon malheur était tel que là|dans la confusion, Isabel|ne l'avait pas|fermé correctement| |et il est entré|là-bas ?","['Florestan', 'Nous sommes, que je croy veu cette obscurité', 'Dans quelque cabinet en lieu de seureté,', 'Dont la porte est estroite, ayant eu de la peine', ""D'entrer avec l'espée.""]","Florêtan|Nous sommes, que je crois vu cette obscurité|Dans quelque cabinet en lieu de sûreté,|Dont la porte est étroite, ayant eu de la peine|D'entrer avec l'épée.",,,
784,BEATRIZ |Ponerte| | en salvo será importante.,BEATRIZ |Enfiler| | la sécurité sera importante.,"['Carrille', ""D'entrer avec l'espée. Ah ! la chose est certaine,"", 'Resolvons nous au pis, nous allons estouffer ,', ""Car nous sommes sans doute en un cachot d'enfer.""]","Carrille|D'entrer avec l'épée. Ah! la chose est certaine,|Résolvons-nous au pis, nous allons étouffer|Car nous sommes sans doute en un cachot d'enfer.",,,
785,"ÁNGELA |De tu padre iré a valerme,|como él se valió de mí,|por que, trocada la suerte,|si a ti te trujo un pesar,|a mí otro pesar me lleve.| | (Vanse. Salen por el alacena ISABEL y COSME y por otra|parte DON MANUEL.)","ANGELA |J'irai profiter de ton père,|comme il a profité de moi,|car, une fois que la chance aura changé,|si elle t'apporte du chagrin,|elle m'apporte un autre chagrin.| | (Sortie. ISABEL et COSME sortent par le placard et DON MANUEL de l'autre côté.)","['Florestan', 'Quels hazards ne court point un homme de courage,', ""Qui veut entrer par tout où son desir l'engage,"", ""Sans se fier à rien qu'à sa propre valeur ?""]","Florêtan|Quels hasards ne court point un homme de courage,|Qui veut entrerout où son désir l'engage,|Sans se fier à rien qu'à sa propre valeur?",,,
786,ISABEL | Entra presto. |(Vase.),ISABELLE | Entrez vite. |(Sortie.),"['Carrille', 'Vous eussiez bien mieux faict, si vous eussiez eu peur', 'Aussi bien comme moy.']","Carrille|Vous eussiez bien mieux fait, si vous eussiez eu peur|Aussi bien comme moi.",,,
787,MANUEL |Ya|otra vez | en la cuadra siento gente.|(Sale|DON LUIS con luz.),MANUEL |Maintenant|encore | Je sens les gens dans le quartier.|(DON LUIS sort avec de la lumière.),"['Florestan', 'Aussi bien comme moy. Que sera devenuë', ""Cette rare beauté qui m'a charmé la veuë ?"", ""Qui par tant de faveurs a daigné m'obliger ?"", 'Mourons, ou la tirons de ce present danger.']","Florêtan|Aussi bien comme moi. Que sera devenue|Cette rare beauté qui m'a charmé la vue?|Qui par tant de faveurs a daigné m'obliger?|Mourons, ou la tirons de ce présent danger.",,,
788,,,"['Carrille', 'On entend quelque voix, soyons en sentinelle ,', 'Peut estre en pourrons nous sçavoir quelque nouvelle.']","Carrille|On entend quelque voix, soyons en sentinelle,|Peut être en pourrons nous savoir quelque nouvelle.",,,
789,"LUIS | Yo vi un hombre,|¡vive Dios!","LUIS | J'ai vu un homme, Dieu vit !","['Licidas (derriere le theatre à Isabelle.)', ""Je proteste qu'un homme est entré là dedans.""]",Licidas (derrière le théâtre à Isabelle.)|Je proteste qu'un homme est entré là-dedans.,,,
790,COSME | Malo es esto.,COSME | C'est mauvais.,[],,,,
791,LUIS |¿Cómo|tienen | desviada esta alacena?,LUIS |Comment|font-ils | Ce placard est-il détourné ?,[],,,,
792,COSME |Ya se ve luz,,"['COSME', 'La lumière est déjà vue']",COSME|La lumière est déjà veuve,,,
793,MANUEL | Esto ha de ser desta suerte. |(Echa mano.),MANUEL | Cela doit être de la chance. |(Prend la main.),[],,,,
794,LUIS | ¡Don Manuel!,LUIS | Don Manuel !,[],,,,
795,MANUEL |¡Don|Luis! ¿Qué es esto? | ¿Quién vio confusión|más fuerte?,MANUEL |Don|Luis ! Qu'est ce que c'est? | Qui a vu la confusion|plus forte ?,[],,,,
796,COSME |(¡Oigan por dónde se entró!|Decirlo quise mil veces).|,COSME |(Écoutez où vous êtes entré !|J'avais envie de le dire mille fois).|,[],,,,
797,"LUIS |Mal caballero, villano,|traidor, fementido huésped,|que al honor de quien te estima,|te ampara, te favorece,|sin recato te aventuras|y sin decoro te atreves:|esgrime ese infame acero.|","LUIS |Mauvais chevalier, scélérat,|traître, hôte déshonoré,|qui, pour l'honneur de ceux qui vous estiment,|vous protège, vous favorise,|sans pudeur vous vous aventurez|et sans décorum vous osez :|manier cet infâme acier. |",[],,,,
798,"MANUEL |Sólo para defenderme|le esgrimiré, tan confuso|de oírte, escucharte y verte,|de oírme, verme y escucharme,|que, aunque a matarme te ofreces,|no podrás, porque mi vida,|hecha a prueba de crueles|fortunas, es inmortal;|ni podrás, aunque lo intentes,|darme la muerte, supuesto|que el dolor no me da muerte,|que, aunque eres valiente tú,|es el dolor más valiente.|","Manuel |fortune, elle est immortelle;|et tu ne pourras pas, même si tu essaies,|me donner la mort, en supposant|que la douleur ne me tue pas,|que, bien que tu sois courageux,|c'est la douleur la plus courageuse.|",[],,,,
799,"LUIS | No con razones me venzas, | sino con obras.","LUIS | Ne me bats pas avec des raisons, | mais avec des œuvres.",[],,,,
800,"MANUEL |Detente| |sólo hasta pensar si puedo,|don Luis, satisfacerte.|","MANUEL |Arrêter| |jusqu'à ce que je pense que si je peux,|don Luis, te satisfaire.|",[],,,,
801,"LUIS |¿Qué satisfaciones hay,|si así agraviarme pretendes?|Si en el cuarto desta fiera|por ese paso que tienes|entras, ¿hay satisfaciones| |a tanto agravio?","LUIS |Quelles satisfactions y a-t-il,|si tu as l'intention de m'offenser ainsi ?|Si dans la chambre de cette bête|par cette marche tu entres|y a-t-il des satisfactions| |à tant de griefs ?","['Isabelle (derriere le theatre.)', 'Par où Monsieur ?']",Isabelle (derrière le théâtre.)|Par où Monsieur?,,,
802,"MANUEL |Mil|veces |rompa esa espada mi pecho,|don Luis, si eternamente|supe desta puerta o supe|que paso a otro cuarto tiene.|","MANUEL |Mille|fois|brisez cette épée dans ma poitrine,|Don Luis, si pour toujours|je connaissais cette porte ou si je savais|quel passage vers une autre pièce elle a.|","['Licidas', 'Par où Monsieur ? Par où vilaine ? tu pretends', ""De m'esbloüyr les yeux par ta cajolerie :"", 'Je le trouveray bien.']",Licidas|Par où Monsieur? Par où vilaine? tu prétends|De m'éblouïr les yeux par ta cajolerie:|Je le trouverai bien.,,,
803,LUIS | Pues ¿qué haces aquí encerrado| | sin luz?,"LUIS | Eh bien, que fais-tu ici enfermé ? | sans lumière?","['Carrille', 'Je le trouveray bien. Ah grands dieux ! je vous prie', 'Ayez pitié de moy, de grace aveuglez les ;', 'On nous cherche .']","Carrille|Je le trouverai bien. Ah grands dieux! je vous prie|Ayez pitié de moi, de grâce aveuglez les;|On nous cherche.",,,
804,MANUEL |(¿Qué he de responderle?). |Un criado espero.,"MANUEL |(Que dois-je répondre ?). |Un serviteur, j'espère.","['Licidas (derriere.)', 'On nous cherche . Qui peut avoir dé joinct ces ais ?']",Licidas (derrière.)|On nous cherche. Qui peut avoir dé joint ces ai?,,,
805,"LUISCuando| | yo te he visto esconder, ¿quieres | que mientan mis ojos?|","LUISQuand| | Je t'ai vu te cacher, tu veux | laisser mes yeux mentir ?|","['Isabelle', 'Moy le puis je sçavoir ?']",Isabelle|Moi le puis je savoir?,,,
806,"MANUEL |Sí,| | que ellos engaños padecen | más que|otro sentido.","MANUEL |Oui,| | qu'ils subissent des tromperies | plus qu'un autre sens.","['Carrille', 'Moy le puis je sçavoir ? Je voy de la lumiere.']",Carrille|Moi le puis je savoir? Je vois de la lumière.,,,
807,"LUIS |Y|cuando |los ojos mientan, ¿pretendes|que también mienta el oído?|","LUIS |Et|quand |les yeux mentent, vous attendez-vous|à ce que l'oreille mente aussi ?|","['Licidas (derriere.)', ""Infame sors d'icy.""]",Licidas (derrière.)|Infâme sors d'ici.,,,
808,MANUEL | También.|,MANUEL | Aussi.|,[],,,,
809,LUIS |Todos|al fin mienten,,"['LUIS', 'Tout le monde', 'ment enfin']",LUIS|Tout le monde|ment enfin,,,
810,"MANUEL |Tente,| |porque aun antes que lo digas,|que lo imagines y pienses,|te habré quitado la vida;|y, ya arrestada la suerte,|primero soy yo; perdonen|de amistad honrosas leyes.|Y, pues ya es fuerza reñir,|riñamos como se debe.|Parte entre los dos la luz,|que nos alumbre igualmente;|cierra después esa puerta|por donde entraste imprudente,|mientras que yo cierro estotra;|y agora en el suelo se eche|la llave, para que salga|el que con la vida quede.|","MANUEL |Tente,| |car avant même que tu le dises,|imagine-le et réfléchis-y,|je t'aurai ôté la vie;|et, une fois la chance arrêtée,|d'abord c'est moi; pardonne|de l'amitié les lois honorables.|Et, puisqu'il faut maintenant quereller,|disputons-nous comme il se doit.|Partagez la lumière entre les deux,|qu'elle nous éclaire également ;|puis fermez cette porte|par laquelle vous je suis entré imprudemment,|pendant que je ferme celui-ci;|et maintenant la clé est posée à terre, pour que celui qui reste en vie puisse sortir.|",[],,,,
811,"LUIS |Yo cerraré la alacena|por aquí con un bufete,|por que no puedan abrirla|por allá cuando lo intenten.| |(Topa con COSME.)","LUIS |Je fermerai le placard|ici avec un buffet,|afin qu'ils ne puissent pas l'ouvrir|là-bas quand ils essaieront.| |(Rentre dans COSME.)",[],,,,
812,COSME |(Descubriose la tramoya).,COSME |(L'astuce a été découverte).,[],,,,
813,LUIS | ¿Quién está aquí?|,LUIS | Qui est ici ?|,[],,,,
814,MANUEL |(¡Dura suerte |es la mía!).,MANUEL |(Pas de chance |c'est à moi !).,[],,,,
815,COSME |No|está nadie.,COSME |Il n’y a personne.,[],,,,
816,"LUIS |Dime, don Manuel, ¿es este|el criado que esperabas?|","LUIS |Dis-moi, Don Manuel, est-ce|le domestique que tu attendais ?|",[],,,,
817,"MANUEL |Ya no es tiempo de hablar este.|Yo sé que tengo razón.|Creed de mí lo que quisiereis,|que con la espada en la mano|sólo ha de vivir quien vence.|","MANUEL |Ce n'est plus le moment de parler.|Je sais que j'ai raison.|Croyez en moi ce que vous voulez,|qu'avec l'épée à la main|seul celui qui gagne vivra.|",[],,,,
818,"LUIS |Ea, pues, reñid los dos.¿Qué esperáis?","LUIS |Allez, alors, vous vous battez tous les deux, qu'est-ce que vous attendez ?",[],,,,
819,"MANUEL |Mucho|me ofendes, |si eso presumes de mí;|pensando estoy qué ha de hacerse|del criado, porque echarle|es enviar quien lo cuente,|y tenerle aquí, ventaja,|pues es cierto ha de ponerse|a mi lado.","MANUEL | Vous m’offensez beaucoup, | si vous présumez cela de moi ; de mon côté.",[],,,,
820,"COSME |No|haré tal, | si es ese el inconveniente.","COSME |Je ne le ferai pas|je ne le ferai pas, | Si c'est ça le problème.",[],,,,
821,"LUIS |Puerta tiene aquesa alcoba|y, como en ella se cierre,|quedaremos más iguales.|","LUIS |La porte de cette chambre|et, comme elle est fermée,|nous serons plus égaux.|",[],,,,
822,MANUEL | Dices bien. Entra a esconderte.,MANUEL | Vous dites bien. Entrez et cachez-vous.,[],,,,
823,"COSME |Para que yo riña, haced|diligencias tan urgentes,|que para que yo no riña|cuidado escusado es ese.|(Vase.)","COSME |Pour que je me dispute, je fasse des diligences si urgentes,|que pour que je ne me dispute pas|le souci soit une excuse.|(Sortie.)",[],,,,
824,MANUELYa estamos solos los dos.,MANUELLEMENT Nous sommes seuls tous les deux maintenant.,[],,,,
825,LUIS | Pues nuestro duelo comience. |(Riñen.),LUIS | Et bien notre duel commence. |(Ils rient.),[],,,,
826,MANUEL |¡No vi más templado pulso! | |(Desguarnécese|la espada.)|,MANUEL | Je n’ai pas vu de pouls plus chaud ! | |(Dégagez|l'épée.)|,[],,,,
827,LUIS |¡No vi pujanza más fuerte!|Sin armas estoy,,"['LUIS', ""Je n'ai pas vu de force plus forte !"", 'Je suis sans armes']",LUIS|Je n'ai pas vu de force plus forte!|Je suis sans armes,,,
828,"MANUEL |No es defecto de valor;|de la fortuna accidente|sí; busca otra espada, pues.|","MANUEL |Ce n'est pas un défaut de valeur;|de fortune un accident|oui; cherche une autre épée, alors.|",[],,,,
