,montchretien-hector,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,Cost,Operation Type
1098,"('#hecube', ""Quand il y va de tout c'est bien raison de craindre.  Si le sort rigoureux venait Hector éteindre,  Il nous faudrait mourir ou de glaive ou d'ennui ;  Car comme il vit par nous, nous respirons par lui. "")","('#hector', ""Nos peuples nous ont délégués tous deux ici pour la conjurer.  Notre seule réunion signifie que rien n'est perdu..."")",1.03,Substitution
1099,"('#priam', ""Heureuse et glorieuse à bon droit l'on t'estime  Pour avoir enfanté cet Héros magnanime, Dont le nom immortel en mille lieux porté.  Sera par les mortels d'âge en âge chanté. "")","('#ulysse', ""Vous êtes jeune, Hector !...  À la veille de toute guerre, il est courant que deux chefs des peuples en conflit se rencontrent seuls dans quelque innocent village, sur la terrasse au bord d'un lac, dans l'angle d'un jardin.  Et ils conviennent que la guerre est le pire fléau du monde, et tous deux, à suivre du regard ces reflets et ces rides sur les eaux, à recevoir sur l'épaule ces pétales de magnolias, ils sont pacifiques, modestes, loyaux.  Et ils s'étudient.  Ils se regardent.  Et, tiédis par le soleil, attendris par un vin clairet, ils ne trouvent dans le visage d'en face aucun trait qui ne justifie la haine, aucun trait qui n'appelle l'amour humain, et rien d'incompatible non plus dans leur langage, dans leur façon de se gratter le nez ou de boire.  Et ils sont vraiment combles de paix, de désirs de paix.  Ils se quittent en se serrant les mains, en se sentant des frères.  Et ils se retournent de leur calèche pour se sourire...  Et le lendemain pourtant éclate la guerre...  Ainsi nous sommes tous deux maintenant...  Nos peuples autour de l'entretien se taisent et s'écartent, mais ce n'est pas qu'ils attendent de nous une victoire sur l'inéluctable.  C'est seulement qu'ils nous ont donné pleins pouvoirs, qu'ils nous ont isolés, pour que nous goûtions mieux, au-dessus de la catastrophe, notre fraternité d'ennemis.  Goûtons-la.  C'est un plat de riches.  Savourons-la...  Mais c'est tout.  Le privilège des grands, c'est de voir les catastrophes d'une terrasse."")",0.91,Substitution
1100,,"('#hector', ""C'est une conversation d'ennemis que nous avons là ?"")",1.0,Deletion
1101,"('#hecube', ""» Ton heur passe le mien ; car un chacun révère  » Le père par le fils, et le fils par le père.  » On ne pense jamais qu'un homme généreux  » Soit engendré de sang imbécile et poureux. "")","('#ulysse', ""C'est un duo avant l'orchestre.  C'est le duo des récitants avant la guerre.  Parce que nous avons été créés sensés, justes et courtois, nous nous parlons, une heure avant la guerre, comme nous nous parlerons longtemps après, en anciens combattants.  Nous nous réconcilions avant la lutte même, c'est toujours cela.  Peut-être d'ailleurs avons-nous tort.  Si l'un de nous doit un jour tuer l'autre et arracher pour reconnaître sa victime la visière de son casque, il vaudrait peut-être mieux qu'il ne lui donnât pas un visage de frère...  Mais l'univers le sait, nous allons nous battre."")",1.03,Substitution
1102,,"('#hector', ""L'univers peut se tromper.  C'est à cela qu'on reconnaît l'erreur, elle est universelle."")",1.0,Deletion
1103,"('#priam', ""Pour le salut commun le destin nous l'envoie,  L'honneur en vient sur nous et rejaillit sur Troie :  Car non les seuls parents ont part à son bonheur,  Mais toute la patrie en acquiert de l'honneur. "")","('#ulysse', ""Espérons-le.  Mais quand le destin, depuis des années, a surélevé deux peuples, quand il leur a ouvert le même avenir d'invention et d'omnipotence, quand il a fait de chacun, comme nous l'étions tout à l'heure sur la bascule, un poids précieux et différent pour peser le plaisir, la conscience et jusqu'à la nature, quand par leurs architectes, leurs poètes, leurs teinturiers, il leur a donné à chacun un royaume opposé de volumes, de sons et de nuances, quand il leur a fait inventer le toit en charpente troyen et la voûte thébaine, le rouge phrygien et l'indigo grec, l'univers sait bien qu'il n'entend pas préparer ainsi aux hommes deux chemins de couleur et d'épanouissement, mais se ménager son festival, le déchaînement de cette brutalité et de cette folie humaines qui seules rassurent les dieux.  C'est de la petite politique, j'en conviens.  Mais nous sommes chefs d'État, nous pouvons bien entre nous deux le dire : c'est couramment celle du Destin."")",0.59,Substitution
1104,"('#hecube', ""Que ferait-elle aussi sans ce grand Capitaine,  Qui pour son seul repos supporte tant de peine ?  Et nous-mêmes, Priam, que ferions-nous encore  Sans le fidèle appui de l'invincible Hector ? "")","('#hector', ""Et c'est Troie et c'est la Grèce qu'il a choisies cette fois ?"")",1.52,Substitution
1105,,"('#ulysse', ""Ce matin j'en doutais encore.  J'ai posé le pied sur votre estacade, et j'en suis sûr."")",1.0,Deletion
1106,,"('#hector', 'Vous vous êtes senti sur un sol ennemi ?')",1.0,Deletion
1107,"('#priam', ""Je répute ma Troie heureuse entre les villes  Non pour son abondance en illustres familles,  Non pour ses murs bâtis des propres mains des Dieux,  Non pour ses hautes tours qui voisinent les Cieux,  Non pour ses grands trésors, non pour sa large terre ;  Mais pour loger chez soi ce grand homme de guerre,  Qui lui sera toujours comme un heureux flambeau,  Quand toute elle devrait n'être plus qu'un tombeau. "")","('#ulysse', 'Pourquoi toujours revenir à ce mot ennemi ?  Faut-il vous le redire ?  Ce ne sont pas les ennemis naturels qui se battent.  Il est des peuples que tout désigne pour une guerre, leur peau, leur langue et leur odeur, ils se jalousent, ils se haïssent, ils ne peuvent pas se sentir...  Ceux-là ne se battent jamais.  Ceux qui se battent, ce sont ceux que le sort a lustrés et préparés pour une même guerre : ce sont les adversaires.')",0.96,Substitution
1108,,"('#hector', 'Et nous sommes prêts pour la guerre grecque ?')",1.0,Deletion
1109,"('#hecube', ""» C'est un plaisir extrême aux bonnes gens de Pères  » Que leurs fils vigoureux au travail des affaires,  » Marchent d'un train constant sur les pas du devoir.  » Quand d'âge et de faiblesse ils n'ont plus ce pouvoir.  Et je crois que la gloire acquise en tant d'alarmes,  Par ton fils non pareil au maniement des armes,  Chatouille autant ton coeur que l'honneur glorieux  Que t'apportait jadis ton bras victorieux. "")","('#ulysse', ""À un point incroyable.  Comme la nature munit les insectes dont elle prévoit la lutte, de faiblesses et d'armes qui se correspondent, à distance, sans que nous nous connaissions, sans que nous nous en doutions, nous nous sommes élevés tous deux au niveau de notre guerre.  Tout correspond de nos armes et de nos habitudes comme des roues à pignon.  Et le regard de vos femmes, et le teint de vos filles sont les seuls qui ne suscitent en nous ni la brutalité, ni le désir, mais cette angoisse du coeur et de la joie qui est l'horizon de la guerre.  Frontons et leurs soutaches d'ombre et de feu, hennissements des chevaux, peplums disparaissent à l'angle d'une colonnade, le sort a tout passé chez vous à cette couleur orange qui m'impose pour la première fois le relief de l'avenir.  Il n'y a rien à faire.  Vous êtes dans la lumière de la guerre grecque."")",0.39,Substitution
1110,,"('#hector', ""Et c'est ce que pensent aussi les autres Grecs ?"")",1.0,Deletion
1111,,"('#ulysse', ""Ce qu'ils pensent n'est pas plus rassurant.  Les autres Grecs pensent que Troie est riche, ses entrepôts magnifiques, sa banlieue fertile.  Ils pensent qu'ils sont à l'étroit sur du roc.  L'or de vos temples, celui de vos blés et de votre colza, ont fait à chacun de nos navires, de nos promontoires, un signe qu'il n'oublie pas.  Il n'est pas très prudent d'avoir des dieux et des légumes trop dorés."")",1.0,Deletion
1112,"('#priam', ""Non, jamais tel plaisir n'entra dans mon courage  D'avoir en camp ouvert gagné maint avantage,  Quoique j'aie autrefois sur d'assez bons Guerriers  Conquis à coup d'estoc grand nombre de Lauriers,  Que quand mon cher Hector après quelque victoire  Rentre dedans ces murs plein d'honneur et de gloire,  Quasi comme en triomphe, attrainant après soi  Cent gensdarmes captifs encor pâles d'effroi. "")","('#hector', ""Voilà enfin une parole franche...  La Grèce en nous s'est choisi une proie.  Pourquoi alors une déclaration de guerre ?  Il était plus simple de profiter de mon absence pour bondir sur Troie.  Vous l'auriez eue sans coup férir."")",0.72,Substitution
1113,"('#hecube', ""Moi qui ne sentis onc quelle douce allégresse  Épanouit les sens d'une âme vainqueresse,  Je n'en saurais coucher pour la comparaison :  Mais quand je l'aperçois regagner sa maison  Trempé d'une sueur mêlée à la poussière,  Je sens plus de plaisir qu'à la pompe nocière,  De ma plus chère fille, à qui le sort heureux  Accouplerait un Prince aimable et valeureux. "")","('#ulysse', ""Il est une espèce de consentement à la guerre que donne seulement l'atmosphère, l'acoustique et l'humeur du monde.  Il serait dément d'entreprendre une guerre sans l'avoir.  Nous ne l'avions pas."")",0.98,Substitution
1114,,"('#hector', ""Vous l'avez maintenant !"")",1.0,Deletion
1115,,"('#ulysse', ""Je crois que nous l'avons."")",1.0,Deletion
1116,"('#priam', ""Quelquefois un malheur peut être profitable.  Si la main du destin, destin inévitable,  Tant d'accidents fâcheux sur nos chefs ne roulait,  Nous n'aurions pas connu ce qu'Hector nous valait. "")","('#hector', ""Qui vous l'a donnée contre nous ?  Troie est réputée pour son humanité, sa justice, ses arts !"")",1.12,Substitution
1117,"('#hecube', ""» Le Pilote on néglige en temps bonace et calme,  » Et le Guerrier en paix n'acquiert aucune palme.  » Au contraire on connaît la force et le bonheur,  » En un pénible champ croît la moisson d'honneur. "")","('#ulysse', ""Ce n'est pas par des crimes qu'un peuple se met en situation fausse avec son destin, mais par des fautes.  Son armée est forte, sa caisse abondante, ses poètes en plein fonctionnement.  Mais un jour, on ne sait pourquoi, du fait que ses citoyens coupent méchamment les arbres, que son prince enlève vilainement une femme, que ses enfants adoptent une mauvaise turbulence, il est perdu.  Les nations, comme les hommes, meurent d'imperceptibles impolitesses.  C'est à leur façon d'éternuer ou d'éculer leurs talons que se reconnaissent les peuples condamnés...  Vous avez sans doute mal enlevé Hélène..."")",0.67,Substitution
1118,"('#priam', ""» La vie est voirement plus belle et glorieuse  » Que plusieurs accidents rendent laborieuse :  » Car le flambeau de gloire à l'air étant porté  » Ne s'allume jamais s'il n'est fort agité. "")","('#hector', ""Vous voyez la proportion entre le rapt d'une femme et la guerre où l'un de nos peuples périra ?"")",1.73,Substitution
1119,"('#hecube', ""» Une vie exercée ès tempêtes humaines  » Sous l'orage fatal de cent diverses peines  » Laisse à parler de soi beaucoup plus largement  » Qu'une autre toute libre et franche de tourment.  » Mais je tiens quant à moi qu'il est plus souhaitable  » D'avoir une carrière en tous endroits équable,  » Que marcher un chemin difficile et tortu,  » Tel que l'on nous a feint le sentier de vertu :  » Car l'homme est possesseur d'une grâce divine,  » Qui prend sans se piquer la rose sur l'épine. "")","('#ulysse', ""Nous parlons d'Hélène.  Vous vous êtes trompés sur Hélène.  Pâris et vous.  Depuis quinze ans je la connais, je l'observe.  Il n'y a aucun doute.  Elle est une des rares créatures que le destin met en circulation sur la terre pour son usage personnel.  Elles n'ont l'air de rien.  Elles sont parfois une bourgade, presque un village, une petite reine, presque une petite fille, mais si vous les touchez, prenez garde !  C'est là la difficulté de la vie, de distinguer, entre les êtres et les objets, celui qui est l'otage du destin.  Vous ne l'avez pas distingué.  Vous pouviez toucher impunément à nos grands amiraux, à nos rois.  Pâris pouvait se laisser aller sans danger dans les lits de Sparte ou de Thèbes, à vingt généreuses étreintes.  Il a choisi le cerveau le plus étroit, le coeur le plus rigide, le sexe le plus étroit...  Vous êtes perdus."")",0.57,Substitution
1120,,"('#hector', 'Nous vous rendons Hélène.')",1.0,Deletion
1121,"('#priam', ""» La mer serait sujette à la corruption,  » Si elle dormait toujours sans nulle émotion :  » Ainsi l'âme languit de paresse infectée,  » Si par soin et travail elle n'est agitée. "")",,1.0,Insertion
1122,"('#hecube', ""» Comme un peu d'exercice est propre à la santé,  » Et le corps par le trop se sent violenté :  » Un peu de mal profite à notre expérience,  » Mais le trop en souffrir force la patience. "")","('#ulysse', ""L'insulte au destin ne comporte pas la restitution."")",1.55,Substitution
1123,"('#priam', ""» Si le coeur des mortels n'était comme endurci  » À la trempe des maux qu'ils endurent ici,  » Il serait pénétrable aux violentes pointes,  » Que notre opinion au malheur a conjointes.  L'exemple n'est point loin, empruntons-le de nous.  Du contraire destin l'implacable courroux  Nous poursuit tellement depuis plusieurs années,  Qu'on n'espère plus voir nos peines terminées.  D'un beau nombre de fils, mes getons glorieux,  Qui semblaient en croissant devoir monter aux cieux La plus grande part atteints de la Grégeoise foudre  Sont bronchés à mes yeux sur la Troyenne poudre.  Mes gendres qu'aux combats ma querelle guida  Ont soupiré leur âme au pied du mont Ida. Les Princes alliés qui me vinrent défendre,  Tous presque ont pour tombeau les vagues de Scamandre  Et de ces braves Chefs, de ces vaillants soldats  Qui fourmillaient naguère au sein de nos remparts,  Ceux nous restent sans plus que l'aveugle fortune  Séquestre par faveur de la perte commune,  Et possible que l'urne où roule le destin  Réserve au soir ceux-là qu'elle épargne au matin.  » De toutes vanités la plus vaine c'est l'homme !  » Sa gloire est un fantôme et sa vie un court somme ! "")","('#hector', ""Pourquoi discuter alors !  Sous vos paroles, je vois enfin la vérité.  Avouez-le.  Vous voulez nos richesses !  Vous avez fait enlever Hélène pour avoir à la guerre un prétexte honorable !  J'en rougis pour la Grèce.  Elle en sera éternellement responsable et honteuse."")",1.08,Substitution
1124,,"('#ulysse', ""Responsable et honteuse ?  Croyez-vous ?  Les deux mots ne s'accordent guère.  Si nous nous savions vraiment responsables de la guerre, il suffirait à notre génération actuelle de nier et de mentir pour assurer la bonne foi et la bonne conscience de toutes nos générations futures.  Nous mentirons.  Nous nous sacrifierons."")",1.0,Deletion
1125,,"('#hector', ""Eh bien, le sort en est jeté, Ulysse !  Va pour la guerre !  À mesure que j'ai plus de haine pour elle, il me vient d'ailleurs un désir plus incoercible de tuer...  Partez, puisque vous me refusez votre aide..."")",1.0,Deletion
1126,"('#hecube', ""Ô bel oeil flamboyant du vagabond Soleil,  Vis-tu jamais de sort à celui-ci pareil ? Mais Priam, ne repeins en ma triste mémoire  De nos longues douleurs la pitoyable histoire ;  Laisse-moi savourer quelque trait de repos,  Puisqu'aux Grecs mon Hector a fait montrer le dos.  Assez avons-nous eu par tant d'autres alarmes  Sujet de soupirer et d'épandre des larmes ;  Et puisque celle-ci nous montre quelques fleurs  D'espoir et de plaisir, ne les noyons de pleurs.  » Plus de maux que de biens le Ciel à l'homme envoie :  » Ne retranchons jamais de notre courte joie,  » Pour aux longues douleurs follement ajouter :  » Car ce serait soi-même à crédit tourmenter. "")","('#ulysse', ""Comprenez-moi, Hector !...  Mon aide vous est acquise.  Ne m'en veuillez pas d'interpréter le sort.  J'ai voulu seulement lire dans ces grandes lignes que sont, sur l'univers, les voies des caravanes, les chemins des navires, le tracé des grues volantes et des races.  Donnez-moi votre main.  Elle aussi a ses lignes.  Mais ne cherchons pas si leur leçon est la même.  Admettons que les trois petites rides au fond de la main d'Hector disent le contraire de ce qu'assurent les fleuves, les vols et les sillages.  Je suis curieux de nature, et je n'ai pas peur.  Je veux bien aller contre le sort.  J'accepte Hélène.  Je la rendrai à Ménélas.  Je possède beaucoup plus d'éloquence qu'il n'en faut pour faire croire un mari à la vertu de sa femme.  J'amènerai même Hélène à y croire elle-même.  Et je pars à l'instant, pour éviter toute surprise.  Une fois au navire, peut-être risquons-nous de déjouer la guerre."")",0.59,Substitution
