,mareschala-genereuse-allemande,mareschala-genereuse-allemande-2,Cost,Operation Type
488,"('#le-turc', ""Et moi je n'en veux autre. "")","('#camille', ""Et moi, je ne la suis jamais de cette épée.  Ici elles se battent : Camille, après quelque légère résistance lui porte un dernier coup d'épée, qu'Aristandre rompt en l'empêchant de porter. "")",1.48,Substitution
489,"('#aristandre', 'Doncques, puisque tous deux vous êtes résolus,  Allons, tournons le front.  Vachles et les siens paraissent.')","('#aristandre', 'Holà ; Je vous le romps : Mon Coeur, que fais-tu ?  Ce coup eût à jamais offensé ta vertu ;  Quel désespoir, Madame, ainsi vous précipite ?  Puis levant le casque à Cloriande. ')",0.96,Substitution
490,,"('#cloriande', ""Ô Mort ! En te cherchant faut-il que je t'évite ? "")",1.0,Deletion
491,"('#vachles', ""Vous ne nous fuirez plus,  Je te tiens ; et ce coup te dira, s'il te touche,  Qui je suis, par ma main bien mieux que par ma bouche. "")","('#camille', ""Madame, vous toucher ? Dans ce coupable sein  Plutôt je tournerais et mon fer, et ma main ;  Vivez, de notre sexe et l'honneur et la gloire. "")",0.54,Substitution
492,"('#aristandre', ""Toutes deux me font voir que tu n'es en effet  Qu'un traître que je tue.  Ici ils se battent."")","('#cloriande', ""Dis doncque pour servir de lustre à ta victoire ;  Vivre plus qu'on ne peut c'est mourir doublement,  Tuez-moi… "")",0.91,Substitution
493,,"('#aristandre', ""C'est en vain. "")",1.0,Deletion
494,"('#vachles', 'Ah ! Je meurs. ')","('#cloriande', 'Je mourrai. ')",0.0,Match
495,,"('#aristandre', ""Nullement.  Conduis-la, Félismon, et que l'on m'en réponde.  Félismon l'emmène."")",1.0,Deletion
496,"('#aristandre', ""C'en est fait ;  Ce coup plus qu'à demi me donne la victoire ;  Courage, à ces flambeaux, Gylas, il est à croire,  Lorsqu'à peine en la nuit leurs coups se connaîtront,  Que de leur propre fer eux-mêmes se battront. "")","('#adraste', 'Ainsi dans un moment vont les choses du monde ;  La Ville est sous ma main, déjà tout est réduit. ')",1.1,Substitution
497,"('#le-soldat', 'Ah ! Dieu ! ')",,1.0,Insertion
498,"('#aristandre', 'Meurs, va tenir compagnie à ton Maître ;  Gylas, vois-tu tomber ces deux ? À moi, le Traître,  Il engage mon Turc ; ah ! Le voilà percé. ')","('#aristandre', ""Voici de vos travaux le misérable fruit ;  Embrassons-nous, mon Frère, et tu m'es plus encore,  Tu m'es un autre Dieu, permets que je t'adore. "")",0.78,Substitution
499,"('#le-turc', ""Non, Monsieur, ce n'est rien, je ne suis que blessé ;  Il ne se vantera jamais de ma blessure.  Il le presse, et l'autre s'enfuit."")","('#adraste', ""Monsieur, si vous m'aimez, ne parlons point ainsi. "")",0.7,Substitution
500,,"('#camille', ""Viens doncque, cher Ami, que je t'embrasse aussi ;  Je te dois tout mon bien, entière je m'engage. "")",1.0,Deletion
501,"('#gylas', 'Encore celui-ci mous paiera cette injure. ')","('#adraste', ""Mes armes n'ont rien fait que sous votre courage :  Mon Frère, après le Ciel, par elle vous vivez,  Elle vous a conquis deux fois, vous lui devez  (Hors de vos passions) et l'honneur, et la vie ;  Vivez heureux Amants, sans trouble et sans envie,  Jouissez du repos qu'on trouve dans le port.  Mais premier il nous faut par un plus doux effort  Calmer l'orage, et rendre en faveur de Camille  Cette Ville à son Prince, et son Prince à la Ville ;  L'ordre partout remis, sans soupçon sans terreur  Nous irons de ce coup avertir l'Empereur ;  Un Soleil sortira plus beau de ces Ténèbres,  Coryléon a fait vos noces plus célèbres :  Allons rendre d'un coup deux Astres à la Cour. "")",1.6,Substitution
502,"('#aristandre', ""Achevons : où sont-ils ? La canaille s'enfuit,  Le champ nous reste seul, je n'entends autre bruit,  Que celui qu'en mourant ces âmes malheureuses  Font encore à sortir de leurs prisons affreuses ;  Retirons-nous d'un lieu si sanglant et mortel,  Et laissons à Pluton sa nuit, et cet Autel.  Le reste s'étant mis en fuite."")","('#aristandre', ""Ne précipitons rien, j'espère que ce jour  Doit encore servir à quelque autre merveille ;  Sur un nouveau dessein mon esprit se réveille :  Entrons ; quelques moments vous le feront savoir. "")",0.26,Substitution
503,,"('#camille', ""Que tout change, après vous je n'ai plus rien à voir. "")",1.0,Deletion
504,"('#camille', ""Qu'ai-je vu ? Qu'ai-je appris ? Ma flamme curieuse  En m'obligeant me nuit, et m'est injurieuse ;  Je l'ai vu, ce Parjure, au mépris de sa foi  Caresser et tromper une autre devant moi ;  Il est vrai que l'ingrat ne m'a point reconnue,  Je suis en cet habit mieux que dans une nue ;  Et l'Amour qui m'ôta d'entre les bras des miens,  Pour chercher un trompeur chez les Silésiens,  Lui qui sait mon dessein, lui qui me fait paraître,  À peine en cet état m'aurait-il pu connaître ;  À mon abord ici, j'ai su du même jour  L'amour de mon Trompeur, son départ, son retour ;  J'ai sous l'habit d'un homme appris que cet infâme  N'a que l'esprit léger, et le coeur d'une femme :  Étrange changement de son sexe et du mien !  Mon courage triomphe en la perte du sien,  Nous nous trompons tous deux d'une contraire flamme,  Ma feinte est en l'habit, et la sienne est en l'âme ;  Oui, méchant, trompe-moi ; mais épargne deux Soeurs. Qu'attend votre courroux Célestes défenseurs ?  Ne punissez-vous plus ces détestables crimes ?  Enfers, n'avez-vous plus de gouffres ni d'abîmes ?  Armez-vous, pour punir cette infidélité,  Cieux, Enfers, Hommes, Dieux. Quoi ? Mon coeur agité  Se relâche, et fait tort à mon courage extrême ;  Non non, pour me venger, je ne veux que moi-même,  Ces mains, ces propres mains. Mais où suis-je ? Et quel bruit ?  Quelle nouvelle horreur se mêle dans la nuit ?  Quelques coureurs de Ville ici font leur ravage ;  Tirons-nous à l'écart, laissons passer l'orage.  Elle se couvre de la tapisserie."")","('#coryleon', ""Astres injurieux ! Qui ne savez que nuire,  Qui ne faites nos jours qu'afin de les détruire,  Qui ne m'avez été de tout temps qu'ennemis,  Voyez l'état dernier enfin où je suis mis ;  Surpris, emprisonné dedans ma propre Ville,  Qui n'est plus au Vainqueur qu'une masse servile,  Esclave d'un captif qui force ma Maison,  Même au milieu des miens je me trouve en prison ;  Cette place me nuit, qui devait me défendre,  Et je perds mon refuge où je devais le prendre ;  Où même l'attendait un supplice dernier  Le criminel triomphe, et m'y tient prisonnier :  Ô Dieux ! Injustes Dieux ! Après un tel outrage  Qui vous adorerait n'aurait point de courage,  Humble vous invoquer, après m'avoir jeté  Dans ce gouffre honteux, ô quelle lâcheté !  Nous surcharger de maux, et faibles que nous sommes,  Qu'est-ce que réveiller l'impiété des hommes ?  Souffrez, Tyrans, souffrez nos sensibles clameurs,  Permettez-moi les cris pour le moins quand je meurs,  Que notre violence à la vôtre s'attache,  Que la douleur excuse un propos qu'elle arrache ;  Ce que nous endurons, oyez-le seulement.  La fureur où je suis m'emporte tellement,  Que sans égard de lieu, de temps, ni de personne…  En effet l'on m'écoute, un peu de bruit résonne.  Il se fait du bruit dans une autre chambre à côté, où est enfermée Cloriande."")",0.0,Match
505,"('#citoyen-i', 'Main basse, tuons tout ; ce courage obstiné  Ne peut plus éviter son trépas destiné ; ')","('#cloriande', ""Que je vive contrainte en cette extrémité ?  Ne le crois pas, Amour, mon sort est limité ;  Quoique la Parque fuie un coeur qui la réclame,  Ce bras dedans mon sang doit éteindre ma flamme ;  Méchante que je suis, autre main ne peut pas  Ni d'un plus juste effort m'envoyer au trépas :  Aristandre échappé, qu'est-il besoin de feindre :  Je n'espère plus rien, et n'ai plus rien à craindre :  Sus, ma rage, achevons ma vie et ma douleur ;  De mon sein la trop vive et coupable chaleur  Pour ce coup seulement doit paraître innocente,  Animant mon courroux d'une force puissante ;  Comme un feu m'a blessée, un feu me guérira. "")",0.17,Substitution
506,"('#citoyen-ii', ""Le Prince a commandé, vif, ou mort, qu'on le prenne. "")","('#coryleon', ""Ô Cieux ! Mais écoutons où sa fureur ira ;  C'est ma Soeur, je l'entends, son désespoir explique  Sur un sujet caché la douleur qui la pique. "")",1.67,Substitution
507,"('#aristandre', ""Furieux, insolents, que la discorde entraîne,  Assassins, que la rage arme, anime, et séduit,  De votre sang honteux rougira cette nuit ;  Je veux que le Soleil au sortir de sa couche,  Effrayé du spectacle, et tombe et se recouche,  Comme en une autre Mer noyé dans votre sang :  De peur déjà la Lune en a perdu son rang ;  Voyez-vous que troublés tous les Astres se cachent,  Que mes justes fureurs jusques aux Cieux s'attachent ? "")","('#cloriande', ""Que tu me fais mourir, ô Mort, en t'attendant !  Ce supplice à mon crime enfin va répondant ;  C'est trop peu d'une mort, à moi, qui l'ai donnée  Mille fois à ma Soeur, qu'on laisse abandonnée,  Et qui se plaint peut-être au fond d'une prison  Bien moins de ses tourments, que de ma trahison ;  Innocente Princesse, hélas ! Je t'ai perdue,  Un soupçon fut ton crime, une Soeur t'a vendue,  Ma seule confidence et ta facilité  Accordèrent ta perte à ma subtilité,  Ma flamme se couvrit de l'ombre de la tienne. "")",0.0,Match
508,"('#gylas', 'Monsieur, retirez-vous. ')",,1.0,Insertion
509,"('#aristandre', 'Va tenir là dedans !  À moi, traîtres, à moi. ')","('#coryleon', ""Las ! Je n'ai plus de force en moi qui me soutienne ;  Malheureux, qu'ai-je fait ? Vertueuse Beauté,  Tu punis un Tyran dedans sa cruauté. "")",1.35,Substitution
510,"('#gylas', ""Montrons doncque les dents  À ce Peuple, qui n'a de coeur qu'en sa manie ;  Vous laisser au milieu d'une troupe infinie ?  M'enfermer au logis, et vous voir au combat ?  Non, je sais mieux mourir. "")","('#cloriande', ""Et sans que l'Innocente eût de vices en elle,  Ma jalouse fureur la rendit criminelle :  Ainsi fais-je le mal, elle en a le tourment ;  Et coupable je vis sans autre châtiment ?  Non, mourons, ma raison me condamne et me juge,  La mort est mon supplice, et sera mon refuge ;  C'est par là que je veux, Amour, te surmonter ;  Mais en ce cas, avant que de rien attenter,  De crainte que ma mort demeure infructueuse,  Je te veux décharger, Princesse vertueuse ;  Entends ce qu'un bon sens me fait dire, et reçois  Ce criminel aveu, ma Soeur, où que je sois  Et toi, que je rendis ministre de ma rage,  Que tardes-tu, mon Frère, à punir cet outrage ?  N'est-il pas temps d'ouvrir les yeux à ton malheur ?  Ma trahison n'a plus ni force ni couleur ;  Voilà ton Palais pris, et ta Ville forcée,  Ton pouvoir mis à bas, ta Grandeur renversée ;  À mon occasion tout cela s'est commis ;  N'en cherche point la cause, ou d'autres ennemis,  C'est moi qui t'ai perdu, qui perdis Roseline,  Qui mis dans ta Maison le discorde maline,  Qui chassai de vos coeurs la paix, leur Élément,  Qui volai son honneur, et ton contentement :  Viens donc pour me punir, avant que je le fasse ;  Mon repentir est grand, ma faute le surpasse ;  Je ne me puis souffrir, et ne vis, mon Germain,  Qu'en attendant la mort et le coup de ta main ;  Prends ce qu'il faut de sang pour une double injure. "")",0.18,Substitution
511,"('#camille', ""Ce généreux débat  Me demande pour tiers, il est temps que je sorte,  Je sens que malgré moi mon courage m'emporte ;  Voilà ceux que je cherche, allons les secourir.  Mais arrête, où vas-tu ? Non, laisse-le mourir  Cet infidèle Amant qui n'a l'esprit qu'au change ;  Sans y mettre la main, vois comme l'on te venge.  Que dis-je. On ne le peut, sans me désobliger ;  Ô Dieux ! Le puis-je voir dans leurs fers s'engager ?  Vous, trop cruelles mains, à mes voeux complaisantes,  Ne me vengez pas tant, et soyez moins pesantes ;  De sa légèreté faites-le repentir,  Mais ne le blessez point, je n'y puis consentir :  Frappez un peu plus doux, à chaque coup je tremble ;  Cruels ! C'est déjà trop, vous offensez ensemble  Et les lois de l'honneur, et mes propres désirs.  Qu'attends-je malheureuse ? Où mets-je mes plaisirs ?  En la mort d'un Trompeur : cessez de l'entreprendre,  On ne le peut tuer, sans toucher Aristandre ;  Aristandre en péril ? Ô Cieux ! Et je le vois ?  Assassins, arrêtez, vous en avez à moi ;  Un Dieu par moi s'oppose à votre violence ;  Voici qui te fera devoir à ma vaillance,  Ingrat, ce que tu dois à mon affection.  Elle se jette l'épée à la main entre Aristandre et le Peuple."")","('#coryleon', ""Criminelle, qui fait horreur à la Nature,  Ton sang est trop indigne, et ne suffirais pas  Pour expier ta faute et la mienne en ce cas ;  Ô Prince infortuné ! Ta perte en cet outrage  N'est que le moindre coup d'un si cruel orage ? "")",0.0,Match
512,,"('#cloriande', ""C'est ton Ombre, mon Frère, il est vrai, je l'entends. "")",1.0,Deletion
513,,"('#coryleon', ""C'est ton bourreau plutôt, qui te poursuit… "")",1.0,Deletion
514,"('#citoyen-i', ""Ce Cavalier nous met en nouvelle action ;  Si faut-il le presser, et d'une force entière  Donner joug, ou la mort à cette Troupe altière. "")","('#cloriande', ""Attends ;  Si le meurtrier effort a donné sur ta vie,  Ta mort sera bientôt de la mienne suivie ;  Oui, j'irai te chercher, et requérir merci  Jusques parmi les morts, au Royaume noirci ;  Donne-moi le loisir d'inventer un supplice. "")",0.44,Substitution
515,"('#aristandre', ""Qui vit en un Mortel jamais tant de valeur ?  Que je chéris ma perte, et bénis mon malheur,  Puisque le Ciel m'envoie un Ange à ma défense.  Serait-ce point Amour ? Oui, cette mâle enfance,  Sa force, et sa beauté nous le montrent assez. "")","('#coryleon', 'En est-il qui ne soit moindre que ta malice ?  Quel foudre assez mortel pourrais-tu ressentir ? ')",0.52,Substitution
516,,"('#cloriande', 'Celui de ta colère et de mon repentir ? ')",1.0,Deletion
517,"('#camille', ""Ah ! Traîtres, respectez celle que vous forcez,  Ma valeur cède au nombre. Et toi, tu vas l'apprendre,  Trompeur, ingrat, perfide, et parjure Aristandre,  Que ce n'est pas Amour qui te sauve aujourd'hui,  Mais que je voudrais être aveugle comme lui,  Pour n'avoir à témoins d'une faute si noire  Ces yeux, que tu nommais les Dieux de ta mémoire.  Elle les arrête tous saisis d'étonnement. Elle dit ceci en ôtant sa casaque, et son chapeau, et faisant tomber sa cotte, qui la fait reconnaître pour fille à ce peuple, qui la respecte étonné de sa valeur et de cet accident. "")","('#coryleon', ""Ton repentir ? Méchante ; il ne vient que de crainte,  À toute extrémité malheureuse et contrainte ;  Ce propos généreux, comme ingrat et tardif,  Ne te sauvera pas, si l'on me laisse vif :  Je n'admire jamais de vertus dans le crime ;  Le mal tire ce bien, mais trop tard, et j'estime  Qu'une vertu qui vient d'une noire action  Adoucit le péché, non la punition. "")",0.11,Substitution
518,"('#aristandre', ""Quel charme est celui-ci qui me ravit les sens ?  Ô Dieux ! Voilà sa voix, j'en connais les accents ;  Cette façon superbe, et toutefois gentille,  Ce front, et ces attraits plus forts que d'une fille,  Nous font connaître ici d'un jugement commun  Et la gloire et l'honneur de deux sexes en un :  Il est vrai, c'est Camille ; ou, pour croire à ma flamme,  C'est plutôt Mars armé sous le front d'une Dame ;  Sus, tous, les armes bas ; cette divinité… "")","('#cloriande', ""Las ! Je confesse l'un, et je n'attends que l'autre ;  Cette libre action du moins est toute nôtre :  Mon Frère, n'ôtez rien à mon juste remords,  Qui me vend cette gloire au prix de mille morts ;  On peut vivre coupable, et mourir vertueuse. "")",0.3,Substitution
