,barante-arlequin-misanthrope,mongin-promenades-de-paris,Cost,Operation Type
666,"('#arlequin', ""Cependant, il n'en est pas moins inexorable sur les épices ; de sorte que le pauvre diable de plaideur paye des deux côtés."")","('#arlequin', ""Oh, puisqu'il n'y a pas moyen de vous parler de Colombine, venons donc au fait.  Je vous dirai que le concert que veut donner Calmar, m'en a fait inventer un, où nous déconcerterons un peu ce rival.  Venez apprendre votre rôle.  Mais voici Octave et Scaramouche."")",1.13,Substitution
667,"('#colombine', ""J'entends."")","('#octave', ""Que vois-je ?  Quoi, c'est vous mon cher Léandre ?"")",1.81,Substitution
668,"('#arlequin', ""Vous voyez bien, que si les femmes rendaient la justice en leur nom, on en serait quitte pour ce qu'on leur donne."")",,1.0,Insertion
669,"('#colombine', 'Il y même en cela un autre avantage.  Car, une belle Magistrale qui trouvera quelque plaideur de bonne dégaine, lui fera gratis des Épices.')",,1.0,Insertion
670,"('#arlequin', 'Justement, comme il arrive tous les jours à nos vieux Magistrats avec de jeunes Solliciteuses.')",,1.0,Insertion
671,"('#colombine', ""Ma foi, je crois qu'il fera beau voir un Sénat féminin ; toutes ces femmes auront bonne grâce en robe, et en bonnet !  Cela fera bien leste !"")",,1.0,Insertion
672,"('#arlequin', ""Hé je les défie d'être plus poupines et plus musquées que quelques-uns de nos jeunes sénateurs de Paris."")","('#leandre', 'Oui, vous voyez, mon cher Octave, un homme encore tout poudreux, et hâlé du soleil de Flandre !')",1.24,Substitution
673,"('#colombine', ""Je vous avoue que ce dessein m'enchante, et que je brûle de le voir exécuté."")",,1.0,Insertion
674,"('#arlequin', 'Pourquoi ?')","('#arlequin', 'Quoi ?  Te voilà donc dépoétisé, Scaramouche ?')",1.58,Substitution
675,"('#colombine', 'Je me figure avec plaisir, une trentaine de femmes aux opinions.  Le bruyant Tribunal !  Il faut convenir que toutes vos Lois sont admirables !')",,1.0,Insertion
676,"('#arlequin', 'Vous savez bien que tous les ans je marierai trente filles aux dépens du Public.')",,1.0,Insertion
677,"('#scaramouche', 'Belle réparation !')","('#scaramouche', ""Oui, j'ai suivi tes conseils, je me suis rapatrié avec la fortune; j'ai repris la livrée."")",1.23,Substitution
678,"('#colombine', ""Et qui fera grand plaisir à quantité de jeunes personnes qui n'ont pas assez de bien."")",,1.0,Insertion
679,"('#arlequin', ""Comment donc jeunes ?  Marier de jeunes filles ?  Je n'emploie pas si mal mon argent ?  Les jeunes et jolies personnes se marient assez gratis.  Je destine ce fonds pour ces vieilles filles de dur débit, qui ont resté trente ans dans une arrière-boutique, dont on ne se charge qu'à bonnes enseignes, et qui demeureraient éternellement à la porte de l'Hymen, si l'argent ne leur servait de véhicule."")","('#octave', 'Quel sujet donc vous fait venir en poste de Flandre à Paris, et qui vous fait quitter le Champ de Mars pour les Tuileries ?')",1.53,Substitution
680,"('#jaquet', ""Monsieur, je venons vous prier de nous donner un petit brin d'avis, en payant, s'entend, comme de raison."")",,1.0,Insertion
681,"('#macine', ""Oui, Monsieur, je voulons faire les choses de bonne grâce, et s'y n'y a pas assez des quinze sols, j'irons jusqu'à la pièce neuve."")","('#leandre', ""Un Dieu qui fait quitter les armes pour la quenouille, le Ciel pour la Terre ; l'amour, en un mot, cher Octave, l'amour."")",1.58,Substitution
682,"('#arlequin', ""Ces gens-là me prennent pour un Avocat ou un Médecin.  Allez mes enfants, je ne vends pas mes paroles ; mais de quoi s'agit-il ?"")",,1.0,Insertion
683,"('#jaquet', 'De boutre la paix dans notre ménage.')",,1.0,Insertion
684,"('#arlequin', 'Vous êtes donc mariés ?')","('#scaramouche', 'Es tu amoureux aussi toi, Arlequin ?')",1.34,Substitution
685,"('#macine', ""Pas encore ; mais je pourrons l'être sans miracle avant jour failli."")","('#arlequin', ""Si je suis amoureux ?  Belle demande !  Et ne sais-tu pas, animal, que l'amour est le faible de tous les grands hommes ?"")",1.6,Substitution
686,"('#arlequin', ""Vous n'êtes pas encore mariés, et il vous faut un tiers pour terminer vos différents ?  Ah, ah !  Hé, comment ferez-vous donc si vous l'êtes une fois ?"")","('#octave', ""Peut-on savoir quelle est la belle qui vous met ici au rang des plumets d'été, Léandre ?"")",1.79,Substitution
687,"('#macine', ""C'est que Jaquet est un entêté, un vilain."")","('#scaramouche', 'Et pourrait-on vous demander quelle est la soubrette qui vous met au rang des des grands hommes, Arlequin ?')",1.84,Substitution
688,"('#jaquet', ""C'est que Macine est une éventée ; et une glorieuse.  Elle me donne cent dix livres en mariage, et elle veut que de cet argent-là je lui donne un habit."")","('#leandre', ""Ah !  Je vais en un seul mot vous peindre la plus aimable de toutes les femmes, Octave ; c'est Élise, Élise qui est seule capable d'enlever mon coeur à la gloire."")",0.67,Substitution
689,"('#arlequin', ""Mettre sa dot en habits et en bijoux de noces, c'est à présent le grand usage."")",,1.0,Insertion
690,"('#colombine', ""Heureux le mari quand cela n'excède pas !"")",,1.0,Insertion
691,"('#macine', ""Ce n'est-il pas juste, Monsieur ?  Il dit lui qu'il en veut acheter deux arpents de terre."")",,1.0,Insertion
692,"('#jaquet', ""Oui, qui me rapporteront un bon revenu, au lieu d'un habit, ça n'est que de l'argent mort."")","('#arlequin', ""Scaramouche, c'est Colombine, qui seule peut enlever mon coeur à la cuisine."")",1.82,Substitution
693,"('#macine', ""De l'argent mort dea !  J'ai pourtant ouï dire à une Madame de Paris, qu'une Procureuse de ses amies avait un habit de velours vert cramoisi, dont elle retirait cinq cent bonnes livres de rente, bon an mal an."")","('#octave', 'Élise votre maîtresse, Léandre ?')",1.7,Substitution
694,"('#arlequin', ""Et j'ai connu, moi, une femme qui faisait valoir de simples grisettes à un denier plus haut."")",,1.0,Insertion
695,"('#macine', ""Oh, je sais un peu vivre.  Va Jaquet, Compte qu'une jolie femme un peu ajustée vaut toujours son prix, et rapporte son revenu."")","('#scaramouche', 'Colombine ta maîtresse, Arlequin ?')",1.11,Substitution
696,"('#colombine', 'Je trouve que Macine a raison, il faut toujours suivre la grande route, et faire comme les autres.')",,1.0,Insertion
697,"('#jaquet', 'Quoi ; tout notre bien en un guenillon ?')",,1.0,Insertion
698,"('#arlequin', 'Oui ; que comme les autres femmes, elle se mette sa dot sur le corps ; dût-elle à leur exemple mettre dans quinze jours ses habits en gage.')","('#leandre', ""OuI, Élise ma maîtresse ; et c'est sur ce que l'on m'a mandé qu'elle était celle d'un nommé Calmar, que je suis venu savoir de ses nouvelles. Mais grâces au Ciel, c'est une fausse alarme, et Élise n'est point infidèle."")",1.39,Substitution
699,"('#jaquet', ""Puisque vous le trouvez bon, qu'alle fricasse comme alle l'entendra, j'aurai le plaisir de voir ma femme brave.  Adieu, Monsieur, et grand merci."")","('#arlequin', 'Queusi queumi, Scaramouche.')",1.48,Substitution
700,"('#macine', 'Bonsoir, Monsieur.')",,1.0,Insertion
701,"('#arlequin', 'Bonsoir.')",,1.0,Insertion
702,"('#macine', ""Mettrai-je de l'or sur cet habit, Monsieur ?"")","('#octave', ""Mais avez-vous des preuves de la confiance et de l'amour d'Élise, Léandre ?"")",1.33,Substitution
703,"('#arlequin', 'Oui, des diamants même, si vous en trouvez à crédit.')","('#scaramouche', 'Et toi, es-tu bien sûr des bonnes grâces de Colombine, Arlequin ?')",1.84,Substitution
704,"('#macine', 'Pour les Cornettes, je les prendrai de papier ?  Ça ne dure guères, mais ça reluit beaucoup.  Votre servante. Ils sortent.')","('#leandre', ""Les rigueurs dont Élise paie les douceurs de Calmar, me font des preuves de sa constance, et je veux, comme ami, vous en montrer de son amour.  Tenez, Octave, reconnaissez-vous là Élise ? Il lui montre le portrait d'Élise qu'il a au bras."")",0.97,Substitution
705,,"('#arlequin', ""Attends, Scaramouche, tiens, reconnais tu là Colombine ? Il ôte son justaucorps, et fait voir à Scaramouche le portrait de Colombine qu'il a sur son dos."")",1.0,Deletion
706,"('#arlequin', ""Voilà qui prouve bien que la vanité est de partout.  Mais, Madame, parlons d'autre chose, je vous aime, je vous l'ai déjà dit.  Je vous offre ici un établissement : faites mon bonheur, je tâcherai de faire le vôtre."")","('#octave', ""Oh, Ciel !  C'en est trop, je suis le misérable.  Serviteur, Léandre. Il s'en va."")",1.02,Substitution
707,,"('#scaramouche', ""Ah, Ciel !  Je fuis le malheureux.  Serviteur, Arlequin.  Il s'en va."")",1.0,Deletion
708,"('#colombine', ""Je vous ai déjà répondu que mon coeur ne se donnait pas deux fois.  J'aime Octave."")","('#leandre', ""Comment donc ?  Qu'est-ce que cela signifie ?  Arrête, Octave.  Un mot ?  Octave ?  Découvrons d'où vient un adieu si brusque. Il le suit."")",1.03,Substitution
709,"('#arlequin', 'Qui ?  Ce prince-là...')",,1.0,Insertion
710,"('#colombine', ""N'insultez point...  Mais le voici avec un homme que je ne connais pas."")","('#arlequin', 'Courons après, Monsieur.  Holà hé, Scaramouche, Scaramouche ?  Il y a ici quelque anguille sous roche.  Scaramouche ? Ils sortent.')",1.54,Substitution
711,"('#le-docteur', 'Monsieur, Monsieur, voilà par le plus grand bonheur du monde, ce fils dont je vous ai parlé tantôt.')",,1.0,Insertion
712,"('#arlequin', 'Qui était dans un poste si éclatant ?  Vous aviez raison, il brille trois fois la semaine parmi des lustres et des chandelles.')",,1.0,Insertion
713,"('#octave', ""Oui, Monsieur, je suis Comédien.  Mais votre Philosophie n'est pas fort éloignée de la mienne ; et ma profession comme la vôtre, est de corriger les hommes en les rendant ridicules."")","('#colombine', ""Oui, Mademoiselle, vous avez aujourd'hui deux hommes à désabuser ; l'un de l'opinion où il est que vous pouvez l'aimer, et de celle où est l'autre que vous ne l'aimez plus."")",0.81,Substitution
714,"('#arlequin', ""C'est bien fait.  Mais Docteur, savez-vous que voilà une personne qui aspire à être votre bru ?"")",,1.0,Insertion
715,"('#le-docteur', ""On m'a tout conté, et je la prie de recevoir mon fils pour son mari."")",,1.0,Insertion
716,"('#colombine', ""Consentez à notre mariage, et souffrez que nous nous établissions ici avec vous.  J'ai eu toute ma vie un furieux penchant pour la Comédie : la belle occasion de le satisfaire !  Nous composerons une troupe admirable."")","('#elise', ""Pour Léandre, mon coeur se justifiera assez par la joie dont il sera saisi à sa vue.  Mais la pièce que l'on veut jouer à Calmar me fait de la peine.  Je voudrais le congédier de meilleure grâce, et il faut l'épargner, ne fut-ce que pour l'amour de sa robe."")",0.25,Substitution
717,"('#arlequin', ""Que toute charge s'abolisse, Dans ma ville nouvelle une seule me plaît, Et je ne veux pour tout office, Qu'un bon prêteur sans intérêt. Qu'avec mépris on regarde les biens ; Qu'un coffre-fort, une grosse marmite, Ne fasse point tout le mérite ; De mes nouveaux concitoyens. Je consens à tout, à condition que dans vos pièces, vous ne louerez jamais personne, et que vous ne ferez pas quartier à la moindre impertinence.  Outre cela, vous observerez, s'il vous plaît, les Lois que je prescris à mes Citoyens.  Je les ai mises par écrit, écoutez. Il lit. I II"")","('#colombine', ""Et ne songeons qu'à l'épée, Mademoiselle.  Il ne faut rien épargner pour tirer Léandre d'erreur, et vous ne pouvez le désabuser que par un prompt et bon mariage.  Qu'attendez-vous ?  Ne laissez pas retourner votre amant à l'Armée, sans l'attacher avant des liens du contrat.  Et prenez ce guerrier enfin pendant qu'il est encore tout entier.  Mais chut, voici Monsieur_Calmar."")",0.48,Substitution
718,"('#colombine', 'Adieu les Abbés bien nourris !')",,1.0,Insertion
719,"('#arlequin', ""Qu'un fat ne règle point son estime grossière, Sur le dehors pompeux des Carrosses brillants. Et quiconque a monté derrière, Qu'il soit exclu d'entrer dedans. Je ne veux point de fainéants. Il lit.  III "")",,1.0,Insertion
720,"('#colombine', ""Si cette loi s'observait à Paris, les deux tiers des Carrosses resteraient sous la remise."")",,1.0,Insertion
721,"('#arlequin', 'Je bannis ces Docteurs qui de mots assassins Ont pour toute science, une longue tirade, Et veux comme à Chaudray que tous mes Médecins, Sachant et ne rien prendre, et guérir un malade. IV ')",,1.0,Insertion
722,"('#colombine', 'Oh, pour celui-là, il est directement contre les Statuts de la Faculté.')",,1.0,Insertion
723,"('#arlequin', ""Qu'en intrigue à vingt ans toute fille soit neuve, Fût-ce un tendron aux coulisses nourri : Mais je défends à riche et vieille veuve, D'épouser un jeune mari. Sortez de mes États, brelandières coquettes, Qui rassembliez joueurs et galants confondus, Et chez qui tous les jours Lansquenets et Bassettes ; Sont les jeux les moins défendus. V  VI "")","('#calmar', ""Hé bien, ma belle Demoiselle, à présent que la nuit approche à vos beaux yeux ne peuvent plus s'occuper aux Tuileries, il est temps de divertir vos oreilles.  Allons, il faut commencer notre concert."")",0.92,Substitution
724,"('#colombine', 'Vous achèverez une autre fois le reste.  Voyons à présent la noce de Jaquet et de Macine. Le théâtre représente un fort beau boccage. On voit plusieurs Bergers assis auprès de leurs Bergères qui jouent de différents instruments. ')","('#colombine', ""L'heure et le lieu sont tout à fait favorables à la Musique."")",1.07,Substitution
725,"('#un-berger #une-bergere', 'Mia luce, moi core, Mia vita, mia spene, Quando fià che trionfi il nostre amore Su queste spiaggie amene ? Quatre Paysans dansent une entrée.')","('#calmar', ""Ah !  Qu'il serait heureux, ma pauvre Colombine, s'ils l'étaient aussi un peu à mon amour.  Mais, holà, Musiciens, commencez."")",1.18,Substitution
726,"('#une-bergere', ""Nous ne brillons jamais d'un éclat emprunté. Notre beauté Doit toute sa parure À la seule nature ; Notre teint n'est point frelaté, Nous n'y mettons point de peinture ; Et quand le hâle l'a gâté, C'est avec de l'eau toute pure, Que revient sa vivacité. Un savetier danse tout seul."")","('#mezzetin', ""Je viens d'une saison brûlante  Dissiper les vives chaleurs,  Et par de Bachiques liqueurs,  Enivrer s'il se peut Élise et sa suivante,  C'est ainsi qu'on touche les coeurs. Le beau sexe en vaincu par sa propre mâchoire,  Quand l'Amour court à jeun, et seul, à la victoire,  Il est bien facile à dompter.  Une belle aisément tient bon contre nos charmes,  Mais si jadis Tarquin eut emprunté ces armes,  Lucrèce n'eut fait que chanter.  Il boit. La suite de Bacchus danse."")",0.46,Substitution
727,"('#octave', ""Le seul amour est inutile, Parmi les Amants de la Ville Il faut par des présents exprimer son ardeur. Pour attendrir une inhumaine ; Il faut avec de l'or que l'on forme la chaîne, Dont on veut arrêter son coeur. Mais, Monsieur le Philosophe, ne voulez-vous pas aussi vous réjouir ?  Allons chantons et dansons en rond. Un Paysan et une Paysanne dansant."")","('#calmar', ""Où font donc mes autres Musiciens ?  Holà, Messieurs les Musiciens, qu'on vienne donc achever cette scène de l'Opéra. Léandre et Arlequin entrent."")",0.78,Substitution
728,"('#arlequin', 'Je le veux bien.  À la charge que chacun chantera son couplet, et y mettra une comparaison.')","('#leandre', ""Ô vous, qui jouissez de la saison nouvelle,  Amoureux Rossignol, plaintive Tourterelle,  Chantez, petits oiseaux, vantez-vous, vantez-vous  D'être plus heureux que nous.  Vos femelles  Sont fidèles ;  Et pour voler au Combat  Vous ne laissez point vos belles  À des gens de Rabat.  On entend ensuite un bruit de guerre et de trompettes."")",1.16,Substitution
