,barante-arlequin-misanthrope,biancolelli-ecole-galante,Cost,Operation Type
669,"('#macine', ""Oui, Monsieur, je voulons faire les choses de bonne grâce, et s'y n'y a pas assez des quinze sols, j'irons jusqu'à la pièce neuve."")","('#pierrot', ""Fille ne se perd pas comme un couteau de poche, Qu'avez-vous ?"")",1.9,Substitution
670,,"('#arlequin', ""J'ai perdu ce que j'aime le mieux, Argentine. "")",1.0,Deletion
671,"('#arlequin', ""Ces gens-là me prennent pour un Avocat ou un Médecin.  Allez mes enfants, je ne vends pas mes paroles ; mais de quoi s'agit-il ?"")",,1.0,Insertion
672,"('#jaquet', 'De boutre la paix dans notre ménage.')",,1.0,Insertion
673,"('#arlequin', 'Vous êtes donc mariés ?')","('#pierrot', 'Ma foi vous êtes fous tous deux.')",0.61,Substitution
674,"('#macine', ""Pas encore ; mais je pourrons l'être sans miracle avant jour failli."")",,1.0,Insertion
675,"('#arlequin', ""Vous n'êtes pas encore mariés, et il vous faut un tiers pour terminer vos différents ?  Ah, ah !  Hé, comment ferez-vous donc si vous l'êtes une fois ?"")",,1.0,Insertion
676,"('#macine', ""C'est que Jaquet est un entêté, un vilain."")",,1.0,Insertion
677,"('#jaquet', ""C'est que Macine est une éventée ; et une glorieuse.  Elle me donne cent dix livres en mariage, et elle veut que de cet argent-là je lui donne un habit."")",,1.0,Insertion
678,"('#arlequin', ""Mettre sa dot en habits et en bijoux de noces, c'est à présent le grand usage."")","('#arlequin', 'Argentine est partie avec Monsieur Léandre.')",1.46,Substitution
679,"('#colombine', ""Heureux le mari quand cela n'excède pas !"")",,1.0,Insertion
680,"('#macine', ""Ce n'est-il pas juste, Monsieur ?  Il dit lui qu'il en veut acheter deux arpents de terre."")","('#pierrot', ""Peut-être elle viendra, vous n'avez qu'à l'attendre, Lorsque de cette belle il se sera servi, S'il veut me la donner je serai son Mari Ces restes-là sont bons, je suis peu difficile."")",0.93,Substitution
681,"('#jaquet', ""Oui, qui me rapporteront un bon revenu, au lieu d'un habit, ça n'est que de l'argent mort."")",,1.0,Insertion
682,"('#macine', ""De l'argent mort dea !  J'ai pourtant ouï dire à une Madame de Paris, qu'une Procureuse de ses amies avait un habit de velours vert cramoisi, dont elle retirait cinq cent bonnes livres de rente, bon an mal an."")","('#le-docteur', 'Mon soin pour la garder était donc inutile ? Je crève dans ma peau, je me sens étouffer.')",1.55,Substitution
683,"('#arlequin', ""Et j'ai connu, moi, une femme qui faisait valoir de simples grisettes à un denier plus haut."")",,1.0,Insertion
684,"('#macine', ""Oh, je sais un peu vivre.  Va Jaquet, Compte qu'une jolie femme un peu ajustée vaut toujours son prix, et rapporte son revenu."")","('#pierrot', 'La fille est comme un arbre il la faut bien greffer, Quelque bon jardinier aura pris cette peine.')",1.01,Substitution
685,,"('#arlequin', ""La fille est, je l'avoue, une méchante graine."")",1.0,Deletion
686,"('#colombine', 'Je trouve que Macine a raison, il faut toujours suivre la grande route, et faire comme les autres.')",,1.0,Insertion
687,"('#jaquet', 'Quoi ; tout notre bien en un guenillon ?')","('#pierrot', 'Nous en voyons souvent sortir de bons pépins.')",1.49,Substitution
688,"('#arlequin', 'Oui ; que comme les autres femmes, elle se mette sa dot sur le corps ; dût-elle à leur exemple mettre dans quinze jours ses habits en gage.')","('#le-docteur', 'Ma foi les plus Argus sont de vrais Quinze-vingts, On fait de vains efforts pour bien garder les filles.')",1.17,Substitution
689,,"('#pierrot', 'Ce sont des limaçons qui quittent leurs coquilles.')",1.0,Deletion
690,,"('#le-docteur', 'Masques, vous pourriez bien ailleurs porter vos pas.')",1.0,Deletion
691,,"('#pierrot', 'Peut-être leurs chansons ne vous déplairont pas.')",1.0,Deletion
692,,"('#la-chanteuse', ""En vain pour garder une belle Un jaloux veille nuit et jour, Quoi qu'il fasse la sentinelle, Rien n'est impossible à l'amour. Pour se soustraire à l'esclavage, Une jeune beauté va souvent autre part, Et l'oiseau que l'on tient en cage S'envole tôt ou tard.  Les Masques dansent."")",1.0,Deletion
693,"('#jaquet', ""Puisque vous le trouvez bon, qu'alle fricasse comme alle l'entendra, j'aurai le plaisir de voir ma femme brave.  Adieu, Monsieur, et grand merci."")","('#arlequin', ""Qui peut nous interrompre, au Diable la Musique ; Messieurs je n'aime point du tout le ton lyrique, De grâce laissez-nous ; passez vôtre chemin, Cela ne convient point quand on a du chagrin ; Ne voyez-vous pas bien que nous parlons d'affaire."")",0.79,Substitution
694,"('#macine', 'Bonsoir, Monsieur.')","('#pierrot', 'Messieurs, démasquez-vous.')",1.27,Substitution
695,"('#arlequin', 'Bonsoir.')",,1.0,Insertion
696,"('#macine', ""Mettrai-je de l'or sur cet habit, Monsieur ?"")",,1.0,Insertion
697,"('#arlequin', 'Oui, des diamants même, si vous en trouvez à crédit.')",,1.0,Insertion
698,"('#macine', 'Pour les Cornettes, je les prendrai de papier ?  Ça ne dure guères, mais ça reluit beaucoup.  Votre servante. Ils sortent.')",,1.0,Insertion
699,"('#arlequin', ""Voilà qui prouve bien que la vanité est de partout.  Mais, Madame, parlons d'autre chose, je vous aime, je vous l'ai déjà dit.  Je vous offre ici un établissement : faites mon bonheur, je tâcherai de faire le vôtre."")","('#leandre', ""Il faut vous satisfaire. Me reconnaissez-vous, répondez s'il vous plaît ? À Arlequin."")",0.82,Substitution
700,,"('#arlequin', ""C'est Léandre."")",1.0,Deletion
701,"('#colombine', ""Je vous ai déjà répondu que mon coeur ne se donnait pas deux fois.  J'aime Octave."")","('#scaramouche', 'Je suis Cupidon le cadet.')",1.03,Substitution
702,,"('#arlequin', ""Ah ! Le bon écolier ! Voyez comme il s'applique, J'ai de la théorie, et lui de la pratique."")",1.0,Deletion
703,"('#arlequin', 'Qui ?  Ce prince-là...')","('#leandre', 'Argentine est à moi, je puis en disposer, De vôtre bon précepte on ne peut mieux user.')",1.23,Substitution
704,"('#colombine', ""N'insultez point...  Mais le voici avec un homme que je ne connais pas."")","('#argentine', 'Consolez-vous, Monsieur, cette peine est légère, Vous ne me convenez en aucune manière.')",1.37,Substitution
705,"('#le-docteur', 'Monsieur, Monsieur, voilà par le plus grand bonheur du monde, ce fils dont je vous ai parlé tantôt.')",,1.0,Insertion
706,"('#arlequin', 'Qui était dans un poste si éclatant ?  Vous aviez raison, il brille trois fois la semaine parmi des lustres et des chandelles.')",,1.0,Insertion
707,"('#octave', ""Oui, Monsieur, je suis Comédien.  Mais votre Philosophie n'est pas fort éloignée de la mienne ; et ma profession comme la vôtre, est de corriger les hommes en les rendant ridicules."")","('#octave', ""Monsieur, je suis Octave homme de qualité, J'ai pris, je le confesse, un peu de liberté, L'amour doit excuser la faute que j'ai faite, J'aimais depuis longtemps la charmante Spinette, Je prétends par l'hymen réparer son honneur."")",0.42,Substitution
708,,"('#le-docteur', 'Non, je veux me venger....')",1.0,Deletion
709,"('#arlequin', ""C'est bien fait.  Mais Docteur, savez-vous que voilà une personne qui aspire à être votre bru ?"")","('#octave', 'Ah ! Monsieur le Docteur. Ne vous emportez pas.')",1.47,Substitution
710,"('#le-docteur', ""On m'a tout conté, et je la prie de recevoir mon fils pour son mari."")","('#spinette', ""En vérité mon père, Je le ferais encor si j'avais à le faire."")",1.12,Substitution
711,"('#colombine', ""Consentez à notre mariage, et souffrez que nous nous établissions ici avec vous.  J'ai eu toute ma vie un furieux penchant pour la Comédie : la belle occasion de le satisfaire !  Nous composerons une troupe admirable."")","('#le-docteur', 'Il y faut consentir : car un enlèvement, Pourrait déshonorer ma fille entièrement, Allons, je vous pardonne, et vous comme mon gendre. À Octave.')",0.84,Substitution
712,"('#arlequin', ""Que toute charge s'abolisse, Dans ma ville nouvelle une seule me plaît, Et je ne veux pour tout office, Qu'un bon prêteur sans intérêt. Qu'avec mépris on regarde les biens ; Qu'un coffre-fort, une grosse marmite, Ne fasse point tout le mérite ; De mes nouveaux concitoyens. Je consens à tout, à condition que dans vos pièces, vous ne louerez jamais personne, et que vous ne ferez pas quartier à la moindre impertinence.  Outre cela, vous observerez, s'il vous plaît, les Lois que je prescris à mes Citoyens.  Je les ai mises par écrit, écoutez. Il lit. I II"")","('#scaramouche', ""Quant à moi je croyais que l'on m'aurait fait pendre,"")",1.64,Substitution
713,,"('#pierrot', ""Argentine mamour, tu ne m'aimes donc pas ? J'avais pour toi tantôt fait emplette d'appas."")",1.0,Deletion
714,"('#colombine', 'Adieu les Abbés bien nourris !')","('#le-docteur', ""Qu'est-ce donc Arlequin, vous gardez le silence ?"")",1.04,Substitution
715,"('#arlequin', ""Qu'un fat ne règle point son estime grossière, Sur le dehors pompeux des Carrosses brillants. Et quiconque a monté derrière, Qu'il soit exclu d'entrer dedans. Je ne veux point de fainéants. Il lit.  III "")","('#pierrot', ""C'est qu'il enrage hélas ! Bien plus que l'on ne pense."")",1.7,Substitution
716,"('#colombine', ""Si cette loi s'observait à Paris, les deux tiers des Carrosses resteraient sous la remise."")",,1.0,Insertion
717,"('#arlequin', 'Je bannis ces Docteurs qui de mots assassins Ont pour toute science, une longue tirade, Et veux comme à Chaudray que tous mes Médecins, Sachant et ne rien prendre, et guérir un malade. IV ')","('#arlequin', ""Ô Ciel, est-il possible ! Ah fuyons de ces lieux, Partons, éloignons nous de ce Monstre odieux ! De cette trahison, ton coeur était capable ? Basilic, léopard, scorpion redoutable, Le siècle est corrompu, tous les coeurs son gâtés,  Je n'y vois que larcin, fraude de tous côtés, L'artifice est chéri dans le temps où nous sommes, Je vois de toutes parts de détestables hommes, La femme est le miroir de la légèreté, Le fidèle portrait de l'infidélité, Tout me reproche ici mon indigne faiblesse, Mais pour en triompher, j'étouffe ma tendresse, Je te hais cent fois plus qu'on ne peut exprimer, Et beaucoup plus encor, que je ne sus t'aimer, Malheureux qui se fie à tes promesses vaines, Ton sexe n'est formé que pour causer des peines, Mon coeur pour tes appas fut sensible à son tour, Je quittai la Sagesse, et je suivis l'Amour, Argentine est-ce ainsi que tu me récompenses ? Mais va, je te punis bien plus que tu ne penses, Puis qu'après tout l'amour dont mon coeur fut épris, Il ne me reste plus que haine, et que mépris. Oui, je veux habiter une Caverne obscure, Adieu serpent cruel, adieu femme parjure : Ici tout me déplaît, tout y blesse mes yeux, J'y vois avec horreur des objets odieux. Me livrant tout entier à la Philosophie, Au gré de mes désirs, je finirai ma vie, Éloigné pour jamais des traîtres, des menteurs, Je ne rencontrerai, ni fourbes, ni flatteurs. Tout me paraîtra beau, tout flattera mon âme, Puisque dans ce réduit, je n'aurai point de femme. Cette intrigue à vous seul doit son commencement, Du moins, cher Arlequin, voyez le dénouement ; Vous n'êtes pas le seul trompé, sur ma parole, Lorsque le coup est fait, le chagrin est frivole, Et puis qu'à cet hymen, j'ai voulu consentir, Pour terminer la fête il faut nous divertir. À Argentine. Il veut s'en aller. Après plusieurs danses on chante les couplets suivants."")",0.77,Substitution
718,"('#colombine', 'Oh, pour celui-là, il est directement contre les Statuts de la Faculté.')",,1.0,Insertion
719,"('#arlequin', ""Qu'en intrigue à vingt ans toute fille soit neuve, Fût-ce un tendron aux coulisses nourri : Mais je défends à riche et vieille veuve, D'épouser un jeune mari. Sortez de mes États, brelandières coquettes, Qui rassembliez joueurs et galants confondus, Et chez qui tous les jours Lansquenets et Bassettes ; Sont les jeux les moins défendus. V  VI "")","('#la-chanteuse', ""Si le plaisir vous intéresse Cédez à des appas vainqueurs, Et vous livrant à la tendresse Goûtez ses flatteuses douceurs : Si l'amour est une faiblesse, C'est la faiblesse des grands coeurs."")",1.15,Substitution
720,"('#colombine', 'Vous achèverez une autre fois le reste.  Voyons à présent la noce de Jaquet et de Macine. Le théâtre représente un fort beau boccage. On voit plusieurs Bergers assis auprès de leurs Bergères qui jouent de différents instruments. ')",,1.0,Insertion
721,"('#un-berger #une-bergere', 'Mia luce, moi core, Mia vita, mia spene, Quando fià che trionfi il nostre amore Su queste spiaggie amene ? Quatre Paysans dansent une entrée.')","('#leandre', ""Un coeur au Dieu d'amour rebelle Tôt ou tard se doit enflammer : À peine ai je vu cette belle, Que je me suis laissé charmer, Et comme un écolier fidèle, J'ai bien pratiqué l'art d'aimer."")",1.06,Substitution
722,"('#une-bergere', ""Nous ne brillons jamais d'un éclat emprunté. Notre beauté Doit toute sa parure À la seule nature ; Notre teint n'est point frelaté, Nous n'y mettons point de peinture ; Et quand le hâle l'a gâté, C'est avec de l'eau toute pure, Que revient sa vivacité. Un savetier danse tout seul."")","('#argentine', ""Arlequin vous a fait connaître De l'amour le charmant sentier Et ce précepteur a fait naître Dans vôtre âme un ardent brasier, En pareil cas souvent le Maître Est moins heureux que l'écolier. "")",0.95,Substitution
723,"('#octave', ""Le seul amour est inutile, Parmi les Amants de la Ville Il faut par des présents exprimer son ardeur. Pour attendrir une inhumaine ; Il faut avec de l'or que l'on forme la chaîne, Dont on veut arrêter son coeur. Mais, Monsieur le Philosophe, ne voulez-vous pas aussi vous réjouir ?  Allons chantons et dansons en rond. Un Paysan et une Paysanne dansant."")","('#arlequin', ""Vous qui de l'amoureux Empire Ignorez les biens les plus doux, Qu'un soin curieux vous attire, Ici je vous attendrai tous, Ma pièce saura vous instruire, Venez à l'école chez nous."")",0.13,Substitution
724,"('#arlequin', 'Je le veux bien.  À la charge que chacun chantera son couplet, et y mettra une comparaison.')",,1.0,Insertion
725,"('#octave', 'Volontiers. Commencez.')",,1.0,Insertion
726,"('#arlequin', ""Comme l'hiver a des roupies, Cérès des blés, Flore des fleurs ; Ainsi Paris a des harpies, Greffiers, Sergents, et Procureurs."")",,1.0,Insertion
727,"('#octave', 'Comme on voit pencher la balance Du côté du poids le plus fort, Ainsi femme à qui plus finance, Se livre sans aucun effort.')",,1.0,Insertion
728,"('#colombine', ""Comme au Soleil cèdent la place Les nuages les plus épais ; Ainsi l'éclat du plumet chasse Les grands et les petits collets."")",,1.0,Insertion
729,"('#leandre', ""Comme on voit que la pleine Lune Par degrés monte au firmament ; Ainsi j'en sais dont la fortune A commencé par le croissant."")","('#mezzetin', ""Vainement un pédant se vante De régenter avec succès, Sa Doctrine trop fatigante Fait rarement de bons effets, Mais dans une école galante, On fait bientôt d'heureux progrès."")",1.28,Substitution
730,"('#mezzetin', 'Comme les abeilles habiles Puisent des fleurs les sucs nouveaux ; Ainsi les coquettes subtiles Sucent la bourse des nigauds.')","('#pierrot', ""On prend une peine inutile, En gardant un jeune tendron, Pour ouvrir toutes les serrures L'amour a des passes-par-tout, Quand on conserve trop la viande Tôt ou tard la mouche s'y met."")",1.17,Substitution
731,"('#scaramouche', ""Le fétu d'abord pirouette Qu'il est auprès de l'ambre chaud ; L'ambre à Paris c'est la grisette, Et le fétu c'est le courtaud."")","('#scaramouche', ""En vain on renferme une fille, Elle s'échappe bien souvent ; Et quand elle voit un bon drille Elle en fait d'abord son galant, C'est une anguille qui frétille, Un moulin qui tourne à tout vent."")",0.35,Substitution
