,biancollelli-arlequin-gentilhomme,regnard-coquette,Cost,Operation Type
630,"('#le-docteur', 'Après avoir donné des marques de valeur  Osez-vous résister. ')","('#arlequin', 'Écoutez, Margot, votre montée a peut-être raison, et il pourrait bien y avoir quelque chose à refaire à votre réputation. ')",0.98,Substitution
631,"('#arlequin', ""Ma foi c'est que j'ai peur. "")",,1.0,Insertion
632,"('#le-docteur', ""Mais vous l'avez blessé, le devoir vous engage  À faire de nouveau briller votre courage,  Ne le refusez pas. "")",,1.0,Insertion
633,"('#arlequin', ""Cet homme est trop pressé,  Je pourrais le tuer, mais où l'ai-je blessé. "")",,1.0,Insertion
634,"('#geronte', 'Au bras. ')",,1.0,Insertion
635,"('#arlequin', ""C'est justement ma botte favorite. "")",,1.0,Insertion
636,"('#octave', 'Je me défendrai bien la blessure est petite. ')","('#colombine', ""Margot peut aller partout, monsieur le Marquis ; elle est sage, et j'en réponds corps pour corps. "")",1.34,Substitution
637,"('#arlequin', ""J'ai la main dangereuse et je ne voudrais pas  Par un funeste coup causer votre trépas,  Au prochain cabaret allons boire chopine.  Oh ciel je suis perdu, j'aperçois Colombine ! "")","('#arlequin', ""La bonne caution !  Croyez-moi, les environs de Paris sont terriblement dangereux.  N'allez-vous point quelquefois au bois de Boulogne ? "")",0.63,Substitution
638,"('#colombine', 'Vous plairait-il, Monsieur, payer mes dix écus,  Le temps est expiré. ')","('#margot', ""Dieu m'en garde, monsieur !  Ma mère me l'a défendu, et m'a dit que c'était un vrai coupe-gorge pour une fille. "")",1.91,Substitution
639,"('#arlequin', ""Mon cher n'en parlons plus. "")",,1.0,Insertion
640,"('#pierrot', ""Ma femme parle à vous, Monsieur le Gentilhomme,  Il est temps ou jamais d'acquitter cette somme,  Lorsque vous aviez l'air d'un pauvre marmiton  Pierrot vous tutoyait et jouait du bâton,  Mais puisque depuis peu vous avez fait fortune. "")",,1.0,Insertion
641,"('#arlequin', ""Mon cher, votre présence en ces lieux m'importune,  Allez retirez-vous. "")","('#arlequin', ""C'est peut-être là que votre mère a été égorgée.  Ma foi, cette fille me plaît.  Ma mie, me voudrais-tu tailler une chemise et quelques caleçons ? "")",1.31,Substitution
642,"('#colombine', ""Le tour est fort pasquin,  Avez-vous oublié qu'on vous nomme Arlequin  Que je vous ai nourri dans mon hôtellerie,  Et que vous me devez ... "")","('#margot', 'Je suis votre servante, monsieur ; on ne travaille point en homme au logis. ')",1.01,Substitution
643,"('#geronte', 'Vous vous trompez ma mie. ')",,1.0,Insertion
644,"('#colombine', ""Je ne me trompe pas et je veux de l'argent.  Ou sur l'heure je vais appeler un Sergent. "")",,1.0,Insertion
645,"('#scaramouche', 'La mèche se découvre. ')",,1.0,Insertion
646,"('#mezzetin', 'Allons Monsieur Léandre,  Parbleu quand on emprunte il est juste de rendre. ')",,1.0,Insertion
647,"('#pierrot', ""Monsieur Léandre et fi, vous vous gausser de nous,  Et c'est trop honorer le Syndic des Filous,  C'est Arlequin, vous dis-je. "")",,1.0,Insertion
648,"('#arlequin', 'Ôhimé, je frissonne. ')",,1.0,Insertion
649,"('#geronte', ""Vous ne répondez rien ce silence m'étonne. "")",,1.0,Insertion
650,"('#arlequin', 'Mon valet donnez-lui quelques coups de bâton. ')",,1.0,Insertion
651,"('#scaramouche', ""Oh ! Ce n'est plus le temps Monsieur le marmiton. "")",,1.0,Insertion
652,"('#pierrot', 'Vous vous donnez des airs, çà, ma femme, au pillage,  Déshabillons ce Monsieur. ')",,1.0,Insertion
653,"('#mezzetin', ""Tu n'oserais, je gage. "")","('#arlequin', 'Hé bien, viens les faire chez moi. ')",1.37,Substitution
654,"('#pierrot', ""Je n'oserais, morgué je suis entreprenant.  Il a justement l'air d'un carême-prenant.  Pierrot et Colombine déshabillent Arlequin qui reste en chemise."")","('#colombine', ""Justement !  On garde des filles de cet âge-là pour votre commodité !  Vous n'avez qu'à vous y attendre.  Mais il me semble, Margot, que ce manteau-là monte bien haut ; on ne voit point ma gorge. "")",1.08,Substitution
655,"('#geronte', 'Je suis tout hors de moi. ')",,1.0,Insertion
656,"('#pierrot', ""Le joli personnage  C'est Monsieur Arlequin Gentilhomme sauvage. "")",,1.0,Insertion
657,"('#leandre', ""Vous avez trop longtemps été par moi trompé,  Je prétends qu'à vos yeux tout soit développé,  L'erreur était trop grande, il ne faut plus rien taire,  Je vais en peu de mots éclaircir ce mystère.  C'est moi qui suis Léandre, épris de cet objet,  Mon coeur depuis dix jours, brûle d'un feu secret ;  Cet autre est Arlequin un pauvre misérable,  . . . . . . . . . . . . . .  Qui l'avait attiré chez Monsieur le Docteur.  En montrant Isabelle."")","('#margot', ""Ce n'est peut-être pas la faute du manteau, mademoiselle. "")",1.86,Substitution
658,"('#arlequin', ""Je vous l'avais bien dit que j'étais crocheteur,  Est-ce ma faute à moi vous n'en vouliez rien croire,  Mais, Monsieur s'il vous plaît, achevez votre histoire. "")","('#colombine', ""Taisez-vous, Margot ; vous êtes une sotte : tenez, remportez votre manteau ; j'y suis faite comme je ne sais quoi."")",1.08,Substitution
659,"('#leandre', ""Près de cette beauté l'amour m'avait conduit,  Arlequin quelque temps fut caché sous un lit,  Dans cet appartement le Docteur vint se rendre,  Et comme il aurait pu près d'elle me surprendre  Je voulus me cacher. "")","('#arlequin', ""Plus je vois cette enfant-là, plus elle me plaît...  Un petit mot : j'ai besoin d'une fille de chambre ; je crois que tu serais assez mon fait.  Sais-tu raser ? "")",1.44,Substitution
660,"('#arlequin', ""Pour moi j'étais dessous  Lui derrière, d'abord le Docteur vient à nous  Il me voit, ma figure l'épouvante,  Léandre en est surpris, à lui je me présente,  Je fais de mes malheurs un fidèle récit,  Ensuite il me contraint de prendre son habit  J'ai beau lui résister et faire la grimace,  Je ne puis réussir, il jure, me menace,  Il faut lui obéir pour éviter les coups.  Vous le faites sortir moi je reste chez vous  Caché derrière un lit par malheur j'éternue,  Sous cet habit doré je m'offre à votre vue,  Vous me faites fouiller par Messieurs vos valets  Que pour bien m'étriller faisaient de grands apprêts.  Vous trouvez une lettre et me nommez Léandre,  Vous voulez malgré moi me faire votre gendre  Moi je consens à tout pour n'être point battu,  Car je m'en souciais autant que d'un fétu,  Géronte ne veut pas que j'épouse Isabelle,  Et pour femme prétends me donner cette belle.  On me met en prison, et l'on m'en fait sortir,  Au désir du vieillard je feins de consentir,  Bref jusqu'à présent j'ai passé pour Léandre,  Mais je suis Arlequin ne me faites pas pendre,  Messieurs, car après tout en serez-vous plus gras.  En montrant Léandre. Au Docteur. En montrant Léonore."")","('#margot', ""Moi, raser !  Je vois bien que vous êtes un gausseur: je mourrais de peur, si je touchais un homme seulement du bout du doigt.  Adieu, mademoiselle ; dans un quart d'heure je vous rapporterai votre manteau avec de la gorge. "")",0.91,Substitution
661,"('#geronte', 'Il le faut avouer, je ne le croyais pas,  Mais Léandre à la fin me tiendrez-vous parole ? ')",,1.0,Insertion
662,"('#leandre', 'Si vous vous en flattez votre espoir est frivole. ')",,1.0,Insertion
663,"('#le-docteur', ""Octave répondez, quel est votre dessein ?  À ma fille aujourd'hui donnerez-vous la main ? "")","('#arlequin', 'Adieu, adieu, petite nymphe du bois de Boulogne.')",1.63,Substitution
664,"('#octave', ""Un plus aimable noeud m'attache à Léonore.  Et vous n'ignorez pas Monsieur, que je l'adore  Ainsi n'en parlons plus mon feu vous est connu,  Je ne veux point d'un coeur par un autre obtenu. "")","('#arlequin', ""Elle n'est, morbleu, pas sotte, et je m'aimerais presque autant que vous.  Nous autres gens de qualité, nous aimons quelquefois à rabattre sur la grisette.  Et de notre mariage qu'en dirons-nous ? "")",0.69,Substitution
665,"('#isabelle', ""Pourquoi vouloir contraindre une flamme si belle  Déclarez-vous mon père en faveur d'Isabelle,  Je vous ai découvert mes tendres sentiments,  Hâtez-vous de répondre à mes empressements. "")","('#colombine', ""Je vous dirai, monsieur le Marquis, qu'avant que de vous épouser, je vous demande encore une grâce.  Nous sommes un certain nombre de filles qui avons fait serment de ne point prendre de mari qui n'ait été reçu auparavant dans notre académie.  Il faut vous y faire recevoir. "")",0.63,Substitution
666,"('#leonore', 'À mes justes désirs serez-vous inflexible,  Ne gênez point mes feux et montrez-vous sensible,  Mon père de vous seul dépend tout mon bonheur  Ne tyrannisez point une fidèle ardeur. ')","('#arlequin', ""Moi, dans votre académie de filles !  Vous vous moquez ; j'ai des empêchements plus que légitimes.  Et que faut-il faire pour cela ? "")",0.96,Substitution
667,"('#pierrot', ""Cela me fait pitié, car j'ai le coeur fort tendre.  Bonhomme mollissez il est temps de se rendre.  À Géronte."")","('#colombine', ""Ne vous mettez pas en peine : on vous habillera en femme ; on vous fera peut-être faire serment d'être un époux commode, de laisser faire à votre femme tout ce qu'il lui plaira, de n'être point de ces maris coquets qui vivent de rapine, et laissent leurs femmes pour aller picorer sur le commun. "")",0.86,Substitution
668,"('#le-docteur', ""Ne nous obstinons point à troubler leurs plaisirs.  Géronte unissons-les au gré de leurs désirs,  Un coeur que l'on contraint souffre de rudes peines,  L'hymen ne doit avoir que d'agréables chaînes  Imitez mon exemple et daignez en ce jour  Par un heureux lien satisfaire l'amour. "")","('#arlequin', ""Quand on a de cette besogne-là toute taillée chez soi, on n'a guère envie d'aller travailler en ville.  Allons, faisons ce qu'il vous plaira.  Voilà qui est bien drôle, qu'il faille, pour vous épouser, commencer par se déshumaniser !"")",1.0,Substitution
669,"('#geronte', ""Octave s'en est fait je vous reçois pour gendre,  Mais je veux qu'à l'instant, vous embrassiez Léandre. "")","('#mezzetin', ""Ô toi qui veux épouser Colombine,  Reçois l'honneur que sa main te destine:  Tu n'étais qu'un vilain magot,  Un ostrogot,  Un escargot ;  Tu vas être aussi beau qu'une fille  Gentille,  Ou peu s'en faut. "")",1.16,Substitution
670,"('#octave', ""À votre volonté je m'accorde aisément,  Et je veux lui jurer par cet embrassement...  Il va pour embrasser Léandre."")",,1.0,Insertion
671,"('#arlequin', ""Je vous suis redevable autant qu'on le peut être. "")",,1.0,Insertion
672,"('#scaramouche', 'On parle de Léandre il croit être mon maître,  Hors de là marmiton. ')","('#le-choeur', ""Tu n'étais qu'un vilain magot, etc."")",1.27,Substitution
673,"('#leandre', ""Je ne puis qu'admirer  Les bontés dont ici vous voulez m'honorer. "")","('#mezzetin', ""Reçois cette coiffure en malice féconde ;  Avec cet ornement,  Tu peux facilement  Insulter hardiment  Et la brune et la blonde ;  Avec cet ornement,  Tu charmeras tout le monde.  Micropoli, chariba, charistac.  Baroquina, bocardo, merlinbrac.  Ministres de mon art,  Versez tout votre fard  Sur ce nez en pied de marmite ;  Barbouillez vite ce museau,  Et nettoyez votre pinceau  Sur cette trogne hermaphrodite.  Il fait des gestes en dansant, et chante.  Deux Fourbes s'approchent d'Arlequin ; l'un tient un pot de rouge et l'autre un pot de blanc, et ils lui barbouillent les deux côtés du visage."")",0.93,Substitution
674,"('#colombine', ""Le crocheteur me doit j'ai son habit en gage,  Il vaut bien dix écus. "")","('#arlequin', 'Je peux présentement résister à la pluie ; me voilà bien peint.')",1.43,Substitution
675,"('#arlequin', 'Quoi Madame Tapage  Vous voulez le garder ? ')",,1.0,Insertion
676,"('#leandre', ""Rendez-lui cet habit,  J'aurai soin de payer. "")",,1.0,Insertion
677,"('#arlequin', ""Morbleu qu'il a d'esprit. "")","('#mezzetin', ""Ah ! Qu'il est beau!... oh, oh ! Le damoiseau  Au museau  De couleur de pruneau ;  Faisons le pied de veau :  Ah !qu'il est beau !... oh, oh !"")",1.47,Substitution
678,,"('#le-choeur', ""Ah ! Qu'il est beau !... oh, oh ! Ils s'en vont tous en chantant. "")",1.0,Deletion
679,"('#pierrot', 'Cela suffit, Monsieur, la caution est bonne. ')","('#trafiquet', ""Que veut donc dire, s'il vous plaît, cette mascarade-ci ? "")",1.48,Substitution
680,,"('#arlequin', ""Monsieur, je vous prie de me dire si je suis mâle ou femelle ; car, ma foi, je n'y connais rien. "")",1.0,Deletion
681,,"('#trafiquet', 'Vous êtes un fou, voilà ce que vous êtes.')",1.0,Deletion
682,"('#arlequin', 'Les cinquante louis, Monsieur. ')","('#pierrot', 'Ha, ha, ha !  Essuyez-vous, monsieur le bailli, vous êtes tout barbouillé. ')",1.32,Substitution
683,"('#leandre', 'Je te les donne,  Et te prends avec moi. ')","('#colombine', 'Je suis, mon père, disposée à vous obéir ; mais je ne crois pas que vous vouliez me donner pour mari un homme qui est capable de pareilles extravagances. ')",1.36,Substitution
684,"('#arlequin', ""Par ma foi tout va bien  L'emploi de crocheteur m'a procuré du bien. "")",,1.0,Insertion
685,"('#mezzetin', ""Ce diable d'Arlequin est plus heureux que sage. "")",,1.0,Insertion
686,"('#le-docteur', ""Célébrons, cher ami, ce double mariage,  Que les jeux, les plaisirs ici s'assemblent tous,  Rions, chantons, dansons et réjouissons-nous. "")","('#arlequin', ""Oh, oh !  Voilà qui est assez drôle.  Par ma foi !  S'il y en a, c'est vous qui les avez faites, et qui avez voulu que je me sois fait et marquis et ce que me voilà...  Voyez, ne me voilà-t-il pas bien désigné ? "")",1.39,Substitution
687,"('#pierrot', ""Morgué vive la joie, allons faisons la noce,  Et qu'Isabeau bientôt soit relevée en bosse."")","('#colombine', 'Moi, je vous ai fait faire ces extravagances-là ?  Ma foi, monsieur le bailli, vous rêvez. ')",1.54,Substitution
688,,"('#pierrot', ""Monsieur, quand je vous ai dit que j'étais mieux le fait de votre fille que cet homme-là, est-ce que je me trompais ?  Il faudra pourtant que vous y veniez. "")",1.0,Deletion
689,"('#geronte', ""Du divertissement que je vais apprêter,  Attendant le souper nous pouvons profiter.  Qu'on fasse entrer ici les Bergers et les Bergères "")","('#trafiquet', ""Ce que j'ai vu tantôt, et ce que je vois présentement, m'oblige de vous dire, monsieur le bailli, que vous pouvez, tout de ce pas, vous en retourner dans le Bas-Maine, manger vos chapons ; car pour ma fille, vous n'en croquerez que d'une dent. "")",0.86,Substitution
690,"('#arlequin', 'Puissent de leurs enfants ces Messieurs être pères. ')",,1.0,Insertion
691,"('#la-chanteuse', ""Tous les Bergers de nos hameaux  Sont tendres et fidèles,  Aux Bergères sous les ormeaux,  Ils jurent chaque jour des ardeurs éternelles,  Ils n'ont jamais de maîtresses nouvelles,  Et leurs feux sont toujours nouveaux.  Un jeune Berger l'autre jour,  Avec la voix accordait sa musette,  Il me vit et je sus l'enflammer à son tour,  Il ne chantait que l'amourette,  Et je lui fis chanter l'amour.  Qu'une femme soit nouvelle,  Et s'attache à plaire sans fard,  Qu'une maîtresse soit fidèle,  Cela peut-être par hasard.  Un Berger danse avec une Bergère. Deux Bergers et deux Bergères forment une danse."")","('#pierrot', ""Que d'une dent, monsieur le bailli, que d'une dent. "")",1.72,Substitution
692,"('#octave', ""Qu'un petit maître qui soupire,  Et tient une belle à l'écart,  Obtienne tout ce qu'il désire,  Cela peut-être par hasard. "")","('#arlequin', ""Allez-vous-en au diable, vous et votre fille, petit vilain grigou raccourci.  Adieu, la belle ; je ne crois pas qu'il y ait au monde un animal plus méchant que vous.  Il faut qu'un provincial ait bien le diable au corps, pour venir s'équiper d'une femme à Paris. "")",1.56,Substitution
