,schelandre-tyr-sidon-i,schelandre-tyr-sidon-ii,Cost,Operation Type
415,"('#timadon', 'Êtes-vous là, mon maître ? À la force ! Aux voleurs ! Bourgeois, accourez tous ! On assassine un prince, et le souffrirez vous ?')","('#meliane', ""Peuple qui, me perdant, perdez plus que moi-même, Et qui m'aymez tous mieux qu'aujourd'huy je ne m'ayme, J'ay cessé de m'aymer quand j'ay perdu l'amour Qui me faisoit aymer et moi-même et le jour. Apprenez, assistans, que c'est mon seul silence Qui m'a de ce trespas causé la violence. Je pouvois eviter, au sein d'un autre port Qu'en celui de Charon, la tempeste du sort ; Mais, desirant perir, quelle juste puissance Doit preceder en moi l'autheur de ma naissance ? Puis que ma fin lui plaist, l'auroy-je point à gré, Vu que je suis rebelle à son trône sacré ? Car j'ay sauvé Belcar, et suis cause qu'en suitte Ma miserable soeur à la tombe est reduite, Mais, las ! Non par mes mains. N'imputez point, amis, À mon renom futur un tel acte commis. Il faut ou qu'elle-même ait retranché sa vie, Ou peut-estre celui qui nous l'avoit ravie. Le temps, qui donne jour à toute verité, Mettra mon innocence en plus grande clarté. Ce que j'en dis suffit pour n'estre diffamée ; Mais, pour fuir la mort, je l'ay trop reclamée. Toy donc, executeur du coup de mon repos, Tâche de le passer net et bien à propos. Monstre-moi comme il faut agencer ma posture Pour donner à mon ame une prompte ouverture. Pauvre homme, pleures-tu ? Te desplaist-il à toi De suivre mon desir et le plaisir du roy ?"")",0.73,Substitution
416,"('#leonte', ""Les plus mauvais sont morts. Que le reste s'enfuie ! Mon Timadon, viens vite ! Il faut que je m'appuie !"")","('#belcar', ""Arrestez, arrestez ! Peuple, faites-moi place ! Qu'avant m'avoir ouy plus avant on ne passe."")",1.25,Substitution
417,"('#timadon', 'Que ferai-je ! Ô bons dieux !')","('#meliane', ""Quel est ce nouveau bruit ? Que voy-je là, bons dieux ? Quel prestige incroyable est offert à mes yeux ! N'est-ce pas là Belcar ? C'est lui-même, ou je rêve."")",1.13,Substitution
418,"('#leonte', 'As-tu faute de coeur ? Moi, je meurs volontiers, puisque je suis vainqueur. Entrons dans ce logis.')","('#belcar', 'Archers, ne craignez rien ; tenez, je rends mon glaive. Je ne viens pas icy pour faire quelque effort, Mais pour entre vos mains recognoistre mon tort. Ma vie est pour ma dame une rançon capable, Car du fait pretendu je suis le seul coupable ; Je merite la place où sans sujet elle est, De mourir avec elle ou pour elle estant prest.')",0.63,Substitution
419,"('#timadon', 'Nul espoir ne me reste.')",,1.0,Insertion
420,"('#leonte', 'Page, va dire au roi mon accident funeste.')","('#meliane', ""Messieurs, n'empeschez point ce prince miserable Qu'il me donne et reçoive un adieu deplorable. Quelle rage, ô Belcar ! T'a peu donc inciter, Estant hors du peril, à t'y precipiter ?"")",1.0,Substitution
421,"('#le-prevot', ""Ô désordre d'état ! Trésors mal employés, Vous changez en voleurs des soldats mal payez !"")","('#belcar', ""Mais, ma reyne, plus tost, qui vous fait condescendre D'avouer comme vostre un crime de Cassandre, Un crime des plus noirs et des plus inhumains, Qu'elle a par desespoir faict de ses propres mains ? Je l'ay sceu, je l'ay vu, lorsque, l'ayant quittée, Elle s'est de plain sault dans les vagues jettée, M'ayant auparavant par signes menacé De s'enfoncer au sein mon poignard amassé. Cependant c'est le mal qu'à tort on vous impose ; Que vous peut-on d'ailleurs imputer autre chose ? Si l'on ne vous punit que pour m'avoir sauvé Qu'on me remette aux fers : me voilà retrouvé. Je suis, et non pas vous, s'il faut une victime, À Leonte et Cassandre offrande legitime."")",1.46,Substitution
422,"('#archers', 'En voilà deux contents, bien payez de leurs gages !')","('#meliane', ""Belcar, que vous diray-je ? Avant que repartir, Faites-moi franchement de mes doutes sortir. Est-ce le mouvement d'un amour veritable (amour qui soit resté tousjours solide et stable), Aujourd'huy resolu de me donner secours, Ou de joindre à ma fin le terme de vos jours Qui vous fait, innocent, venir en confiance, Ou bien est-ce un remords de vostre conscience ? Est-ce, dis-je, un regret, un flambeau de fureur, Qui, des dieux irritez vous donnant la terreur, Vous force à satisfaire aux pieds de l'offencée, À ma bonté trahie, à vostre foi faussée ? Car, bien qu'à vous et moi l'un ny l'autre motif N'apporte qu'un remède inutile et tardif (l'arrest de mon supplice estant irrevocable Et la hayne du roy contre vous implacable), Les malheurs neantmoins communs entre nous deux M'auront une autre face, un aspect moins hideux, Si dans la trahison dont ma soeur m'a trompée Vostre fidelité n'a point esté trempée : Car nous serons contens dans les Champs-Elysez Et ne verrons jamais nos manes divisez, Au lieu que, vous sçachant meslé dans cette trame, Je vux estre aux enfers le fleau de vostre ame."")",1.07,Substitution
423,"('#le-prevot', 'Voyons, éclairez-moi... je connais ces visages, Mais ils ne diront pas où sont leurs compagnons.')",,1.0,Insertion
424,"('#archers', ""Monsieur, en voici l'un que nous vous amenons."")","('#belcar', ""Ma deesse, eh ! Comment cet injuste soupçon Vous a-t-il peu seduire en aucune façon ? Que j'eusse à vous, madame, une autre preferée, Une autre qui jamais ne vous fut comparée ? Qu'en mon amour si franc et si bien estably Auroit peu se glisser le mespris et l'oubly ? Quel tort fait à ma flamme ! Et quelle injure encore Faite à vostre beauté, qui son pouvoir ignore ! Sçachez que vos liens sont aussi forts que doux, Et que, pour desbaucher un coeur aymé de vous, Je ne sais si Venus serait même assez belle. Aussi les immortels tous en ayde j'appelle, Dieux d'en haut et d'en bas, en justice conjoints. Qu'ils soient de ma franchise et juges et tesmoins ! ô courriers de Neptune et filles de Nerée, Errantes deitez de la plaine azurée, Avec quel zèle ardent vous ay-je protesté Que j'avois le coeur net de ceste lascheté, Lors que dans ma nacelle, à route vagabonde, J'allois comme un plongeon dansant au gré de l'onde !"")",1.47,Substitution
425,"('#le-prevot', 'Ha ! Galant, je vous tiens ! Déjà je vous remarque !')","('#phulter', 'Grace ! Grace ! Ouvrez-vous ! Grace, de par le roy ! Madame, descendez.')",1.02,Substitution
426,,"('#meliane', 'Vous moquez-vous de moi ?')",1.0,Deletion
427,,"('#phulter', ""Non, non, madame, non ; le roy vous donne grace. Il meurt s'il ne vous voit et s'il ne vous embrasse ; Il est desabusé, despouillé de courroux. À bonne heure je viens pour lui, mais pour nous tous."")",1.0,Deletion
428,"('#soldat', ""Avise bien, prévôt, où ma prise t'embarque : Un soldat tel que moi n'est pas de ton gibier."")","('#meliane', ""Sa grace estoit tardive et serait encor vaine Sans Belcar, que le ciel à mon secours ameine ; Car, s'il ne m'eust tiré les espines du coeur, Ma douleur eust tourné ceste grace en rigueur. Mais puisque ce beau prince a levé tout l'ombrage Qui m'avoit contre lui troublé jusqu'à la rage, Phulter, allez devant. Dites-lui le premier Que je lui vay tantost rendre son prisonnier. Cependant n'ostez point cest appareil funeste, Car pour ma delivrance encor un point me reste. çà, que de mes deux bras je t'aille environner : Que n'ay-je un myrte en main propre à te couronner ! ô mon parfait amy ! Ma mesfiance fausse De ta fidelité le merite rehausse. Baise-moi mille fois. Ma joye, en sa grandeur, Comme un petit objet mesprise la pudeur."")",0.9,Substitution
429,"('#archers', 'Vous êtes des pigeons de notre colombier.')","('#belcar', ""Souverains directeurs de la fortune humaine, À quel comble de bien mon mal passé m'ameine ! Qu'est-ce qui peut encor manquer à mon desir ? Si je meurs aujourd'huy, je mourray de plaisir ; Ouy, je mourray content, ma dame estant sauvée, Ma constance cognue et la sienne esprouvée."")",1.82,Substitution
430,"('#soldat', 'Chien courant de bourreau, ta curée est mal prête.')","('#meliane', ""Ne parle plus de mort. Nous mourrons s'il le faut : Je te seray compagne en ce même eschafaut ; Mais je croy que mon père auroit le coeur d'un scythe Si nostre amour si rare à pitié ne l'incite."")",1.61,Substitution
431,"('#archers', 'Si crois-je avoir en toi bien employé ma quête.')","('#belcar', ""Quoy qu'il ait le coeur dur, j'espère que le mien Vaincra par patience et tout autre et le sien. Desjà l'ambassadeur, qui mon abord precède, Du meurtre et du soupçon que son ame possède Aura justifié tant mon père que moi Par l'autheur du mefait, tesmoin digne de foi."")",0.57,Substitution
432,"('#le-prevot', 'Venez çà, mon ami.')","('#l-amiral', ""Je voulois de ce pas sur le havre descendre, Mais tout court je reviens pour au conseil me rendre. Le roy, comme on m'a dit, a fait en son chemin Rencontre d'un seigneur de chez Abdolomin, Qui, bien accompagné d'hommes et de creance, Vient en temps à propos pour avoir audience, Estant sa majesté joyeuse de sçavoir Meliane encor vive et preste à le revoir : De sorte qu'à present ils sont en conference, Qui me fait d'un accord concevoir l'esperance, Par lequel nous pourrons voir encor une fois Jusqu'au large ocean Tyr estendre ses lois. Ces amans heritiers chaqu'un d'un diadème, Tous deux pleins de merite et pleins d'amour extrême, Pourroient-ils mieux choisir et mieux s'apparier Pour avec la vertu la grandeur marier ? Tu defis ton bandeau quand par toi fut tirée Une si juste flesche, ô fils de Cytherée ! Ou, comme à Tiresie, une favur des cieux Te rendoit clair-voyant l'esprit au lieu des yeux ; Ou, si c'est par hazard, à ce coup on peut dire Que celui qui moins vise est celui qui mieux tire. Je vay donc assister à ce qu'on resoudra : Mon maistre, s'il me croit, retif ne s'y rendra."")",1.56,Substitution
433,"('#soldat', ""Cherchez d'autres amis."")","('#soldats', ""Tu nous estonnes fort de si rare nouvelle ; Miracles mutuels d'une amour mutuelle ! Belcar à Meliane est donc quitte aujourd'huy ! D'elle il tenoit la vie : elle la tient de lui."")",1.22,Substitution
434,,"('#messager', ""Mais bien plus que jamais tous deux ils s'entre-doivent. Les plaisirs qu'ils se font nul acquit ne reçoivent ; En serrant des deux parts le noeud se fait estroit : Le desir d'obliger en obligeant s'accroit."")",1.0,Deletion
435,,"('#soldats', 'Sont-ils seurs que le roy, depité de ses pertes, Ne donne un mauvais comble à leurs peines souffertes ? À peine pourra-il pardonner à tous deux. Mais qui mouvoit ce prince au retour hazardeux ?')",1.0,Deletion
436,"('#le-prevot', ""Je pensai qu'à chacun ce doux nom fût permis. Dites-moi donc comment d'ordinaire on vous nomme."")","('#messager', 'Un violent amour qu\'à peine peut-on croire. Quelqu\'un de ses suivans m\'en a conté l\'histoire. Au point que, sans espoir et sans force rendu, Au fond de sa chaloupe il dormoit estendu, N\'ayant autre dessein que d\'atteindre la brune Pour aller prendre terre au pied de quelque dune, Droit à lui s\'adressa la route que tenoit Un royal galion, qui de Sidon venoit, Dans lequel un seigneur, qu\'ils appellent Balorte, Est chargé d\'ambassade et de preuve très forte Pour du fait de Leonte esclaircir nostre roy, Livrant l\'autheur du mal, tesmoin digne de foi. Belcar s\'eveille au bruit des flots et des paroles, Et s\'ecrie : au secours ! Voyant leurs banderolles. Jugez quelle alaigresse alors qu\'il fut cognu, Et comme entre ses gens il fut le bien venu ! Mais il rabattit bien de leur resjouissance Lorsque, ayant de son père entendu l\'innocence Et de l\'ambassadeur tous les secrets appris, Il fit continuer le voyage entrepris : Car ny fortes raisons, ny prières, ny larmes De ce vieil capitaine et de tous ses gendarmes À genoux devant lui, ne peurent divertir Cet amant obstiné de retourner à Tyr. "" non, non, dit-il, amis ; quand j\'ay quitté ma dame, Elle a pris en depost la moitié de mon ame. Puisqu\'à nos maux communs le remède est trouvé, La lairray-je perir, elle qui m\'a sauvé ? Or est-elle en danger, si ce n\'est qu\'en personne Je me purge d\'un fait dont elle me soupçonne (encor ay-je grand peur de n\'y venir que tard, Et qu\'elle ait avancé ses jours dès mon depart). J\'encourray pour ma belle, au peril delaissée, Le malheur de Pyrame ou l\'honneur de Persée. Sus donc ! Voguez en haste ! Allons la revancher ! Retirons, s\'il se peut, mon gage le plus cher. Je sais qu\'il vous desplaist qu\'au tyran je m\'expose ; Mais c\'est mal concevoir l\'equité de ma cause, Et c\'est se mesfier du destin tout-puissant, D\'un constant amoureux et d\'un coeur innocent. Allons, au nom des dieux. J\'espère que sa rage Ne surmontera pas ce trait de mon courage, Ou, s\'il m\'oste la vie, absent comme present, Tousjours me l\'ostoit-il, sa fille refusant : Car enfin mon amour au seul dessein peut tendre De mourir son captif ou de vivre son gendre. "" Lors il jette au pilote un regard absolu. Nul n\'y conteste plus, puisqu\'il l\'a resolu ; Si bien qu\'il est venu justement à bonne heure Pour rendre à ses amours la fortune meilleure : Car, voyant au rivage un grand peuple amassé Autour d\'un eschaffaut tout de dueil tapissé, Et d\'un pescheur passant ayant fait quelque enqueste Du subject pour lequel ceste pompe s\'appreste, En quittant son vaisseau, prest de surgir au port, Il s\'est faict amener, lui quatriesme, à bord, Où, comme je vous dis, son estrange arrivée, Apportant un delay, la princesse a sauvée. Moi, je suis accouru sur le point que Phulter Au roy s\'en est allé ces nouvelles porter.')",1.26,Substitution
437,"('#soldat', 'Quelque fat le dirait : je ne suis pas votre homme.')","('#pharnabaze', ""Non, ce n'est pas à moi qu'on fait croire des bayes : Pour telles fictions mes douleurs sont trop vrayes. Il ne peut s'en purger, même dans son senat, Qu'il ne soit comme autheur de cest assassinat, Si ce n'est par malice, au moins par negligence. C'est pourquoy je persiste au dessein de vengeance, Et, tant qu'un de mes jours un autre jour suivra, Eternelle en mon coeur la rancune en vivra. Toutesfois pour ce coup, puisque de son gré même Belcar se rend à moi par une audace extrême, Il ne sera point dit que sa temerité Vienne comme au secours de mon bras irrité. Je le vux bien avoir, mais non pas qu'il se donne : Car, grace aux immortels, j'ay la force très bonne, Et n'ay que trop de peuple, avec tant de bon droit, Pour dedans sa Sidon le reduire à l'estroit, Et là me satisfaire et du fils et du père, Selon que mon humeur se trouvera sevère. Qu'il s'en retourne donc, libre comme il estoit ; Encor le souffriray-je aujourd'huy sous mon toict. Envers une ame lasche il auroit fait folie, Mais un coeur de lyon flatte qui s'humilie."")",1.56,Substitution
438,"('#le-prevot', ""Bien, passez ; mais au moins vous direz, s'il vous plaît, D'où vient la promenade à telle heure qu'il est ?"")","('#balorte', ""Sire, accordez-lui donc que son humilité Paroisse toute entière à vostre majesté, Et souffrez qu'en personne un hommage il vous rende Pour le ressentiment d'une favur si grande ; Il ne tiendra discours qui ne vous vienne à gré. Ne lui deniez point ce front grave et sacré ; Puisque vous daignez bien sa rançon lui remettre, Que le remerciment vous daigniez lui permettre. De grace, ô Pharnabaze ! Audience à celui Qui s'est tant hasardé pour vous voir aujourd'huy."")",1.07,Substitution
439,"('#soldat', ""Qu'importe d'où je vienne ? En avez-vous affaire ?"")","('#pharnabaze', ""Mon ame estant pour lui d'amitié despourvue, Et froide et dangereuse en serait l'entrevue."")",1.3,Substitution
440,,"('#phulter', ""Quoy qu'il vueille de vous, que vous peut-il couster, S'il ne vous plaist le faire, au moins de l'escouter ? Les fonctions d'un juge et d'un roy sont pareilles : Sire, ils ont pour autruy des yeux et des oreilles, Et trop de retenue à se communiquer Semble quelque deffaut en un prince marquer. Quoy ! Le père d'un peuple et miroir d'un empire Doit-il cacher sa vue alors qu'on la desire ?"")",1.0,Deletion
