,chevalier-amours-de-calotin,palaprat-le-muet,Cost,Operation Type
961,"('#climene', ""Sachez que si j'avais une épée au côté, Vous rengaineriez bien votre témérité ; Car qui dit Calotin, dit garçon de courage."")","('#le-capitaine', 'Nous parlerons de cela tantôt, ma fille ; voila Monsieur_le_Baron qui veut vous donner pour époux son fils le Chevalier.')",1.23,Substitution
962,"('#guillot', ""S'il avait son épée, il ferait du carnage."")","('#zaïde', 'Le Chevalier ?')",1.66,Substitution
963,"('#climene', ""Oui, oui, j'en pourrais faire ; et si dans ce lieu-ci Vous voulez vous trouver, vous m'y verrez aussi. Si j'avais ce qu'il faut, sans prendre un plus long terme, Vous verriez que je sais me battre de pied ferme."")","('#frontin', 'Oui, Mademoiselle.')",1.75,Substitution
964,,"('#zaïde', 'Et le connaissez-vous.')",1.0,Deletion
965,"('#guillot', ""La peste ! Le rude homme, ah ! Qu'il est dangereux."")","('#le-capitaine', ""Non, je ne l'ai jamais vu ; mais puisque Monsieur est son père, je ne doute point qu'il ne soit brave homme."")",1.0,Substitution
966,,"('#frontin', 'Assurément, Monsieur.')",1.0,Deletion
967,"('#climene', ""Je ne suis guère grand, mais je suis vigoureux ; Étant au lieu d'honneur, je suis toujours alerte Et si Guillot y vient, il est sûr de sa perte."")","('#le-capitaine', ""Ah !  Voici ce drôle de muet qui m'a tant fait rire ; il faut qu'il soit de la noce."")",1.52,Substitution
968,,"('#frontin', 'Il en sera, Monsieur.  Hum....')",1.0,Deletion
969,,"('#marine', 'On ne peut rien faire sans lui.')",1.0,Deletion
970,"('#guillot', ""N'Ëtes-vous point le fils de Mars ou de Samson ?"")","('#le-capitaine', ""Mais qu'a-t'il fait au Baron ?  Il se met à genoux ; il pleure ; il soupire ; il lui demande pardon ; il lui montre Zaïde."")",1.44,Substitution
971,"('#climene', 'Je suis ce que je suis, mais fort joli garçon, Demandez à Picard, Champagne, la Violette, Si je sais allonger une estocade nette : Ainsi vous ferez mieux de ne raisonner plus.')","('#le-baron', 'Levez-vous.')",1.17,Substitution
972,,"('#frontin', 'Il faut crier plus haut.')",1.0,Deletion
973,"('#boniface', 'Apprenez-moi, de grâce, où loge Gorgibus ?')","('#le-capitaine', 'Que veut dire ceci ?')",1.29,Substitution
974,,"('#le-baron', 'Mon fils !')",1.0,Deletion
975,"('#climene', 'Mon père ? Ici.')","('#le-capitaine', 'Son fils ?')",0.16,Substitution
976,,"('#le-baron', 'Levez-vous on vous accorde Zaïde.')",1.0,Deletion
977,,"('#le-capitaine', 'Zaïde.')",1.0,Deletion
978,,"('#frontin', 'Voilà qui me va faire pleurer.')",1.0,Deletion
979,,"('#marine', 'En effet cela est touchant.')",1.0,Deletion
980,,"('#le-capitaine', 'Monsieur le Baron.')",1.0,Deletion
981,,"('#le-baron', 'Monsieur.')",1.0,Deletion
982,,"('#le-capitaine', 'Quelle Comédie jouons-nous ici.')",1.0,Deletion
983,,"('#le-baron', 'Monsieur, vous voyez le Chevalier.')",1.0,Deletion
984,"('#guillot', ""Voilà le lieu de sa demeure ; Mais n'allez pas plus loin il vient à la bonne heure."")","('#le-capitaine', 'Votre fils, celui pour qui vous demandez Zaïde ?')",1.42,Substitution
985,"('#boniface', 'Quoique je ne sois pas connu de vous, Monsieur, Je me viens plaindre à vous du plus pressant malheur Qui se soit jamais vu dedans une famille.')","('#le-baron', 'Oui ; Monsieur.')",1.4,Substitution
986,,"('#le-capitaine', 'Parbleu vous me la donnez belle.')",1.0,Deletion
987,"('#gorgibus', 'Quel malheur?')","('#frontin', 'Mais...')",1.1,Substitution
988,"('#boniface', ""Votre fils a suborné ma fille ; Il a, malgré mes soins, trouvé l'invention De la tirer dehors d'une religion, Où pour fuir ce malheur j'avais su la réduire."")","('#le-capitaine', ""Il n'y a point de mais qui tienne.  Je ne donne point ma fille à un muet."")",0.96,Substitution
989,,"('#frontin', ""Eh Monsieur !  Les Médecins ont assuré qu'il parlera, criera, pestera, donnera peut-être sa femme au diable dès qu'il sera marié."")",1.0,Deletion
990,,"('#marine', ""Sérieusement, Monsieur, les Médecins ont dit qu'il n'est rien de si bon pour faire revenir la parole, que la compagnie d'une femme."")",1.0,Deletion
991,,"('#le-capitaine', ""Et bien va-t'en dire de ma part à tes médecins qu'ils lui ordonnent leurs filles pour le guérir."")",1.0,Deletion
992,"('#guillot', ""Pour avoir fait ce trait, il est assez bon sire, C'est un rusé manoeuvre en matière d'amour."")","('#le-baron', ""Ah Marquis ! Il n'y consentira jamais."")",1.45,Substitution
993,,"('#frontin', ""Vous m'entendez bien ?"")",1.0,Deletion
994,,"('#le-capitaine', 'Va te promener, je ne donne pas comme cela dans le panneau.')",1.0,Deletion
995,,"('#marine', ""Ne voyez-vous pas que c'est, pour obliger son père..."")",1.0,Deletion
996,"('#gorgibus', ""Monsieur, soyez certain que s'il a fait ce tour, Ou que de sa sortie il puisse être la cause, Que pour vos intérêts je ferai toute chose. Hélas ! Pour mon malheur il n'est que trop certain."")","('#le-capitaine', ""Tais-toi, je crois qu'il serait encore plus facile de faire parler que de rendre muet.  Tête_bleu, Monsieur, pour qui me prenez-vous ?  Savez-vous que quand le Chevalier serait le fils du grand_Mogol, il n'y aurait rien à faire ?  Qu'il parle et j'y consentirai."")",0.72,Substitution
997,,"('#frontin', 'St, st. Au Chevalier qui veut parler.')",1.0,Deletion
998,,"('#le-marquis', ""Vraiment s'il parlait, Monsieur, peut-être n'y consentirait pas."")",1.0,Deletion
999,"('#climene', 'Tout est perdu.')",,1.0,Insertion
1000,"('#gorgibus', ""Cherchez Tersandre, Calotin. Il n'en est pas besoin, il vient ici se rendre."")","('#le-capitaine', ""Et moi, vous dis-je, je n'y consentirai point s'il ne parle."")",1.29,Substitution
1001,"('#tersandre', ""Le père de Climène ici ! D'où vient..."")","('#frontin', 'Monsieur, je vous cautionne que ce soir il parlera comme un livre.')",1.79,Substitution
1002,"('#gorgibus', 'Tersandre, Connaissez-vous Monsieur ?')","('#le-capitaine', ""À d'autres."")",1.31,Substitution
1003,"('#tersandre', 'Oui, je le connais bien, Monsieur.')","('#marine', ""Fiez-vous à ce qu'il vous dit.  Je vous en réponds aussi."")",1.05,Substitution
1004,"('#guillot', 'Ma foi, pour vous tout cela ne vaut rien.')",,1.0,Insertion
1005,"('#climene', 'De la religion où sa fille était mise, Traître, la deviez-vous enlever par surprise ?')","('#le-capitaine', 'Voilà morbleu deux bonnes cautions, Zaïde point de muets, je vous prie.')",1.5,Substitution
1006,,"('#le-baron', 'Ah Marquis !')",1.0,Deletion
1007,"('#tersandre', ""Moi ? Monsieur, apprenez qu'alors qu'on vous l'a dit, On a voulu sans doute alarmer votre esprit ; Et je puis vous jurer...."")","('#le-capitaine', ""Je vais dire à la Comtesse de se donner bien de garde d'y consentit en mon absence, attendez-moi je viens vous reprendre pour vous mener chez ma soeur."")",1.15,Substitution
1008,,"('#le-baron', ""C'en est fait Frontin."")",1.0,Deletion
1009,"('#gorgibus', 'Arrête, arrête, infâme.')","('#frontin', ""Je vais le suivre, ces pestes de Marins sont durs d'oreille, mais il ne faut pas encore désespérer."")",1.49,Substitution
1010,"('#boniface', 'Faut-il que mon honneur en tous lieux se diffame ?')","('#le-laquais', ""Monsieur,il y un homme là-bas dans la cour qui demande à vous parler en particulier, et tout à l'heure, pour une chose de la dernière conséquence."")",1.21,Substitution
1011,,"('#le-baron', ""Marquis venez, s'il vous plaît, avec moi, ne m'abandonnez pas en l'état où je suis, nous reviendrons ici dans un moment."")",1.0,Deletion
1012,"('#gorgibus', ""Cessez sur ce sujet de prendre aucun ennui, Vous serez pleinement satisfait aujourd'hui ; Si pour lui du couvent votre fille est sortie, Je consens qu'à présent tous deux on les marie."")","('#marine', ""Hâtez-vous de profiter de la liberté qu'on vous laisse d'aller tout déclarer au Capitaine, personne ne le détrompera si bien que vous."")",1.0,Substitution
1013,"('#boniface', 'On ne peut rien de plus.')","('#le-chevalier', 'À la fin je respire, je sors de plus violent état où jamais un amant puisse être, je perdais Zaïde si je parlais, si je ne parlais pas je la perdais aussi ; mais allons.')",1.92,Substitution
1014,"('#climene', 'Cela ne va pas mal.')",,1.0,Insertion
1015,"('#rosette', ""Ce n'est pas encor là l'endroit le plus fatal."")",,1.0,Insertion
1016,"('#gorgibus', ""Mais Policarpe à qui j'ai donné ma parole."")","('#le-capitaine', ""En effet il parle ; si je l'avais su plutôt c'était une affaire faite."")",0.9,Substitution
1017,,"('#la-comtesse', ""Tu peux bien rendre grâces à ton maître, sans lui tu te serais mal trouvé de m'avoir joué cette pièce."")",1.0,Deletion
1018,"('#policarpe', ""Dans un tel contretemps la parole est frivole : Vous ne vous devez pas contraindre sur ce point, Puisqu'enfin Clarimond ne me manquera point."")","('#le-chevalier', ""Madame...  Monsieur...  L'amour...  Vous connaissez Zaïde pourrez-vous ne me point pardonner tout ce que j'ai entrepris."")",0.82,Substitution
1019,"('#gorgibus', 'Que de bonté !')","('#la-comtesse', ""Chevalier, je suis bonne, et je considère Timante, vous aimez Zaïde, nous savons qu'elle ne vous hait point ; nous venons ici pour vous rendre tous les bons offices qui dépendrons de nous."")",1.21,Substitution
1020,,"('#le-chevalier', 'Quelles assez fortes preuves de reconnaissance...')",1.0,Deletion
1021,"('#tersandre', ""Daignez ne m'être pas contraire, Montrez pour votre fils encor un coeur de père."")","('#frontin', ""Laissons là votre reconnaissance, nous n'avons pas de temps à perdre, le Baron va revenir, songeons à rajuster toutes choses.  Secondez moi bien."")",1.34,Substitution
1022,,"('#le-capitaine', ""Ah !  Parbleu, je vais lui dire que j'y consens, ne te mets pas en peine."")",1.0,Deletion
1023,,"('#frontin', ""Ce n'est pas assez.  Continuez vous à faire le muet, et laissez-moi conduire le reste.  Le voici."")",1.0,Deletion
1024,"('#gorgibus', ""Oui, cruel, je le montre, et j'y suis obligé."")","('#frontin', ""Monsieur, j'ai tant fait qu'enfin j'ai obligé Monsieur à consentir..."")",0.49,Substitution
1025,"('#tersandre', ""De Policarpe enfin vous voyant dégagé, Et Boniface étant d'une égale famille, Permettez que j'épouse une si digne fille."")","('#le-baron', 'Ah traître !  Me jouer de la sorte!')",1.47,Substitution
1026,"('#gorgibus', 'Monsieur, le voulez-vous ?')","('#frontin', ""Qu'avez-vous donc, Monsieur ?"")",0.54,Substitution
1027,"('#boniface', ""Je suis trop satisfait. Mais de Climène enfin, dites, qu'avez-vous fait ? Où peut-elle à présent par votre ordre être mise ?"")","('#le-baron', ""J'ai de quoi te faire pendre, scélérat."")",1.17,Substitution
1028,,"('#marine', ""Quelqu'un t[']a trahi."")",1.0,Deletion
1029,,"('#le-baron', ""Et vous, mon fils, n'avez-vous point de honte. Le chevalier se jette à genoux."")",1.0,Deletion
1030,,"('#le-capitaine', 'Que veut dire ceci.')",1.0,Deletion
1031,,"('#le-marquis', ""Nous ne donnons plus, Monsieur dans ces panneaux ; Monsieur votre père vient d'être informé de tout."")",1.0,Deletion
1032,,"('#frontin', 'Et de quoi, Monsieur.')",1.0,Deletion
1033,,"('#frontin', 'Tais-toi, coquin ?  Infâme, je suis si en colère, que je ne puis parler.')",1.0,Deletion
1034,,"('#marine', 'Je saiS tout.')",1.0,Deletion
1035,"('#guillot', ""Vous avez, ce me semble, un peu l'âme surprise."")","('#frontin', ""J'en tremble."")",1.16,Substitution
1036,,"('#marine', 'Je te le disais bien.')",1.0,Deletion
1037,,"('#le-baron', ""Ta payeras cher l'alarme que tu m'as donnée."")",1.0,Deletion
1038,,"('#frontin', ""Vous verrez, Monsieur, qu'on vous aura fait entendre..."")",1.0,Deletion
1039,,"('#le-baron', ""Qu'on fasse venir Simon."")",1.0,Deletion
1040,,"('#frontin', 'Ah, je suis perdu !')",1.0,Deletion
1041,,"('#le-capitaine', 'Le voila muet à son tour.')",1.0,Deletion
1042,,"('#frontin', ""J'ai de quoi me vEnger de ce voleur."")",1.0,Deletion
1043,"('#tersandre', ""Monsieur, assurément c'est une vision, De croire qu'elle soit hors de religion, Voyant que Calotin en ses mains a su mettre Aujourd'hui de ma part encor un mot de lettre. Comment prétendez-vous accorder tout ceci ?"")","('#le-baron', ""Avance, avance, montre-toi.  Voilà le pauvre diable à qui Frontin avait persuadé de faire le muet, parce que Timante en avait promis un à Madame : voilà l'homme enfin en la place duquel ce traître a fait entrer le Chevalier."")",0.9,Substitution
1044,,"('#le-marquis', 'Avec quelle adresse il nous a tous joués !')",1.0,Deletion
1045,,"('#marine', ""Tu as besoin d'un coup de maître."")",1.0,Deletion
1046,,"('#frontin', 'Monsieur, je vais vous faire venir mon maître qui vous assurera...')",1.0,Deletion
1047,,"('#le-baron', 'Tu ne sortiras point, infâme, demeure là, et confesse que tu es le plus méchant de tous les hommes.')",1.0,Deletion
1048,,"('#frontin', ""Vous ne connaissez pas, Monsieur, le scélérat à qui vous ajoutez foi : c'est un coquin , un fripon qui a changé mille fois de nom, et qui porte une fausse barbe."")",1.0,Deletion
1049,,"('#simon', ""Hé bien oui, que veux-tu dire ?  C'était moi qui devais être le muet de Madame."")",1.0,Deletion
1050,"('#boniface', ""S'il n'était vrai, Monsieur, me verrait-on ici ?"")","('#le-capitaine', ""J'ai vu cet homme-là quelque part."")",0.84,Substitution
1051,,"('#le-marquis', ""Ce visage ne m'est pas inconnu."")",1.0,Deletion
1052,,"('#le-capitaine', 'Ah !  Voleur, je te trouve.')",1.0,Deletion
1053,,"('#frontin', ""Je vous l'ai bien dit, Monsieur que c'était un méchant homme."")",1.0,Deletion
1054,,"('#le-baron', ""Ne crois pas te tirer d'affaires."")",1.0,Deletion
1055,,"('#le-capitaine', ""Zaïde, c'est Griffon_le_Sicilien."")",1.0,Deletion
1056,,"('#le-marquis', 'Griffon_le_Sicilien !')",1.0,Deletion
1057,,"('#zaïde', 'Quoi, ce Griffon dont je vous ai ouï si souvent parler, qui nous vola dès que nous eûmes pris terre ?')",1.0,Deletion
1058,,"('#le-capitaine', 'Lui-même, le frère de votre nourrice espagnole qui mourut le jour de votre prise.')",1.0,Deletion
1059,,"('#le-marquis', 'Une nourrice espagnole !')",1.0,Deletion
1060,,"('#frontin', ""C'est un pendard, vous dis-je, qui a changé vingt fois de nom."")",1.0,Deletion
1061,,"('#le-baron', 'Cela ne fait rien pour toi.')",1.0,Deletion
1062,"('#guillot', 'Monsieur, répondez donc ?')","('#le-marquis', 'Serait il possible !')",1.34,Substitution
1063,,"('#frontin', ""Monsieur, tirez-moi d'ici, je vous ferai rendre ce qu'il vous a volé."")",1.0,Deletion
1064,"('#tersandre', 'Ciel ! Que je suis en peine !')","('#le-capitaine', ""Je l'entends bien ainsi."")",1.4,Substitution
1065,,"('#frontin', ""Voila déjà une chaîne d'or qu'il m'avait donné à vendre."")",1.0,Deletion
1066,"('#boniface', 'Quoi vous ne savez pas où peut être Climene ?')","('#le-marquis', 'Donne-la-moi voyons.')",1.97,Substitution
1067,"('#tersandre', ""S'en serait-elle allée ? Approchez, Calotin, N'avez-vous pas donné mon billet ce matin En main propre à Climène ?"")","('#le-baron', 'Vous aurait-il volé aussi ?')",0.78,Substitution
1068,"('#climene', 'Oui, Monsieur, que je pense.')","('#frontin', 'Assurément.')",1.3,Substitution
1069,"('#guillot', 'Je crains bien en ceci beaucoup de manigance.')","('#le-marquis', ""Que vois-je !  Je n'en puis plus douter."")",1.25,Substitution
1070,"('#tersandre', 'Comment, que vous pensez, qui vous fait hésiter ?')","('#le-baron', ""Qu'est-ce donc ?"")",0.84,Substitution
1071,"('#climene', 'Damnez la pardonner, je vais tout vous conter.')","('#le-marquis', ""Hélas !  Dis-moi, malheureux, comment te sauvas-tu du naufrage lorsque ma fille périt ?  Je te reconnais : tu étais avec elle lorsque je l'envoyai à sa mère qui était à Palerme : et j'avais donné cette chaîne d'or à sa nourrice espagnole."")",1.8,Substitution
1072,,"('#simon', ""Monsieur, je vous demande pardon, votre fille ne périt point : nous la sauvâmes ; nous fûmes pris par des Corsaires, et le lendemain Monsieur nous reprit sur les cotes d'Espagne."")",1.0,Deletion
1073,,"('#le-marquis', 'Ah !  Baron.')",1.0,Deletion
1074,,"('#le-capitaine', 'Voilà assurément la même fille qui tomba alors entre mes mains il y aura justement treize ans le mois prochain.')",1.0,Deletion
1075,,"('#zaïde', 'Ah Ciel !')",1.0,Deletion
1076,"('#boniface', 'Oui, oui, je lui pardonne, ôte-nous donc de peine.')","('#le-baron', ""Qu'entends-je !"")",1.41,Substitution
1077,"('#climene', ""Sachez que Calotin n'est autre que Climène : Je sais que vous pourrez me blâmer en ce jour ; Mais que ne fait-on point quand on a de l'amour ? La crainte que j'avais qu'on marie Tersandre, M'a fait, pour t'empêcher, toute chose entreprendre. Ainsi..."")","('#le-marquis', ""Ah !  Zaïde, vous êtes ma fille.  Ce que Monsieur me dit ; le temps de votre prise ; la nourrice Espagnole ; Griffon que voila ; cette chaîne que je reconnais ; tout me le confirme, et plus que tout encore, les secrets mouvements de la nature qui s'élèvent au fond de mon coeur.  Zaïde, vous êtes ma fille."")",0.9,Substitution
