,corneillet-circe,quinault-cadmus-hermione,Cost,Operation Type
562,"('#glaucus', ""Je le suis, il est vrai, mai c'est pour mon supplice. C'est pour la voir par de tendres soupirs Me demander la fin des cruels déplaisirs Où de votre rigueur l'expose l'injustice. Devenir ce qu'elle est, quoique sans rien souffrir, À tous insupportable, odieuse à soi-même, C'est plus mille fois que mourir. Jugez si ma peine est extrême. J'ai causé son malheur, je l'adore, elle m'aime, Et je ne puis la secourir."")","('#hermione', ""Que c'est un sort digne d'envie Que de pouvoir tenir le bonheur de sa vie, De la main d'un vainqueur aimé !"")",0.76,Substitution
563,"('#circe', ""Vous réduire à cette impuissance, C'est faire tort à la Divinité ; Mais vous n'ignorez pas ce qu'il faut que j'en pense, De ce que vous pouvez j'ai fait l'expérience, Et sais ce qu'il m'en a coûté. J'ai vu deux fois mon Art contre vous inutile. Deux fois par vous mes projets avortés De surprise à vos yeux m'ont laissée immobile ; Et pour Silla vous vous épouvantez ? Montrez dans la disgrâce une âme plus tranquille. Le prompt effet qui suit vos volontés, Pour changer son destin, vous rendra tout facile"")","('#hermione #cadmus', 'Après des rigueurs inhumaines, Le ciel favorise nos voeux ; Ah ! Que le souvenir des peines Est doux quand on devient heureux.')",0.98,Substitution
564,,"('#cadmus', ""Dieux ! Je ne vois plus Hermione ! Quel nuage épais l'environne ! Un nuage s'élève de la Terre qui enveloppe Hermione."")",1.0,Deletion
565,"('#glaucus', ""Ah, cessez d'insulter aux ennuis d'un Amant Qui frémit de votre vengeance. Contre moi, contre un Dieu vous manquez de puissance, Et je puis d'un seul mot détruire en un moment Ce qu'une crédule espérance Offrirait pour me nuire à votre emportement. Mais le Destin vous rend maîtresse de vos Charmes, Quand ce n'est qu'un Mortel qu'attaque leur pouvoir, Et si dans le malheur où Silla vient de choir Je puis soulager mes alarmes Par quelque faible ombre d'espoir, Il n'est plus qu'à vous émouvoir, De la seule pitié j'emprunte ici les armes. De grâce, renoncez à vos transports jaloux, Et pour laisser calmer leur aveugle furie, Songez que deux Amants n'espèrent que par vous, Qu'ils veulent vous devoir leur bonheur le plus doux, Et que c'est un Dieu qui vous prie."")","('#junon', ""Tu vois l'effet de mon courroux, Il faut combattre encore Junon et sa puissance. Le soin que prend pour toi mon infidèle époux Attire sur tes feux l'éclat de ma vengeance. Iris, détruis l'espoir de cet audacieux ! Enlève sur ton arc Hermione à ses yeux. Exécute à l'instant ce que Junon t'ordonne."")",0.0,Match
566,,"('#hermione', 'Ô Ciel !')",1.0,Deletion
567,,"('#tous-ensemble', 'Ô Ciel, ô ciel ! Hermione, Hermione.')",1.0,Deletion
568,"('#circe', ""Il n'est rien qu'on ne doive aux Dieux, Et sur nos volontés leurs droits si loin s'étendent, Qu'à la moindre prière on se tient glorieux D'accorder tout ce qu'ils demandent ; Mais comme entre eux et moi l'amour rend tout pareil, Quand vous m'avez refusé votre hommage, Songiez-vous que par cet outrage C'était la Fille du Soleil Dont vous aigrissiez le courage ? Tout entier à Silla, vous avez dédaigné D'adoucir, de flatter ma peine. Contre vous à mon tour toute entière à ma haine, J'ai suivi ses transports, et n'ai rien épargné Pour rendre ma vengeance et sensible et certaine. Mes voeux ont réussi, vous souffrez, et pour moi C'est un plaisir que rien n'égale. Allez aux pieds de ma Rivale Par de nouveaux serments signaler votre foi. Un temps si long perdu loin d'elle Ne se peut réparer que par un prompt retour. Courez, on vous attend, faites bien votre cour, Et recevez le prix de cette ardeur fidèle Qui vous a fait dédaigner mon amour."")","('#cadmus', ""Belle Hermione, hélas, puis-je être heureux sans vous ? Que sert dans ce palais la pompe qu'on prépare ? Tout espoir est perdu pour nous ? Le bonheur d'un amour si fidèle, et si rare, Jusques entre les Dieux a trouvé des jaloux. Belle Hermione, hélas, puis-je être heureux sans vous ? Nous nous étions flattés que notre sort barbare Avait épuisé son courroux : Quelle rigueur quand on sépare Deux coeurs prêts d'être unis par des Liens si doux ? Belle Hermione, hélas, puis-je être heureux sans vous."")",0.0,Match
569,"('#glaucus', ""D'un outrage forcé me faites-vous complice, Et connaissant l'Être Divin, Aurez-vous toujours l'injustice De m'imputer ce qu'a fait le Destin ? Quand d'Europe, d'Io, de Sémélé, d'Alcmène, L'amoureux Jupiter a chéri les appas, Dépendait-il de lui de ne soupirer pas, Et pour toucher leurs coeurs eût-il pris tant de peine Si le sien libre à s'enflammer Eût pu se défendre d'aimer ? C'est de cet Ascendant la fatale puissance Qui vers Silla m'entraîne malgré moi. Obéir au Destin qui m'en fait une loi, Est-ce avoir oublié ce que votre naissance Vous pouvait faire attendre de ma foi ? Si j'ai par mes refus excité la colère Qui contre ce que j'aime arme votre rigueur, Songez que ce n'est point un crime volontaire, Et que si je pouvais disposer de mon coeur, Ce coeur mettrait tous ses soins à vous plaire."")","('#pallas', ""Tes voeux vont être satisfaits ; Jupiter et Junon ont fini leur querelle, L'Amour lui-même a fait leur paix ; Ton Hermione enfin descend dans ce palais, Des Dieux s'avancent avec elle ; Le Ciel veut que ce jour soit célébré à jamais."")",0.85,Substitution
570,"('#circe', ""Non, Silla les a mérités ; Et comme la raison éclaire enfin mon âme, J'estime trop une si belle flamme, Pour vouloir mettre obstacle à vos félicités. Jouissez d'un amour qui ferme, inviolable, Ne finira qu'avec ses jours. Mon Art vous en est responsable, Et s'il ne faut qu'en prolonger le cours, Pour rendre plus longtemps votre bonheur durable Vous êtes sûr de mon secours."")","('#jupiter', ""Que ce qui suit les lois du Maître du tonnerre, Que les Cieux, et la Terre, S'accordent pour combler vos voeux. Après un sort si rigoureux, Après tant de peines cruelles, Amants fidèles, Vivez heureux."")",0.23,Substitution
571,"('#glaucus', ""Achevez, Inhumaine, et par cette menace Montrez qu'on peut braver les Dieux impunément. D'un triomphe si fier je vois le fondement. Le Soleil est d'accord de tout ce qui se passe, Et ce fatal enchantement Qui me fait de Silla déplorer la disgrâce, À votre coeur altier souffrirait moins d'audace S'il n'appuyait votre ressentiment. Mais tout change, et peut-être ai-je le sujet d'attendre Après une si lâche et noire trahison... Ciel, qu'ai-je encor à craindre, et que vient-on m'apprendre ?"")","('#tous-les-choeurs', 'Après un sort si rigoureux, Après tant de peines cruelles, Amants fidèles, Vivez heureux.')",0.28,Substitution
572,,"('#l-hymen', ""L'Hymen veut vous offrir ses chaines les plus belles."")",1.0,Deletion
573,,"('#junon', 'Junon en veut former les noeuds.')",1.0,Deletion
574,"('#palemon', ""Un malheur qui va vous surprendre. Des fureurs de Circé Silla s'est fait raison, Elle n'est plus."")","('#les-choeurs', 'Amants fidèles,  Vivez heureux.')",1.61,Substitution
575,"('#glaucus', ""Silla n'est plus !"")",,1.0,Insertion
576,"('#palemon', 'Désespérée De l\'affreux changement qui causait ses soupirs, Sans me vouloir entendre, elle s\'est retirée Où la Mer qu\'elle voit offre à ses déplaisirs L\'heureux secours d\'une mort assurée. Là, d\'un fixe regard envisageant les flots, Après quelques moments d\'un calme qui m\'abuse, ""Fais-moi, dit-elle, ô Mer, rencontrer le repos Que depuis si longtemps la Terre me refuse.3 À ces mots tout_à_coup je la vois s\'élancer. L\'onde s\'entrouvre, et frémit de sa chute, Et finissant les maux où sa vie est en butte, Cache l\'horreur du sort qui l\'y fait renoncer.')","('#venus', 'Vénus vous donnera des douceurs éternelles.')",1.03,Substitution
577,"('#glaucus', 'Et bien, êtes-vous satisfaite ? Votre vengeance a-t-elle un succès assez doux ?')",,1.0,Insertion
578,"('#circe', ""Non, sa trop prompte mort l'a rendue imparfaite. Je la voulais vivante, et que souffrant par vous, Elle en fît mieux sentir à votre âme inquiète L'ennui d'avoir sur elle attiré mon courroux. Votre peine finit quand la mienne redouble. Silla ne vivant plus, dégage votre foi. D'un calme heureux faites-vous une loi, Et tâchez, pour n'avoir jamais rien qui le trouble, À ne vous souvenir ni d'elle, ni de moi. Circé disparaît ainsi que son Palais. Le théâtre change, et Glaucus se trouve sur le bord de la mer. "")","('#mars', ""J'écarterai de vous les fatales querelles, Et les ennemis dangereux."")",1.04,Substitution
579,"('#glaucus', ""Quel charme en un moment nous met sur ce rivage. Le Palais de Circé disparaît à nos yeux ; Mais hélas ! Pour changer de lieux ; En sentirai-je moins la rage, D'avoir perdu ce que j'aimais le mieux ? Toi qui vois ma douleur, si jamais, ô Neptune, De quelque aimable Objet ton coeur fut enflammé, Prends pitié de mon infortune, Et me rends, s'il se peut, ce que j'ai tant aimé. Il m'entend, sur les flots je le vois qui s'élève. Toute la Cour le suit, j'en puis bien espérer."")","('#les-choeurs', 'Amants fidèles,  Vivez heureux.')",1.43,Substitution
580,"('#neptune', ""Je plains les durs ennuis qui te font soupirer ; J'ai commencé déjà, si Jupiter achève, L'heureux sort de Silla pourra les réparer. Ce rocher qui s'offre à ta vue, Servira sous son nom d'éternel monument, Qu'en son sein la Mer l'a reçue, Et c'est là qu'à jamais de cet événement Mille vaisseaux brisés par de fréquents naufrages Rendront d'éclatants témoignages. Cependant si le Ciel qui lit dans le Destin, Souffre que de silla ma volonté décide, Pour t'assurer un bien qui n'ait jamais de fin, Je l'arrache à la mort, et la fais Néréïde."")","('#pallas', 'Attendez de Pallas mille faveurs nouvelles.')",1.31,Substitution
581,"('#glaucus', ""Ah, je n'en doute point, le Ciel sera pour moi. J'en vois la marque, il s'ouvre, et Jupiter lui-même Va prononcer l'arrêt suprême, Qui rendra justice à ma foi. On voit ici paraître Jupiter dans son palais, qui est d'une architecture composée. Elle forme de grands piédestaux, sur lesquels sont en saillie des Aigles tout rehaussés d'or fin, qui supportent une Corniche solide, dans la frise de laquelle sont peintes des pommes de pin d'or ciselé. Au-dessus de la corniche se forment des cintres surbaissés, enrichis de quantités d'ornements, avec des festons d'or qui pendent au-dessous des cintres, et s'attachent au milieu et aux angles. Toute la masse du palais est peinte de deux manières différentes, aussi bien que les corniches et les piédestaux : l'une est de porphyre, et l'autre de lapis. Au milieu des piédestaux sont de gros festons de feuilles de chêne d'or ciselé. On voit dans le fond du palais un tronc tout d'or, et orné de pierres précieuses. "")",,1.0,Insertion
582,"('#jupiter', ""Le Destin pour Silla permet tout à Neptune, Et touché de son désespoir, Lui donne par moi le pouvoir De la combler de gloire après son infortune ; Mais dans l'être nouveau qu'elle va recevoir, Glaucus, contente-toi du plaisir de la voir, Sans l'accabler encor d'une flamme importune. Quelques droits que Circé t'ait acquis sur son coeur, Ce Charme dissipé te défend l'espérance, Et tu croirais en vain par ta persévérance Venir à bout de sa vigueur."")","('#l-amour', ""L'amour conservera toujours de si beaux feux."")",1.32,Substitution
583,"('#glaucus', ""Et bien, je forcerai mon amour au silence. Qu'elle vive ; la voir est l'unique douceur Que presse mon impatience."")","('#les-choeurs', 'Après un sort si rigoureux, Après tant de peines cruelles, Amants fidèles,  Vivez heureux.')",0.54,Substitution
584,"('#neptune', 'Viens lui prêter la main pour la tirer des flots.')",,1.0,Insertion
585,"('#glaucus', 'Enfin les Dieux, en vous sauvant la vie, Daignent assurer mon repos.')","('#jupiter', 'Hymen, prend soin ici des Danses et des Jeux.')",1.46,Substitution
586,"('#silla', ""À m'acquitter vers eux ce bienfait vous convie. La surprise où me met l'inespéré bonheur. De voir par leur bonté ma disgrâce arrêtée, Ma laisse peu capable..."")","('#les-choeurs', 'Amants fidèles,  Vivez heureux.')",1.08,Substitution
587,"('#neptune', ""Ils connaissent ton coeur, C'est assez, va, prends place auprès de Galatée, Tandis que pour te faire honneur, Les Nymphes et les Dieux des Campagnes prochaines Te viendront applaudir sur la fin de tes peines. Avancez, Faunes et Sylvains, Et par quelque brillant spectacle, De ce jour fortuné célébrant le miracle, Honorez du Destin les Décrets Souverains. Les faunes, les sylvains, les dryades, et les autres divinités champêtres, se mêlent ensemble par différentes figures qui sont accompagnées des chansons suivantes, dont la première fait voir, par l'exemple de Glaucus, que la froideur des eaux est un vain obstacle contre les feux de l'amour. "")","('#l-hymen', ""Venez, Dieu des festins, aimables Jeux, venez ; Comblez de vos douceurs ces époux fortunés Tandis que tout le ciel prépare Les dons qu'il leur a destinés, La terre y doit mêler ce qu'elle a de plus rare. Venez, Dieu des festins, aimables jeux, venez ; Comblez de vos douceurs ces époux fortunés. Comus, Dieu des festins, s'avance accompagné de ses suivantes ordinaires, six hamadryades sortent de la terre, avec des corbeilles pleines de fruits. Comus commence à danser seul, ses suivants dansent ensuite, et après que les Hamadryades ont été présenter leurs fruits aux deux époux, elle viennent danser avec les suivants de Comus : cependant Arbas et la nourrice ne peuvent retenir les transports de leur joie et viennent mêler leurs chants avec les danse."")",0.08,Substitution
588,"('#sylvain', ""Tout aime Sur la terre et dans les cieux. L'Amour par un pouvoir suprême Asservit Hommes et Dieux, Tout aime. Jusque dans les eaux, il échauffe les coeurs, Et malgré leur froideur extrême Il fait ressentir ses plus vives ardeurs ; Rien n'échappe à ses douces langueurs, Tout aime."")",,1.0,Insertion
589,"('#choeur-de-divinites', ""Les Plaisirs sont de tous les âges, Les plaisirs sont de toutes les saisons. Pour les rendre permis, on sait que les plus sages Ont souvent trouvé des raisons. Rions, chantons, Folâtrons, sautons. Les plaisirs sont de tous les âges, Les plaisirs sont de toutes les saisons. Ce choeur étant fini, les faunes et les sylvains témoignent leur joie par des sauts surprenants ; et les divinités de la mer, accompagnées de plusieurs fleuves,donnent pareillement des marques de leur allégresse par plusieurs figures extraordinaires ;ce qu'ils font à différentes reprises,et même après les deux premiers couplets de la chanson suivante."")","('#arbas #la-nourrice', ""Serons-nous dans le silence Quand on rit, et quand on danse : Les chagrins ont eu leur temps, Pour jamais le Ciel les chasse, Les plaisirs ont pris leur place ; Lorsque deux coeurs sont constants Tôt ou tard ils sont contents. Qu'il est doux quand on soupire, De sortir d'un long martyre : Les chagrins ont eu leur temps,  Pour jamais le Ciel les chasse, Les plaisirs ont pris leur place ;  Lorsque deux coeurs sont constants  Tôt ou tard ils sont contents. Des Amours font descendre du Ciel sous un espèce de petit pavillon, les présents des Dieux, attachés à des chaînes galantes. Les hamadriades et les suivants de Comus les portent aux deux époux, et forment une danse, où Charite mêle une chanson."")",0.14,Substitution
590,"('#sylvain #dryade', ""Il n'est point de plaisir véritable, Si l'amour ne l'assaisonne pas. On a beau dans le bien le plus stable Rechercher de sensibles appas. Il n'est point de Plaisir véritable, Si l'Amour ne l'assaisonne pas. Ses langueurs n'ont rien que d'agréable, On se perd dans ses tendres hélas. Il n'est point de Plaisir véritable, Si l'Amour ne l'assaisonne pas. À l'amour il faut rendre les armes, Tôt ou tard il triomphe de nous. Plus on veut résister à ses charmes, Plus on doit redouter son courroux. À l'amour il faut rendre les armes, Tôt ou tard il triomphe de nous. De ses maux ne prenons point d'alarmes, S'ils sont grands, le remède en est doux. À l'amour il faut rendre les armes, Tôt ou tard il triomphe de nous. Les faunes et les sylvains recommencent leurs sauts, qui sont accompagnés de postures surprenantes ; et pendant qu'un choeur de divinités chante les vers suivants, les fleuves et les divinités de la mer font plusieurs figures différentes, en se mêlant avec le choeur. "")","('#charite', ""Amants, aimez vos chaînes, Vos soins et vos soupirs ; L'Amour suivant vos peines, Mesure vos plaisirs. Il cause des alarmes, Il vend bien cher ses charmes ; Mais pour un si grand bien Tous les maux ne sont rien. Sans une aimable flamme La vie est sans appas ; Qui peut toucher une âme Qu'Amour ne touche pas ? Il cause des alarmes, Il vend bien cher ses charmes ; Mais pour un si grand bien Tous les maux ne sont rien. Tous les Dieux du Ciel et de la Terre recommencent à chanter : les hamadriades et les suivants de Bacchus continuent à danser ; et ce mélange de chants et de danses forme une réjouissance générale, qui achève la fête des noces de Cadmus et Hermione."")",0.0,Match
