,dancourt-desolation-des-joueuses,dancourt-femme-d-intrigues,Cost,Operation Type
955,,"('#madame-thibaut', ""Ainsi vous ne vous souciez pas fort d'avoir un jeune homme ?"")",1.0,Deletion
956,,"('#madame-torquette', ""Un jeune homme !  Ah ; l'horreur !  Il serait beau qu'on me prît pour la grand'mère de mon mari, comme il est arrivé à des femmes de ma connaissance."")",1.0,Deletion
957,,"('#madame-thibaut', ""Oui, mais il me faut pas aussi qu'il soit si vieux ?  Car enfin, quelle protection pourriez-vous attendre d'un homme de soixante ans, par exemple ?"")",1.0,Deletion
958,,"('#madame-torquette', 'Ah !  Soixante ans, fi.')",1.0,Deletion
959,,"('#madame-thibaut', 'Hé bien, cinquante-cinq ?')",1.0,Deletion
960,,"('#madame-torquette', ""Mais, Madame Thibaut, vous n'y songez pas.  Qui est l'homme qui songe à se marier à cet âge-là ?  Hum."")",1.0,Deletion
961,,"('#madame-thibaut', 'Et un de cinquante ?')",1.0,Deletion
962,,"('#madame-torquette', 'Quelle est la femme qui en voudrait ?')",1.0,Deletion
963,,"('#madame-thibaut', ""C'est-à-dire, que vous butez à un de quarante ?"")",1.0,Deletion
964,"('#eraste', ""Qu'est-ce que ceci veut dire ?"")","('#madame-torquette', 'Voulez-vous que je vous parle à coeur ouvert ?')",0.62,Substitution
965,"('#merlin', ""Cela n'est pas bien, Madame, de souffrir des fripons dans votre maison !"")","('#madame-thibaut', ""Vraiment, c'est plus votre affaire que la mienne."")",1.3,Substitution
966,"('#le-chevalier', 'Tais-toi, misérable !  Vous avez grand tort, Dorante, de produire ici des gens de ce caractère.')","('#madame-torquette', ""C'est que comme mes enfants sont jeunes, pour les tenir plus longtemps dans leur devoir, ils auraient besoin d'un beau-père qui ne vieillit pas si tôt."")",1.91,Substitution
967,,"('#madame-thibaut', ""Et vous dites que vous ne voulez pas d'un jeune homme ?"")",1.0,Deletion
968,"('#dorante', ""Je vous demande pardon, Monsieur le chevalier ; mais je vous crois aussi honnêtes gens l'un que l'autre."")","('#madame-torquette', 'Hé, mais !  Un homme est-il si jeune à vingt-sept ou vingt-huit ans, par exemple ?  Le sais bien ce que je fais, voyez-vous.')",1.14,Substitution
969,,"('#madame-thibaut', 'On le voit bien.')",1.0,Deletion
970,,"('#madame-torquette', ""Plus j'aurai d'enfants de ce mariage, et plus ce sera me venger des enfants du premier lit."")",1.0,Deletion
971,,"('#madame-thibaut', 'Vous avez du fiel, Madame Torquette, vous aimez les vengeances qui durent.')",1.0,Deletion
972,,"('#madame-torquette', 'Ce sont des coquins que je ne saurais trop punir.')",1.0,Deletion
973,,"('#madame-thibaut', ""Tenez, voilà peut-être l'homme de Paris le plus propre à vous venger de vos enfants."")",1.0,Deletion
974,,"('#madame-torquette', ""Ah !  Que voilà bien ce qu'il me faudrait."")",1.0,Deletion
975,,"('#madame-thibaut', 'Gardez-vous bien de tousser, au moins.')",1.0,Deletion
976,"('#merlin', 'Moi, Monsieur, je ne voudrais pas changer ma conscience contre la sienne.')","('#madame-torquette', 'Je me retiendrai, laissez-moi faire.')",1.27,Substitution
977,"('#le-chevalier', ""Un gueux, qui a vingt fois mérité les galères car je te remets à présent, je t'ai reconnu à ta manière.  C'était toi qui faisais le marchand de vin dans le carrosse de Dijon."")","('#eraste', ""Tiens, ma chère Madame Thibaut, voilà le mémoire de mes dettes aussi fidèle que tu me l'as demandé."")",1.28,Substitution
978,,"('#madame-thibaut', 'Paix, remettez ce papier dans votre poche.  Voilà une riche veuve que je prétends vous faire épouser.')",1.0,Deletion
979,,"('#madame-torquette', 'Hem, hem, hem.')",1.0,Deletion
980,,"('#eraste', 'Voilà une riche veuve qui a un vilain rhume.')",1.0,Deletion
981,,"('#madame-thibaut', 'Hé, tant mieux.  Combien de maris voudraient que leurs femmes en eussent un semblable !')",1.0,Deletion
982,"('#merlin', ""Et toi, le marchand de boeufs ; je m'en souviens."")","('#eraste', 'Mais, tu vois bien...')",1.03,Substitution
983,,"('#madame-thibaut', ""Serrez ce papier, vous dis-je, et retournez dans ma chambre, j'ai à vous parler."")",1.0,Deletion
984,,"('#madame-torquette', 'Comme il me regarde, ma physionomie lui revient sans doute.')",1.0,Deletion
985,"('#le-chevalier', ""Va, souviens-toi plutôt de la manière dont tu sortis de Rouen, où l'intendant te voulait faire pendre."")","('#madame-thibaut', 'Je vais sonder un peu ses sentiments, et je reviendrai dans un moment vous en rendre compte.')",1.54,Substitution
986,"('#merlin', ""Et toi, des coups de bâton qu'on te donna à Auxerre, pour avoir filouté mille écus au fils de ce marchand de marée."")","('#madame-torquette', ""Oui, oui, faites.  Ah, le beau jeune homme !  Il s'en faut bien, ma foi, que Monsieur Torquette fut coupé de ce sens-là.  Mais, qu'est-ce qui est tombé de ses poches ?  Ne serait-ce point quelque lettre de galanterie ?  Voyons un peu cela.  La jeunesse est sujette à caution quelquefois. Mémoire de ce que je dois. Oh, oh, voici de quoi me rendre savante. Premièrement, huit cents pistoles au Chevalier Codile, pour argent du jeu. Ah, ah !  C'est donc un joueur ! À la Touprix, pour façon de jupes et de manteaux, trois mille livres. Oui da, je me doutais bien qu'il y avait ici du cotillon. À Forel, tant de bouteilles de vin, que pour des repas portés en ville. Il est ivrogne par-dessus le marché. À la Frenaye... Voyons le total, je n'aurais jamais fait.  Où donc est-il ?  La légende est longue. Somme totale, vingt-neuf mille livres. Et je voudrais après cela de ce Damoiseau ?  Hem, hem.  À quelque chose le malheur est bon ; je n'ai qu'à tousser tout à mon aise. Elle lit."")",0.49,Substitution
987,"('#eraste', 'Voilà des circonstances fâcheuses.')","('#madame-thibaut', 'Notre affaire va le mieux du monde.')",1.57,Substitution
988,"('#le-chevalier', 'Eh !  Messieurs, chassez cet insolent, je vous prie.')","('#madame-torquette', 'Hem, hem, hem.')",1.58,Substitution
989,"('#merlin', ""Je ne me le suis pas remis d'abord, mais je le reconnais à sa ringrave.  Voyez-vous cette grande culotte ?  Vous ne lui en avez jamais vu d'autre, je gage ?"")",,1.0,Insertion
990,"('#l-intendante', ""Je ne l'avais pas encore remarqué."")","('#madame-thibaut', ""Hé, fi donc, vous n'y songez pas."")",1.3,Substitution
991,"('#le-chevalier', 'Nous sommes tous intéressés à ne pas souffrir ce maraud davantage dans une si honnête compagnie.')","('#madame-torquette', ""Laissez-moi tousser, l'affaire est rompue."")",1.38,Substitution
992,"('#dorimene', 'À quoi se terminera tout ceci ?')","('#madame-thibaut', 'Comment donc ?')",1.31,Substitution
993,"('#merlin', 'Voyez, voyez, sous sa ringrave, Madame !')","('#eraste', 'Vous voilà terriblement enrhumée, Madame.')",1.15,Substitution
994,,"('#madame-torquette', 'Vous voyez, Monsieur.')",1.0,Deletion
995,,"('#eraste', ""Il est cruel qu'une aussi aimable personne..."")",1.0,Deletion
996,"('#la-comtesse', ""Vraiment, vous vous moquez, je n'y veux point regarder !"")","('#madame-torquette', ""Croyez-moi, Monsieur, ne faites point de dépense en compliments : je ne suis point d'humeur à payer pour vous ni Forel, ni le Chevalier Codile."")",0.69,Substitution
997,,"('#madame-thibaut', ""En voici bien d'une autre."")",1.0,Deletion
998,,"('#eraste', 'Que veut dire ceci ?  Aurais-je...')",1.0,Deletion
999,"('#le-chevalier', ""Ce malheureux m'impatiente.  Faites-le sortir, Messieurs, je vous en conjure."")","('#madame-torquette', ""Il faut vous tirer de peine, Monsieur.  Tenez, voilà ce qui m'en a tant appris."")",0.65,Substitution
1000,"('#merlin', 'Regardez, regardez, Messieurs.  Tout son bonheur est là-dessous, dans un esquipot.')","('#madame-thibaut', 'Vous jouez de bonheur. Quelle étourderie ? À Madame Torquette. À Éraste.')",1.47,Substitution
1001,,"('#eraste', ""Du septième Octobre.  Quatre francs pour une médecine.  Vous me donnez des parties d'apothicaire, Madame."")",1.0,Deletion
1002,,"('#madame-torquette', ""Pardon, Monsieur, j'ai pris un papier pour l'autre."")",1.0,Deletion
1003,,"('#eraste', ""Non pas, s'il vous plaît.  Vous avez vu mon mémoire, je profiterai de la méprise."")",1.0,Deletion
1004,"('#le-marquis', 'Dans un esquipot !')",,1.0,Insertion
1005,"('#le-chevalier', 'Messieurs, cela ne se pratique point.')","('#madame-torquette', 'Cela ne se fait point.')",0.28,Substitution
1006,,"('#eraste', ""Mémoire des drogues et médicaments qui ont été fournis pour l'entretenement de la santé de Madame Torquette."")",1.0,Deletion
1007,"('#dorante', 'Ne vous fâchez pas, Monsieur le chevalier !')","('#madame-torquette', 'Mais, Monsieur ?')",0.86,Substitution
1008,"('#merlin', ""Voyez, voyez, il s'en servait tout à l'heure avec moi, et il n a pas eu le temps de l'ôter."")",,1.0,Insertion
1009,"('#le-chevalier', ""Cela ne se fait point, cadedis !  Madame, empêchez chez vous le désordre, c'est une pièce qu'on me fait."")","('#eraste', ""Doucement, s'il vous plaît, Madame Torquette. Premièrement, pour avoir pendant quinze jours étudié le tempérament de Madame deux cent cinquante livres. Oh, je ne croyais pas que les Apothicaires fissent payer leurs spéculations."")",1.16,Substitution
1010,"('#eraste', ""Oh !  Parbleu !  L'esquipot n'est point un mensonge."")",,1.0,Insertion
1011,"('#le-chevalier', 'Monsieur, je me prends à vous de cette insulte.')","('#madame-torquette', 'Vous me poussez furieusement, Monsieur.  Hem, hem.')",1.27,Substitution
1012,,"('#eraste', 'Donnez-vous patience, Madame Torquette. Pour avoir trois fois la semaine, pendant un an, remonté de filasse neuve les pompes avec quoi Madame prend ses remèdes. Vous vous faites pomper, Madame Torquette ?')",1.0,Deletion
1013,"('#eraste', ""Va, misérable, je t'en ferai raison à coups de canne !"")","('#madame-torquette', 'Mort de ma vie, rendez-moi mes parties ; on ne les a pas faites pour vous divertir.')",1.42,Substitution
1014,"('#le-chevalier', ""Madame, Madame, vous souffrez qu'on me traite de cette sorte dans votre logis ?"")","('#eraste', ""En donnant, donnant, Madame Torquette : rendez-moi mon mémoire, ce n'est pas pour vous que je l'ai dressé."")",1.06,Substitution
1015,"('#la-comtesse', 'Un esquipot à Monsieur le chevalier de Bellemonte !  Je le croyais le plus honnête homme de toute la Gascogne.')","('#madame-torquette', 'Le voilà, Monsieur, votre mémoire.')",1.63,Substitution
1016,"('#merlin', 'Lui, Madame ?  Il est bas Normand, je vous en réponds !')","('#eraste', 'Et voilà vos parties, Madame.')",1.44,Substitution
1017,"('#le-chevalier', ""Par la sandis, je te mettrai les oreilles à l'écart !"")","('#madame-torquette', ""Ne me parlez jamais de mariage, Madame Thibaut : m'en voilà dégoûtée pour toute ma vie."")",1.65,Substitution
1018,"('#merlin', ""Parce qu'il parle gascon, vous le croyez de Gascogne ?  Mais c'est le fils d'un barbier de Falaise, ou le diable m'emporte !"")","('#madame-thibaut', ""Si Monsieur ne vous accommode pas, je vous en ferai voir d'autres."")",1.65,Substitution
1019,,"('#eraste', 'La vieille folle !')",1.0,Deletion
1020,,"('#madame-thibaut', ""Vous l'avez un peu trop poussée : malgré votre mémoire, les choses auraient pu se faire encore."")",1.0,Deletion
1021,"('#le-chevalier', ""Oh !  Bien, bien, continue.  Puisque l'on veut plaisanter, je plaisante mieux qu'homme du monde."")","('#eraste', ""Moi, j'aurais épousé Madame Torquette, ma pauvre Madame Thibaut ?  Voilà deux aventures dans le même jour qui me le persuadent : et malgré le désordre de mes affaires, j'aime mieux vivre garçon mal aisé, que d'avoir obligation à une vieille ou à une coquette.  Adieu, je te laisse mon mémoire, si tu peux me rendre service, je n'en serai pas méconnaissant."")",0.79,Substitution
1022,,"('#gabrillon', ""J'attendais qu'il sortît pour laisser entrer Cléante."")",1.0,Deletion
1023,,"('#madame-thibaut', ""Y a-t il longtemps qu'il est revenu ?"")",1.0,Deletion
1024,,"('#gabrillon', ""Il ne fait que d'arriver.  Le voici."")",1.0,Deletion
1025,"('#dorimene', ""Ôte-toi d'ici, misérable, et ne parais jamais où je serai !"")","('#la-ramee', ""Le Contrat est dressé, Madame, il ne manque plus rien à mon bonheur qu'un mot de votre belle main.  Montons dans mon carrosse, Madame, et venez le mettre ce mot précieux, qui va m'assurer toute la félicité de ma vie."")",1.25,Substitution
1026,,"('#madame-thibaut', ""Ce moment me fait trembler, Cléante, et la présence d'un Notaire..."")",1.0,Deletion
1027,"('#le-chevalier', 'Ouais, ceci passe la raillerie !  Dorante, ne me poussez pas davantage.')","('#cascaret', 'Madame, voilà un Monsieur le Commissaire, qui vient vous rendre visite en robe détroussée.')",1.32,Substitution
1028,"('#dorimene', 'Sors donc, maroufle, ou je te donnerai mille soufflets !')","('#madame-thibaut', 'Ah, juste Ciel !  Que pourrait-ce être ?')",1.26,Substitution
1029,"('#le-chevalier', ""Par la sandis, Madame, vous n'en usez pas bien !  Je sors."")","('#la-ramee', ""Qu'est-ce, Madame ?"")",1.21,Substitution
1030,"('#dorimene', ""Je te reconduirai jusqu'à la porte."")","('#le-commissaire', ""N'est-ce pas vous qu'on appelle Madame Thibaut, Madame."")",1.86,Substitution
1031,"('#clitandre', 'Oui, oui, reconduisez celui-là, nous aurons soin de celui-ci.')","('#madame-thibaut', 'Ne me perdez pas, Monsieur, je vous en conjure.')",1.21,Substitution
1032,,"('#la-ramee', 'Ceci ne prend pas un bon train.')",1.0,Deletion
1033,,"('#dorante', ""Oui, Monsieur, c'est une coquine qui a recelé de la vaisselle que mon fils a volée à sa mère."")",1.0,Deletion
1034,"('#merlin', 'Eh, Messieurs !')","('#la-ramee', 'Messieurs, prenez garde à ce que vous faites, Madame est une femme de qualité.')",1.19,Substitution
1035,,"('#dorante', ""Point, Monsieur, mon fils m'a tout dit.  C'est une malheureuse, qui sous prétexte de revendre des hardes, a mille nippes à un chacun, dont elle se fait honneur pour attraper quelque dupe."")",1.0,Deletion
1036,,"('#la-ramee', 'Comment, Madame de Bretagne, vous vous jouez à un Gascon, et à un Gascon Capitaine ?')",1.0,Deletion
1037,,"('#la-ramee', 'Tu vois, mon pauvre Jolicoeur, le plus infortuné de tous les hommes.')",1.0,Deletion
1038,,"('#jolicoeur', 'Comment donc ?  Sais-tu déjà que Cléante notre Capitaine est là-bas ?')",1.0,Deletion
1039,"('#eraste', 'Iras-tu ?')","('#la-ramee', 'Que me dis-tu ?')",0.0,Match
1040,,"('#jolicoeur', 'Que te voilà pris comme un sot.  Le Guet à cheval est à la grande porte, et le Guet à pied à celle de derrière, regarde par où tu veux sortir ?')",1.0,Deletion
1041,"('#dorimene', 'Eh !  De grâce, épargnez-le un peu, je vous prie.')",,1.0,Insertion
1042,"('#merlin', ""Messieurs, ne nous mettez point dehors en même temps, il m'assommerait dans la rue."")","('#la-ramee', ""Moi, sortir ?  Quelque sot.  Je m'enfonce dans l'appartement ; s'ils ont affaire de moi, qu'ils y viennent."")",0.76,Substitution
1043,"('#dorante', ""Faites grâce à mon valet, je vous en conjure.  Il est plus honnête homme que l'autre ; c'est moi qui lui ai fait jouer ce personnage pour détromper Madame, et lui faire voir quel homme c'était que le chevalier."")",,1.0,Insertion
1044,"('#dorimene', ""Je suis ravie d'être désabusée, Dorante, et je vous donne ma fille, pourvu que vous appreniez à jouer, et que vous veniez avec moi en Angleterre."")","('#madame-thibaut', ""Quoi, vous n'êtes donc pas Cléante ?"")",1.41,Substitution
1045,"('#dorante', 'Je vous suivrai partout, Madame.')","('#la-ramee', 'Ce ne sont plus là vos affaires.  À fourbe, fourbe et demi ; Madame, finissez avec ces Messieurs, je vous le conseille.')",1.53,Substitution
1046,"('#l-intendante', 'Nous jouerons donc quelque reprise de lansquenet en faveur du mariage ?')","('#madame-thibaut', 'Quelles aventures !')",1.47,Substitution
1047,"('#dorante', ""Nous ferons tout ce qu'il vous plaira, Madame."")","('#dorante', ""Vous voyez bien, Monsieur, qu'on ne peut manquer de s'assurer de cette coquine-là."")",1.27,Substitution
1048,"('#merlin', ""Et si l'on veut, je fournirai les cartes."")","('#madame-thibaut', 'Hé, point de bruit, Messieurs, je vous prie ; je rendrai la vaisselle et les trois cents pistoles.  Passons là-dedans, et vous serez contents de moi.')",1.44,Substitution
1049,,"('#le-commissaire', 'Allons, Monsieur, il faut que chacun vive.')",1.0,Deletion
