,dancourt-diable-boiteux,dancourt-femme-d-intrigues,Cost,Operation Type
960,"('#lepine', ""Si ce n'est pas de l'ordre du défunt, c'est de l'imagination des vivants du moins ; et après un si beau coup, Madame, il ne nous reste plus que de faire trouver Éraste dans l'armoire, et son valet Lépine sous le bonnet carré du Procureur."")","('#madame-torquette', ""Comment voulez-vous que je fasse ?  Si vous saviez le peu de cas que l'on fait d'une veuve ?  J'ai des enfants qui me manquent de respect, des fermiers qui ne me paient point, des créanciers qui me persécutent : il n'y a pas jusqu'à un fripon d'apothicaire, qui, comme je sortais de chez moi, a eu l'insolence de me donner ses parties en présence de dix personnes.  Hum, hum."")",1.16,Substitution
961,,"('#madame-thibaut', 'Voilà une mauvaise toux, Madame Torquette.')",1.0,Deletion
962,,"('#madame-torquette', ""Je ne l'ai que par habitude."")",1.0,Deletion
963,"('#madame-lucas', ""Ah !  J'ouvre les yeux, je suis trahie.  Vous êtes tous de complot, Monsieur le Notaire ?"")","('#madame-thibaut', ""Mais vraiment, cela m'étonne que vous soyez ainsi persécutée.  Vous êtes si riche."")",1.31,Substitution
964,"('#le-notaire', ""Pour cela, non, Madame, je vous jure : mais l'original du testament est déchiré, le Diable s'en est mêlé, que voulez-vous que j'y fasse ?"")","('#madame-torquette', ""J'aurai, mes comptes faits, plus de quatre cent et tant de mille livres : mais comme il n'y a que cinq semaines et trois jours que le pauvre Monsieur Torquette est défunt, nos affaires ne sont point encore réglées, mes enfants me font enrager ; et un mari, Madame Thibaut m'est absolument nécessaire.  Hum, hum."")",1.05,Substitution
965,,"('#madame-thibaut', 'Je vous entends, vous ne vous mariez simplement que pour avoir un appui.')",1.0,Deletion
966,"('#madame-lucas', 'Fourbes !')","('#madame-torquette', 'Justement.')",0.0,Match
967,,"('#madame-thibaut', ""Ainsi vous ne vous souciez pas fort d'avoir un jeune homme ?"")",1.0,Deletion
968,"('#lepine', ""Point d'invectives, Madame Lucas : faites enterrer le défunt sans mausolée, puisque la succession vous manque, et laissez-nous nous applaudir d'avoir pu vous prendre pour dupe."")","('#madame-torquette', ""Un jeune homme !  Ah ; l'horreur !  Il serait beau qu'on me prît pour la grand'mère de mon mari, comme il est arrivé à des femmes de ma connaissance."")",1.25,Substitution
969,,"('#madame-thibaut', ""Oui, mais il me faut pas aussi qu'il soit si vieux ?  Car enfin, quelle protection pourriez-vous attendre d'un homme de soixante ans, par exemple ?"")",1.0,Deletion
970,,"('#madame-torquette', 'Ah !  Soixante ans, fi.')",1.0,Deletion
971,,"('#madame-thibaut', 'Hé bien, cinquante-cinq ?')",1.0,Deletion
972,,"('#madame-torquette', ""Mais, Madame Thibaut, vous n'y songez pas.  Qui est l'homme qui songe à se marier à cet âge-là ?  Hum."")",1.0,Deletion
973,,"('#madame-thibaut', 'Et un de cinquante ?')",1.0,Deletion
974,,"('#madame-torquette', 'Quelle est la femme qui en voudrait ?')",1.0,Deletion
975,,"('#madame-thibaut', ""C'est-à-dire, que vous butez à un de quarante ?"")",1.0,Deletion
976,,"('#madame-torquette', 'Voulez-vous que je vous parle à coeur ouvert ?')",1.0,Deletion
977,"('#le-diable', ""Et remerciez le Diable Boiteux de l'heureux succès de vos affaires.  C'est moi, Monsieur de Lépine, qui vous ai inspiré l'idée qui a fait déchirer le testament."")","('#madame-thibaut', ""Vraiment, c'est plus votre affaire que la mienne."")",1.07,Substitution
978,,"('#madame-torquette', ""C'est que comme mes enfants sont jeunes, pour les tenir plus longtemps dans leur devoir, ils auraient besoin d'un beau-père qui ne vieillit pas si tôt."")",1.0,Deletion
979,,"('#madame-thibaut', ""Et vous dites que vous ne voulez pas d'un jeune homme ?"")",1.0,Deletion
980,"('#lepine', ""Je m'en suis douté d'abord, et je me sentais plus d'esprit que de coutume."")","('#madame-torquette', 'Hé, mais !  Un homme est-il si jeune à vingt-sept ou vingt-huit ans, par exemple ?  Le sais bien ce que je fais, voyez-vous.')",1.32,Substitution
981,,"('#madame-thibaut', 'On le voit bien.')",1.0,Deletion
982,,"('#madame-torquette', ""Plus j'aurai d'enfants de ce mariage, et plus ce sera me venger des enfants du premier lit."")",1.0,Deletion
983,,"('#madame-thibaut', 'Vous avez du fiel, Madame Torquette, vous aimez les vengeances qui durent.')",1.0,Deletion
984,,"('#madame-torquette', 'Ce sont des coquins que je ne saurais trop punir.')",1.0,Deletion
985,,"('#madame-thibaut', ""Tenez, voilà peut-être l'homme de Paris le plus propre à vous venger de vos enfants."")",1.0,Deletion
986,,"('#madame-torquette', ""Ah !  Que voilà bien ce qu'il me faudrait."")",1.0,Deletion
987,,"('#madame-thibaut', 'Gardez-vous bien de tousser, au moins.')",1.0,Deletion
988,,"('#madame-torquette', 'Je me retiendrai, laissez-moi faire.')",1.0,Deletion
989,"('#le-diable', ""Oh çà, Madame Thérèse, vous venez de voir au naturel ce qui s'est passé chez le défunt Procureur, que vous en semble ?"")","('#eraste', ""Tiens, ma chère Madame Thibaut, voilà le mémoire de mes dettes aussi fidèle que tu me l'as demandé."")",1.31,Substitution
990,,"('#madame-thibaut', 'Paix, remettez ce papier dans votre poche.  Voilà une riche veuve que je prétends vous faire épouser.')",1.0,Deletion
991,,"('#madame-torquette', 'Hem, hem, hem.')",1.0,Deletion
992,,"('#eraste', 'Voilà une riche veuve qui a un vilain rhume.')",1.0,Deletion
993,"('#therese', ""Il me paraît qu'on a beau voyager, on ne trouve rien de nouveau.  Le genre humain est partout le même, et les femmes de Madrid pleurent leurs époux à la manière de ce pays-ci."")","('#madame-thibaut', 'Hé, tant mieux.  Combien de maris voudraient que leurs femmes en eussent un semblable !')",1.35,Substitution
994,,"('#eraste', 'Mais, tu vois bien...')",1.0,Deletion
995,,"('#madame-thibaut', ""Serrez ce papier, vous dis-je, et retournez dans ma chambre, j'ai à vous parler."")",1.0,Deletion
996,,"('#madame-torquette', 'Comme il me regarde, ma physionomie lui revient sans doute.')",1.0,Deletion
997,,"('#madame-thibaut', 'Je vais sonder un peu ses sentiments, et je reviendrai dans un moment vous en rendre compte.')",1.0,Deletion
998,"('#le-diable', ""Mais que dites-vous de la petite nièce, qui, sans consulter ni sens ni raison, épouse sottement un jeune Officier qui n'a rien ?  Approuvez-vous fort sa conduite ?"")","('#madame-torquette', ""Oui, oui, faites.  Ah, le beau jeune homme !  Il s'en faut bien, ma foi, que Monsieur Torquette fut coupé de ce sens-là.  Mais, qu'est-ce qui est tombé de ses poches ?  Ne serait-ce point quelque lettre de galanterie ?  Voyons un peu cela.  La jeunesse est sujette à caution quelquefois. Mémoire de ce que je dois. Oh, oh, voici de quoi me rendre savante. Premièrement, huit cents pistoles au Chevalier Codile, pour argent du jeu. Ah, ah !  C'est donc un joueur ! À la Touprix, pour façon de jupes et de manteaux, trois mille livres. Oui da, je me doutais bien qu'il y avait ici du cotillon. À Forel, tant de bouteilles de vin, que pour des repas portés en ville. Il est ivrogne par-dessus le marché. À la Frenaye... Voyons le total, je n'aurais jamais fait.  Où donc est-il ?  La légende est longue. Somme totale, vingt-neuf mille livres. Et je voudrais après cela de ce Damoiseau ?  Hem, hem.  À quelque chose le malheur est bon ; je n'ai qu'à tousser tout à mon aise. Elle lit."")",0.56,Substitution
999,,"('#madame-thibaut', 'Notre affaire va le mieux du monde.')",1.0,Deletion
1000,,"('#madame-torquette', 'Hem, hem, hem.')",1.0,Deletion
1001,,"('#madame-thibaut', ""Hé, fi donc, vous n'y songez pas."")",1.0,Deletion
1002,"('#therese', ""Tandis que l'Amour sommeille,  La raison nous dit tout bas  De n'aimer pas. L'Amour se réveille,  Et nous conseille  De nous livrer à ses appas. On cède, hélas ! La timide raison ne parle qu'à l'oreille. L'Amour vainqueur  S'adresse au coeur. Je ne l'approuve pas, mais je l'excuse : en voici la raison, écoutez. Air."")","('#madame-torquette', ""Laissez-moi tousser, l'affaire est rompue."")",1.36,Substitution
1003,,"('#madame-thibaut', 'Comment donc ?')",1.0,Deletion
1004,,"('#eraste', 'Vous voilà terriblement enrhumée, Madame.')",1.0,Deletion
1005,"('#le-diable', ""Oui, voilà le fait, on peut vous en croire, vous avez été quelquefois dans le cas, mais dites un peu à Monsieur l'Officier ce que vous prévoyez des suites de son mariage."")","('#madame-torquette', 'Vous voyez, Monsieur.')",0.85,Substitution
1006,"('#therese', ""Mon brave Officier, vous êtes gueux,  Et vous prenez femme coquette ;  Demandez au Diable Boiteux,  Si vous ne faites pas tous deux  Une très mauvaise emplette. Voici ce qu'il vous dira,  Le bien du défunt vous mènera  Tout aussi loin qu'il pourra. Grand chère et beau feu, tant qu'il durera,  Le bon temps que ce sera ! Mais ce bon temps passera. Il finira,  On enragera,  On se haïra,  On se le dira,  On se maudira,  De son côté chacun tirera ;  Ainsi se terminera  Ce beau mariage-là."")","('#eraste', ""Il est cruel qu'une aussi aimable personne..."")",1.33,Substitution
1007,"('#le-diable', ""Ne vous effarouchez point du pronostic, Seigneur Éraste ; vous êtes aujourd'hui ravi de la prendre, vous serez quelque jour ravi de la quitter."")","('#madame-torquette', ""Croyez-moi, Monsieur, ne faites point de dépense en compliments : je ne suis point d'humeur à payer pour vous ni Forel, ni le Chevalier Codile."")",0.9,Substitution
1008,,"('#madame-thibaut', ""En voici bien d'une autre."")",1.0,Deletion
1009,"('#lepine', ""Notre mariage pourrait bien tourner à peu près de même.  Qu'en penses-tu, Marton."")","('#eraste', 'Que veut dire ceci ?  Aurais-je...')",1.23,Substitution
1010,"('#le-diable', ""Oh, ce n'est pas de même ; votre revenu n'est qu'en fonds d'esprit, à vous autres, et l'on tire toujours parti de ce fonds-là."")","('#madame-torquette', ""Il faut vous tirer de peine, Monsieur.  Tenez, voilà ce qui m'en a tant appris."")",0.96,Substitution
1011,,"('#madame-thibaut', 'Vous jouez de bonheur. Quelle étourderie ? À Madame Torquette. À Éraste.')",1.0,Deletion
1012,,"('#eraste', ""Du septième Octobre.  Quatre francs pour une médecine.  Vous me donnez des parties d'apothicaire, Madame."")",1.0,Deletion
1013,,"('#madame-torquette', ""Pardon, Monsieur, j'ai pris un papier pour l'autre."")",1.0,Deletion
1014,"('#therese', ""Heureux qui vit du bien d'autrui,  Jamais rien ne lui manque ;  Dans le commerce d'aujourd'hui,  C'est la plus sûre banque. On vit sans procès, sans chagrin,  Et sans souci du lendemain. On ne craint orage ni grêle ;  Et quand un peu d'esprit s'en mêle,  On boit toujours le meilleur vin  Chez sa voisine ou son voisin."")","('#eraste', ""Non pas, s'il vous plaît.  Vous avez vu mon mémoire, je profiterai de la méprise."")",1.4,Substitution
1015,,"('#madame-torquette', 'Cela ne se fait point.')",1.0,Deletion
1016,,"('#eraste', ""Mémoire des drogues et médicaments qui ont été fournis pour l'entretenement de la santé de Madame Torquette."")",1.0,Deletion
1017,,"('#madame-torquette', 'Mais, Monsieur ?')",1.0,Deletion
1018,,"('#eraste', ""Doucement, s'il vous plaît, Madame Torquette. Premièrement, pour avoir pendant quinze jours étudié le tempérament de Madame deux cent cinquante livres. Oh, je ne croyais pas que les Apothicaires fissent payer leurs spéculations."")",1.0,Deletion
1019,,"('#madame-torquette', 'Vous me poussez furieusement, Monsieur.  Hem, hem.')",1.0,Deletion
1020,,"('#eraste', 'Donnez-vous patience, Madame Torquette. Pour avoir trois fois la semaine, pendant un an, remonté de filasse neuve les pompes avec quoi Madame prend ses remèdes. Vous vous faites pomper, Madame Torquette ?')",1.0,Deletion
1021,"('#le-diable', ""Ce n'est pas la situation de la vie la plus malheureuse.  Mais achevez, Madame Thérèse, de faire part à cette belle assemblée de vos réflexions et des petites confidences que je vous ai faites pendant la pièce."")","('#madame-torquette', 'Mort de ma vie, rendez-moi mes parties ; on ne les a pas faites pour vous divertir.')",0.82,Substitution
1022,,"('#eraste', ""En donnant, donnant, Madame Torquette : rendez-moi mon mémoire, ce n'est pas pour vous que je l'ai dressé."")",1.0,Deletion
1023,,"('#madame-torquette', 'Le voilà, Monsieur, votre mémoire.')",1.0,Deletion
1024,,"('#eraste', 'Et voilà vos parties, Madame.')",1.0,Deletion
1025,,"('#madame-torquette', ""Ne me parlez jamais de mariage, Madame Thibaut : m'en voilà dégoûtée pour toute ma vie."")",1.0,Deletion
1026,"('#therese', 'Sans peur des censures  Du Diable Boiteux,  Que les ris, les jeux,  Dans vos galantes aventures,  Avec les Amours  Vous suivent toujours.')","('#madame-thibaut', ""Si Monsieur ne vous accommode pas, je vous en ferai voir d'autres."")",1.19,Substitution
1027,,"('#eraste', 'La vieille folle !')",1.0,Deletion
1028,,"('#madame-thibaut', ""Vous l'avez un peu trop poussée : malgré votre mémoire, les choses auraient pu se faire encore."")",1.0,Deletion
1029,"('#sanchette', ""Ce Diable révèle  Ce que chacun fait ;  Mais il est discret,  Sitôt qu'un tendre Amour s'en mêle,  Et trompe avec nous  Les yeux des Jaloux."")","('#eraste', ""Moi, j'aurais épousé Madame Torquette, ma pauvre Madame Thibaut ?  Voilà deux aventures dans le même jour qui me le persuadent : et malgré le désordre de mes affaires, j'aime mieux vivre garçon mal aisé, que d'avoir obligation à une vieille ou à une coquette.  Adieu, je te laisse mon mémoire, si tu peux me rendre service, je n'en serai pas méconnaissant."")",1.08,Substitution
1030,,"('#gabrillon', ""J'attendais qu'il sortît pour laisser entrer Cléante."")",1.0,Deletion
1031,,"('#madame-thibaut', ""Y a-t il longtemps qu'il est revenu ?"")",1.0,Deletion
1032,,"('#gabrillon', ""Il ne fait que d'arriver.  Le voici."")",1.0,Deletion
1033,"('#therese', ""En ce lieu Lisette,  Avec son Amant,  Est en ce moment ;  Et le pauvre époux qui les guette  Ouvre de grands yeux,  Et n'en voit pas mieux."")","('#la-ramee', ""Le Contrat est dressé, Madame, il ne manque plus rien à mon bonheur qu'un mot de votre belle main.  Montons dans mon carrosse, Madame, et venez le mettre ce mot précieux, qui va m'assurer toute la félicité de ma vie."")",1.19,Substitution
1034,,"('#madame-thibaut', ""Ce moment me fait trembler, Cléante, et la présence d'un Notaire..."")",1.0,Deletion
1035,"('#sanchette', ""Tel de la satire  Qu'on débite ici  Ne prend nul souci,  Et de son voisin pense rire,  Qui prend pour autrui  Ce qu'on dit de lui."")","('#cascaret', 'Madame, voilà un Monsieur le Commissaire, qui vient vous rendre visite en robe détroussée.')",1.37,Substitution
1036,,"('#madame-thibaut', 'Ah, juste Ciel !  Que pourrait-ce être ?')",1.0,Deletion
1037,,"('#la-ramee', ""Qu'est-ce, Madame ?"")",1.0,Deletion
1038,,"('#le-commissaire', ""N'est-ce pas vous qu'on appelle Madame Thibaut, Madame."")",1.0,Deletion
1039,,"('#madame-thibaut', 'Ne me perdez pas, Monsieur, je vous en conjure.')",1.0,Deletion
1040,,"('#la-ramee', 'Ceci ne prend pas un bon train.')",1.0,Deletion
1041,,"('#dorante', ""Oui, Monsieur, c'est une coquine qui a recelé de la vaisselle que mon fils a volée à sa mère."")",1.0,Deletion
1042,"('#therese', ""La vieille Artémise,  S'étant ce matin  Cru voir un beau teint,  Dans une glace de Venise,  Est ici ce soir  Pour le faire voir."")","('#la-ramee', 'Messieurs, prenez garde à ce que vous faites, Madame est une femme de qualité.')",1.18,Substitution
1043,"('#sanchette', ""Là, près d'une belle  Un vieux Financier,  Amant pour payer,  Baille dans la loge avec elle. Et l'Amant chéri  Au parterre en rit."")","('#dorante', ""Point, Monsieur, mon fils m'a tout dit.  C'est une malheureuse, qui sous prétexte de revendre des hardes, a mille nippes à un chacun, dont elle se fait honneur pour attraper quelque dupe."")",0.7,Substitution
1044,,"('#la-ramee', 'Comment, Madame de Bretagne, vous vous jouez à un Gascon, et à un Gascon Capitaine ?')",1.0,Deletion
1045,,"('#la-ramee', 'Tu vois, mon pauvre Jolicoeur, le plus infortuné de tous les hommes.')",1.0,Deletion
1046,,"('#jolicoeur', 'Comment donc ?  Sais-tu déjà que Cléante notre Capitaine est là-bas ?')",1.0,Deletion
1047,,"('#la-ramee', 'Que me dis-tu ?')",1.0,Deletion
1048,,"('#jolicoeur', 'Que te voilà pris comme un sot.  Le Guet à cheval est à la grande porte, et le Guet à pied à celle de derrière, regarde par où tu veux sortir ?')",1.0,Deletion
1049,,"('#la-ramee', ""Moi, sortir ?  Quelque sot.  Je m'enfonce dans l'appartement ; s'ils ont affaire de moi, qu'ils y viennent."")",1.0,Deletion
1050,,"('#madame-thibaut', ""Quoi, vous n'êtes donc pas Cléante ?"")",1.0,Deletion
1051,,"('#la-ramee', 'Ce ne sont plus là vos affaires.  À fourbe, fourbe et demi ; Madame, finissez avec ces Messieurs, je vous le conseille.')",1.0,Deletion
1052,"('#lepine', 'Si de notre zèle  Le Public content  Vient ici souvent  Revoir notre Pièce nouvelle,  Le Diable Boiteux  Sera trop heureux.')","('#madame-thibaut', 'Quelles aventures !')",1.27,Substitution
