,garnier-bradamante,la-calprenede-bradamante,Cost,Operation Type
414,"('#hippalque', 'Je ne veux plus vous voir le visage ainsi blême. Reprenez votre teint de roses et de lys. Ne vous torturez plus : vos malheurs sont faillis. Il nous faut nous ébattre.')","('#ambassadeurs', ""Sire, nous espérons de votre Majesté,  D'obtenir le pardon de notre liberté.  Nous courons inconnus de province en province,  Mais jusqu'ici sans fruit, à la quête d'un Prince.  L'amas de chevaliers qui suivent votre Cour,  De tous les plus fameux l'ordinaire séjour,  Nous a fait concevoir quelque ombre d'espérance,  Qu'après tant de travaux nous le verrons en France,  Et que notre malheur viendrait à se changer. "")",0.97,Substitution
415,"('#bradamante', ""Et qu'est-ce que vous dites ?"")","('#charles', 'Nous direz-vous son nom ? ')",0.2,Substitution
416,"('#hippalque', ""Qu'il nous faut dépouiller ces tristesses maudites."")",,1.0,Insertion
417,"('#bradamante', 'Ha Dieu!')",,1.0,Insertion
418,"('#hippalque', 'Ne pleurez plus, tout est hors de danger.')",,1.0,Insertion
419,"('#bradamante', ""Voire, rien n'est à craindre."")",,1.0,Insertion
420,"('#hippalque', 'On vous donne Roger.')","('#ambassadeurs', ""Oui, Sire, c'est Roger. "")",0.0,Match
421,"('#bradamante', 'Me venez-vous moquer en détresse si grande ?')",,1.0,Insertion
422,"('#hippalque', ""Je ne vous moque point, allons, on vous demande ; L'Empereur vous attend et votre père aussi Avec votre Roger."")","('#charles', ""Si pour lui seulement vous l'aviez entreprise,  Votre quête finit, voilà Roger de Ryse. "")",0.36,Substitution
423,"('#bradamante', 'Roger ?')",,1.0,Insertion
424,"('#hippalque', 'Il est ainsi.')",,1.0,Insertion
425,"('#bradamante', 'Dites-moi sûrement, sans de mon mal vous rire.')","('#roger', 'Oui, si vous attendez du service de moi,  Exposez vos desseins, parlez devant le Roi,  Me voici désormais disposé de vous plaire. ')",0.89,Substitution
426,,"('#ambassadeurs', ""Ô Ciel ! Que nos travaux ont un ample salaire,  Que tous nos déplaisirs et nos malheurs passés,  Par un si grand bonheur sont bien récompensés,  Toute la Bulgarie à vos pieds prosternée,  Par vos mains seulement veut être gouvernée,  Tous d'un consentement vous demandent pour Roi,  Le peuple entre nos mains vous a donné sa foi,  Et je viens de sa part vous offrir la Couronne,  Qu'on vous a vu sauver des fureurs de Belonne,  Quand par votre valeur les Grégeois repoussés,  Dans leurs retranchements se virent renversés.  D'un si rare secours conservant la mémoire,  On vous voulut poursuivre après votre victoire  Pour le même dessein qui nous conduit ici,  Mais notre diligence ayant mal réussi,  Nous prîmes seulement, avec beaucoup de peine,  Votre Écuyer lassé, qui courrait hors d'haleine,  Et qui pour contenter notre importunité,  Nous apprit votre nom et votre qualité.  Dès que nous l'eûmes su, toute la Bulgarie  D'un départ si soudain infiniment marrie,  Dépêche sur vos pas cent messages divers,  Nous avons parcouru presque tout l'univers.  Enfin les plus heureux de toute la province,  Après mille travaux nous lui donnons un Prince,  Pourvu que sa bonté nous accorde ce point,  Et voyant nos désirs ne les rejette point.  Venez donc gouverner un peuple qui vous donne  D'un Royaume puisant la superbe Couronne,  Et connaissant son zèle et sa dévotion,  Ne lui refusez pas votre protection. "")",1.0,Deletion
427,"('#hippalque', 'Je ne puis par ma foi plus au vrai vous le dire.')","('#roger', ""Ceux de qui vous tenez cette entière puissance,  Témoignent leur vertu par leur reconnaissance,  Et nous font assez voir qu'un service rendu,  Parmi des gens d'honneur ne peut être perdu,  Une bonté si rare est d'autant plus louable,  Qu'un si petit service est peu considérable,  Et je souhaiterais d'avoir bien mérité,  Ce qu'exige de moi leur bonne volonté.  Mais j'ai reçu du Ciel si peu de suffisance,  Pour supporter un faix d'une telle importance,  Que je me sens déjà trop bien récompensé,  Si de ce grand honneur je me vois dispensé.  Qu'on m'en excuse donc, et que quelqu'un succède  Des parents du défunt au lieu que je lui cède.  Je porte cette épée, et m'en sers quelquefois,  Mais soutenir un sceptre, c'est bien un autre poids "")",1.45,Substitution
428,"('#bradamante', 'Que Roger est ici ?')",,1.0,Insertion
429,"('#hippalque', 'Voire.')",,1.0,Insertion
430,"('#bradamante', ""Vous m'abusez."")","('#ambassadeurs', ""Quoi, vous rejetez donc un peuple qui n'espère,  Qu'en son Conservateur, en son Dieu tutélaire,  Et qui vous a voué tant de fidélité,  Pour périr de regret se voyant rebuté ? "")",1.63,Substitution
431,"('#hippalque', ""Il est avec Aymon qui veut que l'épousez."")","('#charles', ""Si le vouloir du Ciel au trône vous destine,  Ne méprisez jamais la volonté divine.  Outre qu'un tel présent n'est pas à mépriser,  Un Royaume vaut peu, s'il se peut refuser. "")",1.4,Substitution
432,"('#bradamante', 'Mon_Dieu! le sens me trouble! Est-ce point quelque songe ?')","('#renaud', ""Assez l'achèteraient au péril de leur vie,  Allez où le devoir et l'honneur vous convie,  Et vous croyez heureux entre tous les humains,  Puisqu'un sceptre en dormant vous tombe entre les mains,  Aymon dorénavant se verra sans excuse. "")",1.45,Substitution
433,"('#hippalque', ""Non, ce que je vous dis n'est songe ne mensonge."")","('#aymon', ""Si ce bonheur m'advient, et que je le refuse,  Dites que j'ai perdu le sens et la raison. "")",1.0,Substitution
434,"('#bradamante', 'Mais dis-moi, ma soeurette, est mon Roger venu ?')",,1.0,Insertion
435,"('#hippalque', 'Il est dans le château.')",,1.0,Insertion
436,"('#bradamante', ""Mais l'as-tu bien connu ?"")",,1.0,Insertion
437,"('#hippalque', ""Si j'ai connu Roger ? Vous le pouvez bien croire."")","('#leon', 'Non Roger, ces refus ne sont pas de saison,  Acceptez leur présent sans tarder davantage. ')",1.45,Substitution
438,"('#bradamante', ""Que dit-il de Léon, d'avoir eu la victoire ?"")","('#charles', 'Outre votre intérêt, leur offre vous engage,  Ne rejetez donc plus un bonheur apparent,  Il vaut mieux être Roi, que chevalier errant. ')",1.3,Substitution
439,"('#hippalque', ""C'est Léon qui le guide et qui parle pour lui."")",,1.0,Insertion
440,"('#bradamante', 'Quoi ? Léon aurait-il combattu pour autrui ?')",,1.0,Insertion
441,"('#hippalque', ""Non, ainçois c'est Roger qui vous a combattue."")",,1.0,Insertion
442,"('#bradamante', ""C'est Roger, c'est Roger qui m'a tantôt vaincue ?"")",,1.0,Insertion
443,"('#hippalque', ""C'est Roger voirement."")",,1.0,Insertion
444,"('#bradamante', ""J'ai le coeur tout transi. Mais comment le sait-on ?"")",,1.0,Insertion
445,"('#hippalque', 'Léon le conte ainsi.')",,1.0,Insertion
446,"('#bradamante', 'Ô chose merveilleuse !')",,1.0,Insertion
447,"('#hippalque', ""Elle l'est bien plus encore Que vous ne pensez pas : Reine vous êtes ores."")","('#roger', ""Puisque vous le voulez, et que le Roi l'ordonne,  Indigne que j'en suis, j'accepte la Couronne.  En moi vous recevrez un frère au lieu d'un Roi. "")",0.91,Substitution
448,"('#bradamante', 'Voire de mille ennuis.')","('#ambassadeurs', 'Doncque tout le premier je vous donne ma foi. ')",1.47,Substitution
449,"('#hippalque', ""Non, d'un peuple étranger Qui a naguère élu pour son prince, Roger. Encor les Palatins en cette cour séjournent ; Vous les pourrez bien voir devant qu'ils s'en retournent."")","('#charles', ""Ayez dans cette Cour un peu de patience,  Demain plus à loisir vous aurez audience,  Maintenant il est temps de songer à l'amour,  Après tant de brouillards il faut voir quelque jour,  Aymon il faut songer à votre conscience.  Mais voici qu'à propos Bradamante s'avance.  Abaissez la visière et demeurez ici,  Ayant été trompé, il faut tromper aussi. "")",0.56,Substitution
450,"('#bradamante', 'Hé Dieu que dit mon père ?')",,1.0,Insertion
451,"('#hippalque', 'Il saute de plaisir.')",,1.0,Insertion
452,"('#bradamante', 'Et ma mère si dure ?')",,1.0,Insertion
453,"('#hippalque', 'Elle a tout son désir. Ils brûlent de vous voir : allons je vous supplie.')","('#marphise', ""Vous venez à propos pour savoir des nouvelles,  À votre occasion j'ai toujours des querelles,  Ce chevalier armé se vante devant tous,  Que vous êtes à lui, que lui répondez-vous ?  Il ose effrontément se donner cette gloire,  Qu'il a devant vous remporté la victoire. "")",1.02,Substitution
454,"('#bradamante', ""Ha ma soeur que tu m'as de liesse remplie ! Que j'ai d'aise en mon coeur ! Je ne le puis porter ; Je me sens, je me sens hors de moi transporter. Tout ce que j'eu jamais en amour de malaise Ne saurait égaler le moindre de mon aise. Onques je n'eusse osé seulement concevoir Tant de biens qu'en un coup Dieu m'en fait recevoir. Son nom en soit bénit, et me donne la grâce De ne le méconnaître en chose que je fasse."")","('#bradamante', ""Ces armes, il est vrai, témoignent mon malheur,  J'ai manqué de fortune, et non pas de valeur.  Je n'ai point sous l'Armet remarqué le visage,  Mais Léon jusqu'ici s'en donne l'avantage.  Videz avec lui vos premiers différents,  Les discours de ce tiers me sont indifférents.  Je combattis un seul, s'il prétend quelque chose,  Je suis prête au combat, pour lui qu'il s'y dispose. "")",0.25,Substitution
455,"('#melisse', ""Du grand moteur du ciel merveilleux sont les faits, Que ne comprennent point nos discours imparfaits : Lorsqu'on n'y pense point, son pouvoir il découvre : En faits désespérés miraculeux il ouvre C'est pourquoi nous faillons, quand par faute de foi Nous ne l'invoquons point en un trop grand émoi Nous pensons notre mal-être irrémédiable, Comme s'il n'était pas en ses faits merveillable, Qu'il ne peut toute chose, et peinassent ses mains À l'une plus qu'à l'autre, ainsi que nous humains. On n'eût jamais pensé voir sans quelques miracles Ce mariage fait, tant y avait d'obstacles : Toutefois tout soudain, lorsqu'on l'espérait moins, Ils sont prêts, grâce à Dieu, d'être ensemble conjoints. Qu'il en viendra de bien à notre foi chrétienne ! Que de mal au contraire en aura la païenne ! Que de sang coulera du gosier Sarrasin Au rivage d'Afrique et au bord Palestin ! La France en est heureuse avec la Bulgarie, Et heureuse en sera l'une et l'autre Hespérie. Tout chacun en est aise, et je crois fermement Que l'air, l'onde et la terre en ont contentement."")","('#leon', ""Pour moi, malgré l'ardeur de mes affections,  Je me démets du tout de mes prétentions,  Lui seul vous a vaincu, et lui seul vous demande. "")",0.37,Substitution
456,,"('#bradamante', ""S'il y prétend des droits, il faut qu'il les défende,  Je l'appelle au combat dangereux et sanglant. "")",1.0,Deletion
457,,"('#charles', ""Certes, votre courroux est un peu violent.  Lui donneriez-vous point un moment de relâche,  Pour connaître son nom et ce front qu'il vous cache ?  Il lui lève la visière."")",1.0,Deletion
458,,"('#bradamante', ""Ô bons dieux ! C'est Roger. "")",1.0,Deletion
459,"('#charlemagne', ""Grâce à Dieu qui le ciel et la terre tempère, Je vois qu'en cette Cour toute chose prospère. Bradamante et Roger sont conjoints à la fin, Après avoir dompté les rigueurs du destin. Je suis aussi content d'une telle alliance Que de bienfait de Dieu qu'ait reçu notre France. Mon coeur en nage d'aise ; en vérité je crois Que les pères n'en sont plus réjouis que moi."")","('#roger', ""Oui, Madame, c'est moi,  Qui vous rends à genoux l'hommage que je dois,  Et qui ne veut bouger de ces pieds que j'embrasse,  Que par mon repentir je n'obtienne ma grâce,  Que mes malheurs soufferts ne vous fassent pitié.  Il est vrai, j'ai failli, mais blâmez l'amitié,  Condamnez le devoir, qui sur une belle âme  Doit être plus puissant que l'amoureuse flamme.  Ma main a pour Léon contre vous combattu,  Mais je devais la vie à sa seule vertu.  Je vous cédai, Madame, et cette main perfide,  Qui s'arma contre vous était mon homicide ;  J'allais par mon trépas expier mon péché,  Si cet ami courtois ne m'en eût empêché.  Il m'a quitté ses droits, m'a cédé Bradamante,  Pourvu qu'à mon rappel ma Déesse consente Et que ma repentance efface mon forfait.  Il se met à genoux."")",0.64,Substitution
460,"('#aymon', ""Sire, votre bonté s'est toujours fait connaître À vouloir en honneurs et en biens nous accroître."")","('#bradamante', ""Je donne au repentir l'offense qu'on me fait.  Oui, malgré la douleur que vous m'avez causée,  À vous la pardonner je me sens disposée,  Pourvu que sur l'espoir d'en être ainsi traité,  Vous n'abusiez jamais de ma facilité. "")",0.44,Substitution
461,"('#charlemagne', ""Les mérites sont grands des vôtres et de vous. La France sans leurs mains se verrait à tous coups De Sarrasins couverte : elle n'a guère adresse Après l'aide du ciel qu'à leur grand prouesse, Et outre je prévois qu'à l'empire chrétien De ce noçage ici n'adviendra que du bien. Écoutez mes enfants : vos noces ordonnées De tout temps ont été dans le ciel destinées. Merlin, ce grand prophète à qui Dieu n'a celé Ses conseils plus secrets, m'a jadis révélé Que de votre lignée, en demi-dieux féconde, Il naîtrait des enfants qui régiraient le monde. Ils seront de mon sang comme du vôtre issus ; Ils luiront éclatants d'héroïques vertus ; Les monstres ils vaincront, indomptables Alcides, Et seront le support des vierges Pierides. Or vivez bienheureux, et votre sainte amour Sans chagrin ne débat croisse de jour en jour."")","('#roger', ""Si je vous fâche encor, je n'attends plus de grâce. "")",0.97,Substitution
462,"('#roger', ""Dieu fasse prospérer à jamais votre Empire, Et qu'onques ennemi n'ait pouvoir de vous nuire."")","('#bradamante', ""Bien donc, que du passé le souvenir s'efface,  Et qu'il me soit permis avec toute la Cour,  De ressentir le bien de votre heureux retour. "")",1.05,Substitution
463,"('#aymon', ""Sire, vous plaît-il pas pour la fête combler, Léonor, votre fille, à Léon assembler Sous les lois d'Hyménée ? À cela son mérite Et l'auguste grandeur de sa race m'incite."")","('#charles', ""Il faut sans retarder que leur peine finisse,  Il est temps désormais que ce coeur s'amollisse.  Aymon, votre rigueur ne saurait plus durer,  Et votre ambition n'a rien à désirer.  Si toutes les raisons ordonnent qu'on marrie,  Sa chère Bradamante au Roi de Bulgarie.  Vous opposerez-vous au bien qu'elle en reçoit ?  Car aspirer plus haut, c'est plus qu'elle ne doit.  Vous recevez du Ciel un Roi pour votre gendre.  Fut-il à votre choix, pouviez-vous mieux prétendre ?  Outre tant de vertus qui le font admirer. "")",0.08,Substitution
