,musset-lorenzaccio,rostand-cyrano,Cost,Operation Type
2038,"('#le-duc', ""Je suis transi, - il fait vraiment froid. Eh bien, mignon, qu'est-ce que tu fais donc ? Il ôte son épée."")",,1.0,Insertion
2039,"('#lorenzo', ""Je roule votre baudrier autour de votre épée, et je la mets sous votre chevet.  Il est bon d'avoir toujours une arme sous la main. Il entortille le baudrier de manière à empêcher l'épée de sortir du fourreau."")",,1.0,Insertion
2040,"('#le-duc', ""Tu sais que je n'aime pas les bavardages, et il m'est revenu que la Catherine était une belle parleuse.  Pour éviter les conversations, je vais me mettre au lit.  A propos, pourquoi donc as-tu fait demander des chevaux de poste à l'évêque de Marzi ?"")",,1.0,Insertion
2041,"('#lorenzo', ""Pour aller voir mon frère, qui est très malade, à ce qu'il m'écrit."")","('#cyrano', ""Mon Dieu, c'est vrai, peut-être, et le bonheur est là. Je... Roxane... écoutez !... À Roxane."")",1.37,Substitution
2042,"('#le-duc', 'Va donc chercher ta tante.')","('#le-bret', 'Cyrano !')",1.9,Substitution
2043,"('#lorenzo', 'Dans un instant. Il sort.')","('#cyrano', 'Hein ?')",1.05,Substitution
2044,"('#le-duc', ""Faire la cour à une femme qui vous répond « oui » lorsqu'on lui demande « oui ou non », cela m'a toujours paru très sot, et tout à fait digne d'un Français.  Aujourd'hui surtout que j'ai soupé comme trois moines, je serais incapable de dire seulement : « Mon coeur, ou mes chères entrailles », à l'infante d'Espagne.  Je veux faire semblant de dormir ; ce sera peut-être cavalier, mais ce sera commode. Il se couche. - Lorenzo rentre l'épée à la main."")","('#le-bret', 'Chut ! Il lui dit un mot tout bas.')",1.72,Substitution
2045,,"('#cyrano', 'Ah !...')",1.0,Deletion
2046,"('#lorenzo', 'Dormez-vous, seigneur ? Il le frappe.')","('#roxane', ""Qu'avez-vous ?"")",1.05,Substitution
2047,"('#le-duc', ""C'est toi, Renzo ?"")","('#cyrano', ""C'est fini. Détonations nouvelles."")",1.84,Substitution
2048,"('#lorenzo', ""Seigneur, n'en doutez pas. Il le frappe de nouveau. - Entre Scoronconcolo."")","('#roxane', ""Quoi ? Qu'est-ce encore ? On tire ? Elle remonte pour regarder au-dehors."")",1.73,Substitution
2049,,"('#cyrano', ""C'est fini, jamais plus je ne pourrai le dire !"")",1.0,Deletion
2050,"('#scoronconcolo', 'Est-ce fait ?')","('#roxane', 'Que se passe-t-il ?')",0.1,Substitution
2051,,"('#cyrano', ""Rien ! Des cadets sont entrés, cachant quelque chose qu'ils portent, et ils forment un groupe empêchant Roxane d'approcher."")",1.0,Deletion
2052,,"('#roxane', 'Ces hommes ?')",1.0,Deletion
2053,"('#lorenzo', ""Regarde, il m'a mordu au doigt.  Je garderai jusqu'à la mort cette bague sanglante, inestimable diamant."")",,1.0,Insertion
2054,"('#scoronconcolo', ""Ah !  Mon_Dieu !  C'est le duc de Florence !"")",,1.0,Insertion
2055,"('#lorenzo', ""Que la nuit est belle !  Que l'air du ciel est pur !  Respire, respire, coeur navré de joie !"")","('#cyrano', 'Laissez-les !...')",1.45,Substitution
2056,"('#scoronconcolo', 'Viens, Maître, nous en avons trop fait ; sauvons-nous.')","('#roxane', ""Mais qu'alliez-vous me dire avant ?..."")",1.7,Substitution
2057,"('#lorenzo', ""Que le vent du soir est doux et embaumé !  Comme les fleurs des prairies s'entrouvrent !  Ô nature magnifique, ô éternel repos !"")","('#cyrano', ""Ce que j'allais Vous dire ?... Rien, oh ! Rien, je le jure, Madame ! Je jure que l'esprit de Christian, que son âme Étaient... sont les plus grands... Solennellement. Se reprenant avec terreur."")",0.97,Substitution
2058,"('#scoronconcolo', 'Le vent va glacer sur votre visage la sueur qui en découle.  Venez, seigneur.')","('#roxane', 'Étaient ? Ah !... Avec un grand cri. Elle se précipite et écarte tout le monde.')",1.89,Substitution
2059,,"('#cyrano', ""C'est fini."")",1.0,Deletion
2060,"('#lorenzo', 'Ah !  Dieu de bonté !  Quel moment !')","('#roxane', 'Christian !')",0.86,Substitution
2061,,"('#le-bret', ""Le premier coup de feu de l'ennemi ! Roxane se jette sur le corps de Christian. Nouveaux coups de feu. Cliquetis. Tambours."")",1.0,Deletion
2062,"('#scoronconcolo', 'Son âme se dilate singulièrement.  Quant à moi, je prendrai les devants. Il veut sortir.')","('#carbon', ""C'est l'attaque ! Aux mousquets ! Suivi des cadets, il passe de l'autre côté du talus."")",1.34,Substitution
2063,,"('#roxane', 'Christian !')",1.0,Deletion
2064,"('#lorenzo', 'Attends !  Tire ces rideaux.  Maintenant, donne-moi la clef de cette chambre.')","('#carbon', ""Qu'on se dépêche !"")",1.39,Substitution
2065,"('#scoronconcolo', ""Pourvu que les voisins n'aient rien entendu !"")","('#roxane', 'Christian !')",1.5,Substitution
2066,"('#lorenzo', ""Ne te souviens-tu pas qu'ils sont habitués à notre tapage ?  Viens, partons. Ils sortent."")","('#carbon', 'Alignez-vous !')",1.5,Substitution
2067,,"('#roxane', 'Christian !')",1.0,Deletion
2068,"('#sire-maurice', ""Giomo n'est pas revenu encore de son message, cela devient de plus en plus inquiétant."")","('#carbon', ""Mesurez... mèche ! Ragueneau est accouru, apportant de l'eau dans un casque."")",1.66,Substitution
2069,"('#guicciardini', 'Le voilà qui entre dans la salle. Entre Giomo.')","('#christian', 'Roxane !...')",1.37,Substitution
2070,,"('#cyrano', ""J'ai tout dit. C'est toi qu'elle aime encor ! Christian ferme les yeux."")",1.0,Deletion
2071,"('#sire-maurice', ""Eh bien !  Qu'as-tu appris ?"")","('#roxane', 'Quoi, mon amour ?')",0.87,Substitution
2072,,"('#carbon', 'Baguette haute !')",1.0,Deletion
2073,,"('#roxane', ""Il n'est pas mort ?..."")",1.0,Deletion
2074,,"('#carbon', 'Ouvrez la charge avec les dents !')",1.0,Deletion
2075,,"('#roxane', 'Je sens sa joue Devenir froide, là, contre la mienne !')",1.0,Deletion
2076,"('#giomo', 'Rien du tout. Il sort.')","('#carbon', 'En joue !')",1.45,Substitution
2077,"('#guicciardini', ""Il ne veut pas répondre.  Le cardinal Cibo est enfermé dans le cabinet du duc ; c'est à lui seul que les nouvelles arrivent. Eh bien !  Le duc est-il retrouvé ?  Sait-on ce qu'il est devenu ? Entre un autre messager."")","('#roxane', ""Une lettre sur lui ! Pour moi ! Elle l'ouvre."")",1.29,Substitution
2078,"('#le-messager', 'Je ne sais pas. Il entre dans le cabinet.')","('#cyrano', 'Ma lettre !')",1.89,Substitution
2079,,"('#carbon', 'Feu ! Mousqueterie. Cris. Bruit de bataille.')",1.0,Deletion
2080,,"('#cyrano', 'Mais Roxane on se bat !')",1.0,Deletion
2081,"('#valori', ""Quel événement épouvantable, Messieurs, que cette disparition !  Point de nouvelles du duc !  Ne disiez-vous pas, sire Maurice, que vous l'avez vu hier soir ?  Il ne paraissait pas malade ? Rentre Giomo."")","('#roxane', ""Restez encore un peu. Il est mort. Vous étiez le seul à le connaître. - N'est-ce pas que c'était un être exquis, un être Merveilleux ? Elle pleure doucement."")",0.92,Substitution
2082,,"('#cyrano', 'Oui, Roxane.')",1.0,Deletion
2083,,"('#roxane', 'Un poète inouï,  Adorable ?')",1.0,Deletion
2084,,"('#cyrano', 'Oui, Roxane.')",1.0,Deletion
2085,,"('#roxane', 'Un esprit sublime ?')",1.0,Deletion
2086,,"('#cyrano', 'Oui,  Roxane !')",1.0,Deletion
2087,,"('#roxane', 'Un coeur profond, inconnu du profane,  Une âme magnifique et charmante ?')",1.0,Deletion
2088,,"('#cyrano', 'Oui, Roxane !')",1.0,Deletion
2089,"('#giomo', ""Je puis vous le dire à l'oreille, le duc est assassiné."")","('#roxane', 'Il est mort !')",0.96,Substitution
2090,,"('#cyrano', ""Et je n'ai qu'à mourir aujourd'hui,  Puisque, sans le savoir, elle me pleure en lui ! Trompettes au loin."")",1.0,Deletion
2091,,"('#de-guiche', ""C'est le signal promis ! Des fanfares de cuivres ! Les Français vont rentrer au camp avec des vivres ! Tenez encore un peu !"")",1.0,Deletion
2092,,"('#roxane', 'Sur la lettre, du sang,  Des pleurs !')",1.0,Deletion
2093,"('#sire-maurice', ""Assassiné !  Par qui ?  Où l'avez-vous trouvé ?"")","('#une-voix', 'Rendez-vous !')",1.06,Substitution
2094,"('#giomo', 'Où vous nous aviez dit : - dans la chambre de Lorenzo.')","('#cadets', 'Non !')",1.9,Substitution
2095,,"('#ragueneau', 'Le péril va croissant !')",1.0,Deletion
2096,,"('#cyrano', 'Emportez-la ! Je vais charger !')",1.0,Deletion
2097,"('#sire-maurice', 'Ah !  Sang du diable !  Le cardinal le sait-il ?')","('#roxane', 'Son sang ! Ses larmes !...')",1.55,Substitution
2098,,"('#ragueneau', ""Elle s'évanouit !"")",1.0,Deletion
2099,,"('#de-guiche', 'Tenez bon !')",1.0,Deletion
2100,,"('#une-voix', 'Bas les armes !')",1.0,Deletion
2101,"('#giomo', 'Oui, Excellence.')","('#cadets', 'Non !')",0.49,Substitution
2102,,"('#cyrano', 'Vous avez prouvé, Monsieur, votre valeur Fuyez en la sauvant ! Lui montrant Roxane.')",1.0,Deletion
2103,,"('#de-guiche', 'Soit ! Mais on est vainqueur Si vous gagnez du temps !')",1.0,Deletion
2104,"('#sire-maurice', ""Que décide-t-il ?  Qu'y a-t-il à faire ?  Déjà le peuple se porte en foule vers le palais.  Toute cette hideuse affaire a transpiré ; nous sommes morts si elle se confirme ; on nous massacrera. Des valets portant des tonneaux pleins de vin et de comestibles passent dans le fond."")","('#cyrano', ""C'est bon ! Adieu, Roxane ! Criant vers Roxane que de Guiche, aidé de Ragueneau, emporte évanouie. Tumulte. Cris. Des cadets reparaissent blessés et viennent tomber en scène. Cyrano se précipitant au combat est arrêté sur la crête par Carbon, couvert de sang."")",1.13,Substitution
2105,"('#guicciardini', 'Que signifie cela ?  Va-t-on faire des distributions au peuple ? Entre un seigneur de la cour.')","('#carbon', ""Nous plions ! J'ai reçu deux coups de pertuisane !"")",1.44,Substitution
2106,"('#le-seigneur', ""Le duc est-il visible, Messieurs ?  Voilà un cousin à moi, nouvellement arrivé d'Allemagne, que je désire présenter à Son Altesse ; soyez assez bons pour le voir d'un oeil favorable."")",,1.0,Insertion
2107,"('#guicciardini', 'Répondez-lui, seigneur Valori ; je ne sais que lui dire.')","('#cyrano', ""Hardi ! Reculès pas, drollos ! N'ayez pas peur ! J'ai deux morts à venger : Christian et mon bonheur ! Flotte, petit drapeau de dentelle à son chiffre ! Toumbé dèssus ! Escrasas lous ! Un air de fifre ! À Carbon, qu'il soutient. Ils redescendent. Cyrano brandit la lance où est attaché le mouchoir de Roxane. Il la plante en terre ; il crie aux cadets. Au fifre. Le fifre joue. Des blessés se relèvent. Des cadets dégringolant le talus viennent se grouper autour de Cyrano et du petit drapeau. Le carrosse se couvre et se remplit d'hommes, se hérisse d'arquebuses, se transforme en redoute."")",1.62,Substitution
2108,,"('#un-cadet', 'Ils montent le talus ! et tombe mort.')",1.0,Deletion
2109,"('#valori', ""La salle se remplit à tout instant de ces complimenteurs du matin.  Ils attendent tranquillement qu'on les admette."")","('#cyrano', ""On va les saluer ! Le talus se couronne en un instant d'une rangée terrible d'ennemis. Les grands étendards des Impériaux se lèvent."")",1.09,Substitution
2110,,"('#cyrano', 'Feu ! Décharge générale.')",1.0,Deletion
2111,,"('#soldats-espagnols', 'Feu ! Riposte meurtrière. Les cadets tombent de tous côtés.')",1.0,Deletion
2112,"('#sire-maurice', ""On l'a enterré là ?"")","('#un-officier-espagnol', 'Quels sont ces gens qui se font tous tuer ?')",1.08,Substitution
2113,,"('#cyrano', ""Ce sont les cadets_de_Gascogne De_Carbon_de_Castel-Jaloux ; Bretteurs et menteurs sans vergogne... Ce sont cadets_de_Gascogne De_Carbon_de_Castel-Jaloux... Il s'élance, suivi des quelques survivants. Le reste se perd dans la bataille. Rideau."")",1.0,Deletion
2114,,"('#soeur-marthe', 'Soeur Claire a regardé deux fois comment allait Sa cornette, devant la glace.')",1.0,Deletion
2115,,"('#mere-marguerite', ""C'est très laid."")",1.0,Deletion
2116,,"('#soeur-claire', ""Mais soeur Marthe a repris un pruneau de la tarte,  Ce matin : je l'ai vu."")",1.0,Deletion
2117,"('#giomo', ""Ma foi, oui, dans la sacristie.  Que voulez-vous ?  Si le peuple apprenait cette mort-là, elle pourrait en causer bien d'autres.  Lorsqu'il en sera temps, on lui fera des obsèques publiques.  En attendant, nous l'avons emporté dans un tapis."")","('#mere-marguerite', ""C'est très vilain, soeur_Marthe."")",1.95,Substitution
2118,,"('#soeur-claire', 'Un tout petit regard !')",1.0,Deletion
2119,,"('#soeur-marthe', 'Un tout petit pruneau !')",1.0,Deletion
2120,"('#valori', ""Qu'allons-nous devenir ?"")",,1.0,Insertion
2121,"('#plusieurs-seigneurs', ""Nous sera-t-il bientôt permis de présenter nos devoirs à Son Altesse ?  Qu'en pensez-vous, messieurs ? Entre le cardinal Cibo."")","('#mere-marguerite', 'Je le dirai, ce soir, à Monsieur_Cyrano.')",1.2,Substitution
2122,,"('#soeur-claire', 'Non ! Il va se moquer !')",1.0,Deletion
2123,"('#le-cardinal', 'Oui, messieurs, vous pourrez entrer dans une heure ou deux.  Le duc a passé la nuit à une mascarade, et il repose en ce moment. Des valets suspendent des dominos aux croisées.')","('#soeur-marthe', 'Il dira que les nonnes Sont très coquettes !')",1.54,Substitution
2124,,"('#soeur-claire', 'Très gourmandes !')",1.0,Deletion
2125,,"('#mere-marguerite', 'Et très bonnes.')",1.0,Deletion
2126,"('#les-courtisans', 'Retirons-nous, le duc est encore couché.  Il a passé la nuit au bal. Les courtisans se retirent. - Entrent les Huit.')",,1.0,Insertion
2127,"('#guicciardini', ""Eh bien, Cardinal, qu'y a-t-il de décidé ?"")","('#soeur-claire', ""N'est-ce pas, Mère_Marguerite_de_Jésus,  Qu'il vient, le samedi, depuis dix_ans ?"")",1.21,Substitution
2128,"('#le-cardinal', 'Primo avulso, non deficit alter Aureus, et simili frondescit virga metallo. Il sort.')","('#mere-marguerite', ""Et plus ! Depuis que sa cousine à nos béguins de toile Mêla le deuil mondain de sa coiffe de voile,  Qui chez nous vint s'abattre, il y a quatorze ans,  Comme un grand oiseau noir parmi les oiseaux blancs !"")",1.42,Substitution
2129,"('#guicciardini', ""Voilà qui est admirable ; mais qu'y a-t-il de fait ?  Le duc est mort ; il faut en élire un autre, et cela le plus vite possible.  Si nous n'avons pas un duc ce soir ou demain, c'en est fait de nous.  Le peuple est en ce moment comme l'eau qui va bouillir."")","('#soeur-marthe', ""Lui seul, depuis qu'elle a pris chambre dans ce cloître,  Sait distraire un chagrin qui ne veut pas décroître."")",1.5,Substitution
2130,"('#vettori', 'Je propose Octavien de Médicis.')","('#les-soeurs', ""Il est si drôle ! - C'est amusant quand il vient ! - Il nous taquine ! - Il est gentil ! - Nous l'aimons bien ! - Nous fabriquons pour lui des pâtes d'Angélique !"")",1.91,Substitution
2131,"('#capponi', ""Pourquoi ?  Il n'est pas le premier par les droits du sang."")","('#soeur-marthe', ""Mais enfin, ce n'est pas un très bon catholique !"")",1.46,Substitution
2132,"('#acciaiuoli', 'Si nous prenions le cardinal ?')","('#soeur-claire', 'Nous le convertirons.')",1.27,Substitution
2133,"('#sire-maurice', 'Plaisantez-vous ?')","('#les-soeurs', 'Oui ! Oui !')",1.62,Substitution
2134,"('#ruccellai', 'Pourquoi, en effet, ne prendriez-vous pas le cardinal, vous qui le laissez, au mépris de toutes les lois, se déclarer seul juge en cette affaire ?')","('#mere-marguerite', ""Je vous défend De l'entreprendre encor sur ce point, mes enfants. Ne le tourmentez pas : il viendrait moins peut-être !"")",0.88,Substitution
2135,,"('#soeur-marthe', 'Mais... Dieu !...')",1.0,Deletion
2136,"('#vettori', ""C'est un homme capable de la bien diriger."")","('#mere-marguerite', 'Rassurez-vous : Dieu doit bien le connaître.')",1.52,Substitution
2137,"('#ruccellai', ""Qu'il se fasse donner l'ordre du pape."")","('#soeur-marthe', ""Mais chaque samedi, quand il vient d'un air fier,  Il me dit en entrant : « Ma soeur j'ai fait gras, hier ! »"")",1.51,Substitution
2138,"('#vettori', ""C'est ce qu'il a fait ; le pape a envoyé l'autorisation par un courrier que le cardinal a fait partir dans la nuit."")",,1.0,Insertion
2139,"('#ruccellai', ""Vous voulez dire par un oiseau, sans doute ; car un courrier commence par prendre le temps d'aller, avant d'avoir celui de revenir.  Nous traite-t-on comme des enfants ?"")",,1.0,Insertion
2140,"('#canigiani', ""Messieurs, si vous m'en croyez voilà ce que nous ferons : nous élirons duc de Florence son fils Julien."")",,1.0,Insertion
2141,"('#ruccellai', ""Bravo !  Un enfant de cinq ans !  N'a-t-il pas cinq ans, Canigiani ?"")","('#mere-marguerite', ""Ah ! Il vous dit cela ?... Eh bien ! La fois dernière Il n'avait pas mangé depuis deux jours."")",1.46,Substitution
2142,,"('#soeur-marthe', 'Ma Mère !')",1.0,Deletion
2143,,"('#mere-marguerite', 'Il est pauvre.')",1.0,Deletion
2144,"('#guicciardini', ""Ne voyez-vous pas le personnage ?  C'est le cardinal qui lui met dans la tête cette sotte proposition.  Cibo serait régent, et l'enfant mangerait des gâteaux."")",,1.0,Insertion
