,diderot-est-il-bon-est-il-mechant,diderot-piece-prologue,Cost,Operation Type
1135,"('#monsieur-des-renardeaux', ""L'obtient-il ?"")","('#monsieur-renardeau', ""L'obtient-il ?"")",0.0,Match
1136,"('#madame-bertrand', 'Oui.')","('#madame-bertrand', 'Oui.')",0.0,Match
1137,"('#monsieur-des-renardeaux', 'Condamnons la dite dame Bertrand à restituer la façon.')","('#monsieur-renardeau', 'Condamnons la susdite dame à restituer la façon.')",0.0,Match
1138,"('#mademoiselle-beaulieu', 'Il y a plainte des dame et demoiselle de Vertillac, et Sieur de Crancey, contre le dit Sieur Hardouin.')",,1.0,Insertion
1139,"('#monsieur-de-crancey', 'Monsieur le juge, je ne me plains de rien.')",,1.0,Insertion
1140,"('#monsieur-des-renardeaux', 'Que les dame et demoiselle de Vertillac paraissent.  Quels sont vos griefs ?  De quoi vous plaignez-vous.')","('#mademoiselle-beaulieu', 'À vous, madame.')",0.77,Substitution
1141,"('#madame-de-vertillac', ""C'est un homme horrible, abominable..."")",,1.0,Insertion
1142,"('#monsieur-des-renardeaux', ""Point d'injures.  Au fond ; au fond."")",,1.0,Insertion
1143,"('#madame-de-vertillac', 'Bonne amie, parlez pour moi.')",,1.0,Insertion
1144,"('#madame-de-chepy', ""Pour consommer un mariage auquel une mère s'opposoit ; il a supposé la fille grosse.  Il a contrefait des lettres.  Il l'a liée par un dédit."")",,1.0,Insertion
1145,"('#monsieur-des-renardeaux', 'Je sais.  Que le dédit soit lacéré sur-le-champ ; que le Sieur Hardouin, la demoiselle de Vertillac et le Sieur de Crancey se jettent au pied de Madame de Vertillac ; et que la dame de Vertillac les relève et les embrasse. Ils se jettent aux pieds de Madame de Vertillac qui hésite et qui dit à Madame de Chépy.')",,1.0,Insertion
1146,"('#madame-de-vertillac', 'Que ferais-je ?  Bonne amie.')",,1.0,Insertion
1147,"('#madame-de-chepy', 'Ce que le juge ordonne, et ce que votre coeur vous dit. Madame de Vertillac relève et embrasse sa fille et Monsieur de Crancey, et dit à Monsieur Hardouin.')",,1.0,Insertion
1148,"('#madame-de-vertillac', ""Et toi double traître, il faut t'embrasser aussi. Et l'embrasse."")",,1.0,Insertion
1149,"('#mademoiselle-beaulieu', 'Il y a plainte de Madame de Chépy contre le dit Sieur Hardouin.')",,1.0,Insertion
1150,"('#monsieur-des-renardeaux', 'Je sais.  Renvoyés dos à dos, sauf à se retourner en temps et lieu.')",,1.0,Insertion
1151,"('#mademoiselle-beaulieu', 'Il y a plainte du Sieur des Renardeaux avocat, juge et partie contre le Sieur Hardouin.')",,1.0,Insertion
1152,"('#monsieur-des-renardeaux', ""Le Sieur des Renardeaux pardonnera au Sieur Hardouin à la condition que le dit Sieur Hardouin le mettra, sans délai ni prétexte aucuns, en possession d'une certaine chaise à porteur et qu'il subira une retraite de deux mois au moins à Gisors, pour n'y rien faire ou pour y faire ce que bon lui semblera."")",,1.0,Insertion
1153,"('#mademoiselle-beaulieu', 'Il y a plainte du Sieur de Surmont, bon ou mauvais poète, contre le Sieur Hardouin.')",,1.0,Insertion
1154,"('#monsieur-des-renardeaux', ""Qu'il paraisse.  Quels sont vos griefs ?  De quoi vous plaignez-vous ?"")",,1.0,Insertion
1155,"('#monsieur-de-surmont', ""De ce que l'on me demande une pièce ; qu'on se fait un mérite d'un service que je rends ; que je m'enferme toute une journée, pour faire la pièce ; et quand je l'apporte, qu'on me déclare qu'elle ne se jouera pas."")",,1.0,Insertion
1156,"('#monsieur-des-renardeaux', ""Condamnons le Sieur Hardouin qui a commandé la pièce qu'on ne jouera pas, à une amende de six louis, applicable aux cabalistes du parterre de la Comédie Française, sans compter les gages du chef de meute, à la première représentation de la pièce que le poète, bon ou mauvais, de Surmont fera et qu'on jouera."")","('#monsieur-renardeau', ""Je sais l'affaire.  Renvoyés dos à dos, sauf à se retourner en temps et lieu.  Vous, monsieur, qui avez fait la pièce qu'on ne jouera pas, condamnons celui qui l'a demandée à une amende de six louis, applicables aux cabalistes du parterre de la Comédie-Française, sans compter le salaire du chef de meute, à la première représentation de celle que vous ferez, et qu'on jouera.  Il faut, pour cette fois, que je sois juge et partie.  Pardonnons au sieur Hardouin, à la condition de nous mettre, sous huitaine, en possession certaine d'une chaise à porteurs, et le condamnons en deux mois de retraite à Gisors, pour n'y rien faire, ou pour y faire ce que bon lui semblera."")",0.0,Match
1157,"('#mademoiselle-beaulieu', ""Il y a plainte d'une Mademoiselle Beaulieu contre les Sieurs de Surmont et Hardouin, conjointement."")",,1.0,Insertion
1158,"('#monsieur-des-renardeaux', ""Qu'elle paraisse.  Quels sont vos griefs ?  De quoi vous plaignez-vous."")",,1.0,Insertion
1159,"('#mademoiselle-beaulieu', ""D'un vilain rôle, d'un rôle malhonnête ; à chaque ligne, à chaque mot, ma pudeur alarmée..."")","('#mademoiselle-beaulieu', ""Et moi donc, Monsieur le juge, est-ce qu'il ne sera rien statué sur ma pudeur alarmée par la lecture d'un vilain rôle ?"")",0.17,Substitution
1160,"('#monsieur-des-renardeaux', ""Condamnons le Sieur de Surmont, poète indécent, à s'observer à l'avenir ; et pour le moment, à prendre la main de mademoiselle, sans la serrer, et à la présenter à l'amie de sa maîtresse, pour en obtenir quelque grâce, si le cas y échoit."")","('#monsieur-renardeau', ""Condamnons le sieur de Surmont, poète indécent, à s'observer à l'avenir ; et, pour le moment, à prendre la main de mademoiselle, sans la serrer, et à la présenter à l'amie de sa maîtresse, pour en obtenir quelque grâce, s'il y échoit."")",0.0,Match
1161,"('#tous-ensemble', 'Bravo !  Bravo !  Bravo !')","('#tous-ensemble', 'Bravo !  Bravo !  Bravo !')",0.0,Match
1162,"('#mademoiselle-beaulieu', 'Paix-là.  Paix-là.  Paix-là.')","('#mademoiselle-beaulieu', 'Paix-là !  Paix-là !  Paix-là !')",0.0,Match
1163,"('#le-marquis-de-tourvelle', ""Monsieur Hardouin, je n'ai qu'un mot à vous dire.  Vous vous êtes fait un jeu cruel de m'en imposer.  Je ne sais quels sont vos principes, mais vous ne tarderez pas à connaître ce que cette imposture a d'odieux, et vous en aurez un long repentir."")",,1.0,Insertion
1164,"('#monsieur-des-renardeaux', 'Monsieur_le_Marquis, présentez vos griefs à la cour, et il en sera fait justice sur-le-champ.')",,1.0,Insertion
1165,"('#le-marquis-de-tourvelle', 'Serviteur.')",,1.0,Insertion
1166,"('#monsieur-hardouin', ""C'est Madame de Vertillac qui a causé mon erreur en brouillant les noms."")",,1.0,Insertion
1167,"('#madame-de-vertillac', 'Mais vous êtes-vous trompé de bonne foi ?')",,1.0,Insertion
1168,"('#monsieur-hardouin', 'Je ne fais pas autre chose.')",,1.0,Insertion
1169,"('#madame-de-vertillac', ""Ah !  Ah, ah, cela est aussi trop comique.  J'en écrirai demain à mon intendante ; comme elle en rira !"")",,1.0,Insertion
1170,"('#monsieur-de-surmont', 'Allons, Mademoiselle, le juge a prononcé.  Il faut obéir à Justice.')","('#monsieur-de-surmont', 'Allons, mademoiselle, le juge a prononcé ; il faut obéir à justice.')",0.0,Match
1171,"('#mademoiselle-beaulieu', ""Non, monsieur ; non.  Je ne me fie point à vous.  Il vous échappera quelques indécences qui me feront rougir et qui blesseraient Madame de Malves qui n'est pas faite à ce ton-là."")","('#mademoiselle-beaulieu', ""Non, monsieur ; non, monsieur ; je ne me fie point à vous.  Vous irez dire quelques polissonneries qui me feront rougir, et qui blesseraient madame de Malves, qui n'est pas faite à ce ton-là."")",0.0,Match
1172,"('#monsieur-de-surmont', 'Ne craignez rien.  Vos enfants sont-ils là ?')","('#monsieur-de-surmont', 'Ne craignez rien...  Vos enfants sont-ils là ?')",0.0,Match
1173,"('#mademoiselle-beaulieu', 'Oui.')","('#mademoiselle-beaulieu', 'Oui.')",0.0,Match
1174,"('#monsieur-de-surmont', ""Madame, vous êtes toujours indulgente, et nous avons pensé que vous le seriez encore davantage aujourd'hui.  Je me suis chargé de vous apprendre une nouvelle et de vous demander deux grâces.  La nouvelle et la première des grâces, c'est de faire pardonner à mademoiselle d'avoir caché à sa maîtresse qu'elle n'était pas mariée."")","('#monsieur-de-surmont', ""Madame, vous êtes toujours bonne, et nous avons pensé que vous le seriez encore davantage aujourd'hui.  Je me suis chargé de vous apprendre une nouvelle, et de vous demander deux grâces.  La première de ces grâces, c'est de faire pardonner Mademoiselle d'avoir caché à sa maîtresse qu'elle n'était pas mariée."")",0.0,Match
1175,"('#mademoiselle-beaulieu', 'Mais, monsieur ; je ne le suis pas non plus.')","('#mademoiselle-beaulieu', 'Mais, Monsieur, je ne le suis pas non plus.')",0.0,Match
1176,"('#monsieur-de-surmont', ""Vous direz qu'il faut qu'elle épouse le père.  S'il n'y est encore qu'un, cela se ferait.  Mais ces demoiselles se sont mises à la mode.  Chacun de nos enfants a son père."")","('#monsieur-de-surmont', ""Vous direz qu'il faut qu'elle épouse le père.  S'il n'y en avait qu'un, à la bonne heure.  Mais ces demoiselles se sont mises à la mode ; chacun de nos enfants a son père : autant de pères que d'enfants, ni plus ni moins.  L'autre grâce, c'est de vous présenter ces enfants.  Quoique tous vos jours soient autant de fêtes pour vos amis, il n'arrive pas souvent à une fille honnête de mener à sa suite un petit troupeau d'enfants.  Permettez aux nôtres d'entrer...  Mademoiselle, avez-vous assez rougi, sans savoir de quoi ?...  Faites entrer vos petits. Madame y consent. Ici paraît Madame de Malves pour qui la pièce a été faite."")",0.0,Match
1177,"('#mademoiselle-beaulieu', 'Monsieur vous extravaguez.')",,1.0,Insertion
1178,"('#monsieur-de-surmont', ""Autant de pères que d'enfants, ni plus ni moins.  L'autre grâce, c'est de vous présenter ces enfants.  Il n'arrive pas souvent à une fille honnête de mener à sa suite un petit troupeau d'enfants.  Permettez aux nôtres d'entrer...  Mademoiselle avez-vous assez rougi, sans savoir de quoi...  Faites entrer vos petits ; madame y consent."")",,1.0,Insertion
1179,"('#mademoiselle-beaulieu', ""Madame, permettez à l'innocence de vous offrir..."")","('#mademoiselle-beaulieu', ""Madame, permettez à l'innocence de vous offrir..."")",0.0,Match
1180,"('#monsieur-de-surmont', ""L'hommage de la malice."")","('#monsieur-de-surmont', ""L'hommage de la malice."")",0.0,Match
1181,"('#mademoiselle-beaulieu', ""Ne voilà-t-il pas que vous me brouillez et que je ne sais plus où j'en suis."")","('#mademoiselle-beaulieu', ""Ne voilà-t-il pas que vous me brouillez, et que je ne sais plus où j'en suis."")",0.0,Match
1182,"('#monsieur-hardouin', 'Je ne vous aurais pas soupçonnée de perdre si facilement la tête.')",,1.0,Insertion
1183,"('#monsieur-de-surmont', ""Mais j'ai fait le compliment, et il faut qu'il se dise."")",,1.0,Insertion
1184,"('#monsieur-hardouin', ""L'année prochaine...  Allons, petits, présentez vos bouquets à madame. Cependant, Monsieur de Surmont dit tout bas à Mademoiselle Beaulieu."")","('#monsieur-de-surmont', ""Je ne vous aurais pas soupçonnée de perdre si facilement la tête...  Allons, petits, présentez vos bouquets... Mademoiselle, parmi ces enfants-là, n'y en aurait-il pas un que vous aimeriez mieux que les autres ?  Montrez-le-moi, afin que je le baise. Tandis que les enfants présentent leurs bouquets, Monsieur de Surmont dit tout bas à Mademoiselle Beaulieu. On commence à chanter des couplets."")",0.0,Match
1185,"('#monsieur-de-surmont', ""Parmi ces enfants-là, n'y en aurait-il pas un que vous aimeriez mieux que les autres.  Montrez-le-moi, afin que je le baise. On commence à danser un ballet et à chanter des couplets à la louange de Madame de Malves."")",,1.0,Insertion
1186,"('#madame-bertrand', ""C'est Monsieur Poultier !  C'est lui !...  Monsieur, je suis une femme honnête.  Sans ma triste aventure, jamais je n'aurais approché de votre perfide ami.  Je ne le connais que d'aujourd'hui.  Ne croyez rien de ce qu'il vous a dit."")","('#madame-bertrand', ""C'est Monsieur Poultier !  C'est lui !  Monsieur, je suis une femme honnête ; sans ma triste affaire, je n'aurais jamais vu votre perfide ami.  Je ne le connais que d'aujourd'hui.  Ne croyez rien de ce qu'il vous a dit."")",0.0,Match
1187,"('#monsieur-des-renardeaux', 'Tant pis pour elle.')","('#monsieur-renardeau', 'Tant pis pour elle.')",0.0,Match
1188,"('#monsieur-poultier', 'Et cet enfant ?  Parlez donc.  Cet enfant ?')","('#monsieur-poultier', 'Et cet enfant ?  Parlez donc.  Cet enfant ?')",0.0,Match
1189,"('#madame-bertrand', 'Le cruel homme, parlera-t-il.')","('#madame-bertrand', 'Le cruel homme, parlera-t-il ?')",0.0,Match
1190,"('#monsieur-hardouin', ""Cet enfant ?  Il est charmant.  Je ne vous ai pas dit qu'il fut de moi ; mais que je le supposais.  En conscience, il faut que je le restitue au capitaine Bertrand."")","('#monsieur-hardouin', ""L'enfant ?  Il est charmant ; mais, en conscience, il faut que je le restitue au capitaine Bertrand."")",0.0,Match
1191,"('#monsieur-poultier', ""Le traître !  Comme il m'a dupé !"")","('#monsieur-poultier', ""Le traître !  Comme j'ai été dupé !"")",0.0,Match
1192,"('#madame-bertrand', 'Lorsque vous teniez Binbin sur vos genoux...')","('#madame-bertrand', 'Et avec moi, lorsque vous teniez mon enfant sur vos genoux ?...')",0.45,Substitution
1193,"('#monsieur-poultier', ""J'étais bien ridicule.  Mais qui est-ce qui n'y aurait pas donné.  Il en avait les larmes aux yeux."")","('#monsieur-poultier', ""Très ridicule! Qui est-ce qui n'y aurait pas donné ?  C'est qu'il en avait les larmes aux yeux.  Plus de confiance en celui qui sait feindre avec cette vérité !"")",0.0,Match
1194,"('#monsieur-hardouin', ""Monsieur l'avocat de Gisors, plaidez donc pour moi."")","('#monsieur-hardouin', ""Monsieur l'avocat de Gisors, d2fendez-moi donc."")",0.0,Match
1195,"('#monsieur-des-renardeaux', ""C'est sa mine hypocrite, qu'il fallait voir ; c'est son ton pathétique qu'il fallait entendre, lorsqu'il s'affligeait de la mort de sa soeur !"")","('#monsieur-renardeau', ""C'est sa mine hypocrite qu'il fallait voir ; c'est son discours pathétique qu'il fallait entendre, lorsqu'il s'affligeait sur la mort de sa soeur."")",0.0,Match
1196,"('#madame-de-vertillac', 'Plus, plus de confiance en celui qui peut feindre avec tant de vérité.  Quand je pense à mon désespoir, à son sens froid, à ses consolations cruelles !')",,1.0,Insertion
1197,"('#madame-bertrand', 'Me voilà réhabilitée dans votre esprit ; mais le ministre ?  Mais sa femme ?')","('#madame-bertrand', 'Me voilà réhabilitée dans votre esprit.  Mais le ministre ?  Mais sa femme ?...')",0.0,Match
1198,"('#monsieur-hardouin', 'Et vous donnez dans cette confidence.')","('#monsieur-hardouin', 'Et vous croyez à cette confidence ?')",0.19,Substitution
1199,"('#monsieur-poultier', 'Pourquoi non ?')","('#monsieur-poultier', 'Pourquoi non?')",0.0,Match
1200,"('#monsieur-hardouin', ""C'est qu'elle ne s'est point faite."")","('#monsieur-hardouin', ""C'est que vous ne l'avez pas faite."")",0.73,Substitution
1201,"('#monsieur-poultier', ""Le scélérat !  L'insigne scélérat !  Je croyais m'amuser de lui, et c'est lui qui me persifflait."")","('#monsieur-poultier', ""Le scélérat !  L'insigne scélérat !  Je croyais m'amuser de lui, et c'est lui qui se moquait de moi."")",0.0,Match
1202,"('#madame-de-chepy', 'Est-il bon ?  Est-il méchant ?')","('#madame-de-chepy', 'Est-il bon? Est-il méchant?')",0.0,Match
1203,"('#mademoiselle-beaulieu', ""L'un après l'autre."")","('#mademoiselle-beaulieu', 'Tour à tour.')",1.59,Substitution
1204,"('#madame-de-vertillac', 'Comme vous, comme moi, comme tout le monde.')","('#monsieur-hardouin', 'Comme tout le monde.')",0.45,Substitution
1205,"('#madame-bertrand', ""Et je n'ai point à rougir..."")","('#madame-bertrand', ""Et je n'ai point à rougir..."")",0.0,Match
1206,"('#monsieur-poultier', ""Non, non, madame....  Mais je venais partager votre joie et je crains de l'avoir troublée."")","('#monsieur-poultier', ""Non, non, madame...  Mais je venais partager votre joie, et je crains de l'avoir troublée."")",0.0,Match
1207,"('#monsieur-de-surmont', ""Nous chantions quelques couplets à l'honneur de Madame de Malves et nous allons les reprendre. On reprend les couplets et le ballet ; et le 4eme acte finit."")","('#monsieur-de-surmont', ""Nous chantions quelques couplets à l'honneur de madame de Malves, et nous allons les reprendre, \n On reprend les couplets, et la pièce finit."")",0.0,Match
