,corneillet-festin-pierre,moliere-dom-juan,Cost,Operation Type
782,"('#don-louis', ""Ne m'abusez-vous point, et serait-il possible, Que votre coeur, ce coeur si longtemps inflexible, Si longtemps en aveugle au crime abandonné, Eût rompu les liens dont il fut enchaîné ? Qu'un pareil changement me va causer de joie ? Mais encor une fois faut-il que je le croie, Et se peut-il qu'enfin le Ciel m'ait accordé Ce qu'avec tant d'ardeur j'ai toujours demandé ?"")","('#don-louis', ""Quoi ?  Mon fils, serait-il possible que la bonté du Ciel eût exaucé mes voeux ?  Ce que vous me dites est-il bien vrai ?  Ne m'abusez-vous point d'un faux espoir, et puis-je prendre quelque assurance sur la nouveauté surprenante d'une telle conversion ? "")",0.0,Match
783,"('#don-juan', ""Oui, Monsieur, ce retour dont j'étais si peu digne, Nous est de ses bontés un témoignage insigne. Je ne plus ce fils, dont les lâches désirs N'eurent pour seul objet que d'infâmes plaisirs. Le Ciel, dont la clémence est pour moi sans seconde, M'a fait voir tout_à_coup les vains abus du monde. Tout_à_coup de sa voix l'attrait victorieux A pénétré mon âme, et dessillé mes yeux, Et je vois, par l'effet dont sa grâce est suivie, Avec autant d'horreur les taches de ma vie, Que j'eus d'emportement pour tout ce que mes sens Trouvaient à me flatter d'appas éblouissants. Quand j'ose rappeler l'excès abominable Des désordres honteux dont je me sens coupable, Je frémis et m'étonne, en m'y voyant courir, Comme le Ciel a pu si longtemps me souffrir, Comme cent et cent fois il n'a pas sur ma tête Lancé l'affreux carreau qu'aux méchants il apprête. L'amour qui tint pour moi son courroux suspendu, M'apprend à ses bontés quel sacrifice est dû. Il l'attend, et ne veut que ce coeur infidèle, Ce coeur jusqu'à ce jour à ses ordres rebelle. Enfin (et vos soupirs l'ont sans doute obtenu) De mes égarements me voilà revenu. Plus de remise, il faut qu'aux yeux de tout le monde, À mes folles erreurs mon repentir réponde, Que j'efface, en changeant mes criminels désirs, L'empressement fatal que j'eus pour les plaisirs, Et tâche à réparer par une ardeur égale, Ce que mes passions ont causé de scandale. C'est à quoi tous mes voeux aujourd'hui sont portés, Et je devrai beaucoup, Monsieur, à vos bontés, Si dans le changement où ce retour m'engage, Vous me daignez choisir quelque saint Personnage, Qui me servant de Guide, ait soin de me montrer À bien suivre la route où je m'en vais entrer."")","('#don-juan', ""Oui, vous me voyez revenu de toutes mes erreurs, je ne suis plus le même d'hier au soir, et le Ciel tout d'un coup a fait en moi un changement qui va surprendre tout le monde.  Il a touché mon âme, et dessillé mes yeux, et je regarde avec horreur le long aveuglement où j'ai été et les désordres criminels de la vie que j'ai menée.  J'en repasse dans mon esprit toutes les abominations, et m'étonne comme le Ciel les a pu souffrir si longtemps, et n'a pas vingt fois sur ma tête laissé tomber les coups de sa justice redoutable.  Je vois les grâces que sa bonté m'a faites en ne me punissant point de mes crimes, et je prétends en profiter comme je dois, faire éclater aux yeux du monde un soudain changement de vie, réparer par là le scandale de mes actions passées, et m'efforcer d'en obtenir du Ciel une pleine rémission.  C'est à quoi je vais travailler, et je vous prie, Monsieur, de vouloir bien contribuer à ce dessein, et de m'aider vous-même à faire choix d'une personne qui me serve de guide, et sous la conduite de qui je puisse marcher sûrement dans le chemin où je m'en vais entrer. "")",0.17,Substitution
784,"('#don-louis', ""Ah ! Qu'aisément un fils trouve le coeur d'un père, Prêt au moindre remords à calmer sa colère ! Quels que soient les chagrins que par vous j'ai reçus, Vous vous en repentez, je ne m'en souviens plus. Tout vous porte à gagner cette grande victoire, L'intérêt du salut, celui de votre gloire ; Combattez, et surtout ne vous relâchez pas. Mais dans cette Campagne, où s'adressent vos pas ? J'ai sorti de la Ville exprès pour une affaire, Où dès hier ma présence était fort nécessaire, Et j'ai voulu marcher un moment au retour. Mon Carrosse m'attend à ce premier détour, Venez."")","('#don-louis', ""Ah !  Mon fils, que la tendresse d'un père est aisément rappelée, et que les offenses d'un fils s'évanouissent vite au moindre mot de repentir !  Je ne me souviens plus déjà de tous les déplaisirs que vous m'avez donnés, et tout est effacé par les paroles que vous venez de me faire entendre.  Je ne me sens pas, je l'avoue, je jette des larmes de joie, tous mes voeux sont satisfaits, et je n'ai plus rien désormais à demander au Ciel.  Embrassez-moi, mon fils, et persistez, je vous conjure, dans cette louable pensée.  Pour moi, j'en vais tout de ce pas porter l'heureuse nouvelle à votre mère, partager avec elle les doux transports du ravissement où je suis, et rendre grâce au Ciel des saintes résolutions qu'il a daigné vous inspirer. "")",0.0,Match
785,"('#don-juan', ""Non, aujourd'hui souffrez-moi l'avantage D'un peu de solitude au prochain ermitage. C'est là que retiré, loin du monde et du bruit, Pour m'offrir mieux au Ciel je veux passer la nuit. Ma peine y finira ; et tout ce qui m'en peut faire Dans ce détachement qui m'est si nécessaire, C'est que pour mes plaisirs je me suis fait prêter Des sommes que je suis hors d'état d'acquitter. Faute de rendre, il est des Gens qui me maudissent, Qui font..."")",,1.0,Insertion
786,"('#don-louis', 'Que là-dessus vos scrupules finissent. Je paierai tout, mon fils, et prétends de mon bien Vous donner...')",,1.0,Insertion
787,"('#don-juan', 'Ah ! Pour moi je ne demande rien. Pourvu que par mes pleurs mes fautes réparées...')",,1.0,Insertion
788,"('#don-louis', ""Ô consolations ! Douceurs inespérées ! Tous mes voeux sont enfin heureusement remplis ; Grâce aux bontés du Ciel, j'ai retrouvé mon fils, Il se rend à la voix qui vers lui le rappelle. Je cours à votre mère en porter la nouvelle. Adieu, prenez courage, et si vous persistez, N'attendez plus que joie et que prospérités."")",,1.0,Insertion
789,"('#sganarelle', 'Monsieur.')",,1.0,Insertion
790,"('#don-juan', ""Qu'est-ce ?"")",,1.0,Insertion
791,"('#sganarelle', 'Ah !')",,1.0,Insertion
792,"('#don-juan', 'Comment ? Tu pleures ?')",,1.0,Insertion
793,"('#sganarelle', ""C'est de joie De vous voir embrasser enfin la bonne voie. Jamais encor, je crois, je n'en ai tant senti. Ah, quel plaisir ce m'est de vous voir converti ! Le Ciel a bien pour vous exaucé mon envie. Franchement vous meniez une diable de vie. Mais à tout Pécheur grâce, il n'en faut plus parler. L'Hermitage est-il loin où vous voulez aller ?"")","('#sganarelle', ""Ah !  Monsieur, que j'ai de joie de vous voir converti !  Il y a longtemps que j'attendais cela, et voilà, grâce au Ciel, tous mes souhaits accomplis. "")",0.14,Substitution
794,"('#don-juan', 'Eh.')",,1.0,Insertion
795,"('#sganarelle', 'Serait-ce là-bas ? Vers cet endroit sauvage...')",,1.0,Insertion
796,"('#don-juan', 'La peste le benêt avec son ermitage !')","('#don-juan', 'La peste, le benêt ! ')",0.0,Match
797,"('#sganarelle', ""Pourquoi ? Frère Pacôme est un homme de bien, Et je crois qu'avec lui vous ne perdriez rien."")","('#sganarelle', 'Comment, le benêt ? ')",1.71,Substitution
798,"('#don-juan', 'Parbleu, tu me ravis. Quoi, tu me crois sincère, Dans un conte forgé pour attraper mon père ?')","('#don-juan', ""Quoi ?  Tu prends pour de bon argent ce que je viens de dire, et tu crois que ma bouche était d'accord avec mon coeur ? "")",0.77,Substitution
799,"('#sganarelle', ""Comment ? Vous ne... Monsieur, c'est... où donc allons-nous ?"")",,1.0,Insertion
800,"('#don-juan', ""La belle de tantôt m'a donné rendez-vous. Voici l'heure, et j'y vais, c'est là mon ermitage."")",,1.0,Insertion
801,"('#sganarelle', ""La retraite sera méritoire. Ah ! J'enrage."")",,1.0,Insertion
802,"('#don-juan', 'Elle est jolie, oui ?')",,1.0,Insertion
803,"('#sganarelle', ""Mais l'aller chercher si loin ?"")",,1.0,Insertion
804,"('#don-juan', ""Elle m'a touché l'âme, et s'il était besoin, Pour ne la manquer pas, j'irais jusques à Rome."")",,1.0,Insertion
805,"('#sganarelle', ""Belle conversion ! Ah quel Homme, quel Homme ! Vous l'attendrai en vain, elle ne viendra pas."")","('#sganarelle', ""Quoi ?  Ce n'est pas...  Vous ne...  Votre...  Oh quel homme !  Quel homme !  Quel homme ! "")",0.74,Substitution
806,"('#don-juan', ""Je crois qu'elle viendra, moi."")",,1.0,Insertion
807,"('#sganarelle', 'Tant pis.')",,1.0,Insertion
808,"('#don-juan', ""En tout cas, Ma peine au rendez-vous ne sera point perdue. C'est où du Commandeur on a mis la Statue ; Il nous a conviés à souper. On verra Comment, s'il nous reçoit, il s'en acquittera."")",,1.0,Insertion
809,"('#sganarelle', 'Souper avec un mort ? Tué par vous ?')",,1.0,Insertion
810,"('#don-juan', ""N'importe. J'ai promis, sur la peur ma promesse l'emporte."")",,1.0,Insertion
811,"('#sganarelle', 'Et si la Belle vient, et se laisse emmener ?')",,1.0,Insertion
812,"('#don-juan', 'Oh ma foi, la Statue ira se promener. Je préfère à tout mort une jeune vivante.')","('#don-juan', 'Non, non, je ne suis point changé, et mes sentiments sont toujours les mêmes. ')",1.78,Substitution
813,"('#sganarelle', ""Mais voir une Statue et mouvante et parlante, N'est-ce pas..."")","('#sganarelle', 'Vous ne vous rendez pas à la surprenante merveille de cette statue mouvante et parlante ? ')",0.0,Match
814,"('#don-juan', ""Il est vrai, c'est quelque chose ; en vain Je ferais là-dessus un jugement certain, Pour ne s'y point méprendre, il en faut voir la suite. Cependant, si j'ai feint de changer de conduite ; Si j'ai dit que j'allais me déchirer le coeur, D'une vie exemplaire embrasser la rigueur, C'est un pur stratagème, un ressort nécessaire, Par où ma Politique éblouissant mon père, Me va mettre à couvert de divers embarras, Dont sans lui mes Amis ne se tireraient pas. Si l'on s'en inquiète, il obtiendra ma grâce. Tu vois comme déjà ma première grimace L'a porté de lui-même à se vouloir charger Des dettes, dont par lui je vais me dégager."")","('#don-juan', ""Il y a bien quelque chose là dedans que je ne comprends pas ; mais quoi que ce puisse être, cela n'est pas capable, ni de convaincre mon esprit, ni d'ébranler mon âme, et si j'ai dit que je voulais corriger ma conduite et me jeter dans un train de vie exemplaire, c'est un dessein que j'ai formé par pure politique, un stratagème utile, une grimace nécessaire où je veux me contraindre pour ménager un père dont j'ai besoin, et me mettre à couvert, du côté des hommes, de cent fâcheuses aventures qui pourraient m'arriver.  Je veux bien, Sganarelle, t'en faire confidence, et je suis bien aise d'avoir un témoin des véritables motifs qui m'obligent à faire les choses. "")",0.0,Match
815,"('#sganarelle', ""Mais n'étant point dévot, par quelle effronterie De la dévotion faire une momerie ?"")","('#sganarelle', 'Quoi ?  Vous ne croyez rien du tout, et vous voulez cependant vous ériger en homme de bien ? ')",1.41,Substitution
816,"('#don-juan', ""Il est des gens de bien et vraiment vertueux. Tout méchant que je suis j'ai du respect pour eux ; Mais si l'on n'en peut trop élever les mérites, Parmi ces gens de bien il est mille hypocrites, Qui ne se contrefont que pour en profiter, Et pour mes intérêts je veux les imiter."")","('#don-juan', ""Et pourquoi non ?  Il y en a tant d'autres comme moi, qui se mêlent de ce métier, et qui se servent du même masque pour abuser le monde ! "")",0.42,Substitution
817,"('#sganarelle', 'Ah quel homme, quel homme !')","('#sganarelle', 'Ah, quel homme !  Quel homme ! ')",0.0,Match
818,"('#don-juan', ""Il n'est rien si commode. Vois-tu ? L'hypocrisie est un vice à la mode, Et quand de ses couleurs un vice est revêtu, Sous l'appui de la mode il passe pour vertu. Sur tout ce qu'à jouer il est de personnages. Celui d'Homme de bien a de grands avantages. C'est un Art grimacier, dont les détours flatteurs Cachent sous un beau voile un amas d'Imposteurs. On a beau découvrir que ce n'est que faux zèle, L'imposture est reçue, on ne peut rien contre elle, La censure voudrait y mordre vainement. Contre tout autre vice on parle hautement, Chacun a liberté d'en faire voir le piège, Mais pour l'hypocrisie elle a son privilège, Qui sous le masque adroit d'un visage emprunté, Lui fait tout entreprendre avec impunité. Flattant, ceux du Parti, plus qu'aucun redoutable, On se fait d'un grand corps le membre inséparable. C'est alors qu'on est sûr de ne succomber pas. Quiconque en blesse l'un, les a tous sur les bras, Et ceux même qu'on sait que le Ciel seul occupe, Des Singes de leurs moeurs sont d'ordinaire dupe. À quoi que leur malice ait pu se dispenser, Leur appui leur est sûr, ils ont vu grimacer. Ah ! Combien j'en connais qui par ce stratagème, Après avoir vécu dans un désordre extrême, S'armant du bouclier de la Religion, Ont rhabillé sans bruit leur dépravation, Et pris droit, au milieu de tout ce que nous sommes, D'être sous ce manteau les plus méchants des Hommes. On a beau les connaître, et savoir ce qu'ils sont, Trouver lieu de scandale aux intrigues qu'ils ont, Toujours même crédit. Un maintien doux, honnête, Quelques roulements d'yeux, des baissements de tête, Trois ou quatre soupirs mêlés dans un discours, Sont pour tout rajuster d'un merveilleux secours C'est sous un tel abri qu'assurant mes affaires, Je veux de mes Censeurs duper les plus sévères. Je ne quitterai point mes pratiques d'amour, J'aurai soin seulement d'éviter le grand jour, Et saurai, ne voyant en public que des Prudes, Garder à petit bruit mes douces habitudes. Si je suis découvert dans mes plaisirs secrets, Tout le corps en chaleur prendra mes intérêts, Et sans me remuer, je verrai la cabale Me mettre hautement à couvert du scandale. C'est là le vrai moyen d'oser impunément Permettre à mes désirs un plein emportement. Des actions d'autrui je ferai le critique, Médirai saintement, et d'un ton pacifique, Applaudissant à tout ce qui sera blâmé, Ne croirai que moi seul digne d'être estimé. S'il faut que d'intérêt quelque affaire se passe, Fût-ce veuve, orphelin, point d'accord, point de grâce, Et pour peu qu'on me choque, ardent à me venger, Jamais rien au pardon ne pourra m'obliger. J'aurai tout doucement le zèle charitable De nourrir une haine irréconciliable ; Et quand on me viendra porter à la douceur, Des intérêts du Ciel je ferai le vengeur. Le prenant pour garant du soin de sa querelle, J'appuierai de mon coeur la malice infidèle. Et selon qu'on m'aura plus_ou_moins respecté, Je damnerai les Gens de mon autorité. C'est ainsi que l'on peut, dans le siècle où nous sommes, Profiter sagement des faiblesses des Hommes, Et qu'un esprit bien fait, s'il craint les Mécontents, Se doit accommoder aux vices de son temps."")","('#don-juan', ""Il n'y a plus de honte maintenant à cela : l'hypocrisie est un vice à la mode, et tous les vices à la mode passent pour vertus.  La profession d'hypocrite a de merveilleux avantages.  C'est un art de qui l'imposture est toujours respectée, et quoiqu'on la découvre, on n'ose rien dire contre elle.  Tous les autres vices des hommes sont exposés à la censure, et chacun a la liberté de les attaquer hautement, mais l'hypocrisie est un vice privilégié, qui, de sa main, ferme la bouche à tout le monde, et jouit en repos d'une impunité souveraine.  On lie, à force de grimaces une société étroite avec tous les gens du parti : qui en choque un, se les attire tous sur les bras, et ceux que l'on sait même agir de bonne foi là-dessus, et que chacun connaît pour être véritablement touchés : ceux-là, dis-je, sont le plus souvent les dupes des autres ; ils donnent bonnement dans le panneau des grimaciers, et appuient aveuglément les singes de leurs actions.  Combien crois-tu que j'en connaisse, qui par ce stratagème ont rhabillé adroitement les désordres de leur jeunesse, et, sous un dehors respecté, ont la permission d'être les plus méchants hommes du monde ?  On a beau savoir leurs intrigues et les connaître pour ce qu'ils sont, ils ne laissent pas pour cela d'être en crédit parmi les gens, et quelque baissement de tête, un soupir mortifié, et deux roulements d'yeux rajustent dans le monde tout ce qu'ils peuvent faire.  C'est sous cet abri favorable que je veux me sauver, et mettre en sûreté mes affaires.  Je ne quitterai point mes douces habitudes, mais j'aurai soin de me cacher et me divertirai à petit bruit.  Que si je viens à être découvert, je verrai sans me remuer, prendre mes intérêts à toute la cabale, et je serai défendu par elle envers, et contre tous.  Enfin, c'est là le vrai moyen de faire impunément tout ce que je voudrai.  Je m'érigerai en censeur des actions d'autrui, jugerai mal de tout le monde, et n'aurai bonne opinion que de moi.  Dès qu'une fois on m'aura choqué tant soit peu, je ne pardonnerai jamais, et garderai tout doucement une haine irréconciliable.  Je ferai le vengeur de la vertu opprimée, et sous ce prétexte commode, je pousserai mes ennemis, je les accuserai d'impiété, et saurai déchaîner contre eux des zélés indiscrets, qui sans connaissance de cause, crieront contre eux, qui les accableront d'injures, et les damneront hautement de leur autorité privée.  C'est ainsi qu'il faut profiter des faiblesses des hommes, et qu'un sage esprit s'accommode aux vices de son siècle. "")",0.0,Match
