,dufresny-chevalier-joueur,regnard-joueur,Cost,Operation Type
917,"('#nerine', 'La réponse est courte, mais elle est claire.')","('#madame-la-ressource', ""Lorsque je le verrai, j'en serai plus certaine."")",1.61,Substitution
918,"('#angelique', ""Non, Nérine, c'est Dorante que j'attends ; que ne vient-il m'aider à vaincre un reste de passion qui m'agite encore malgré moi ?"")","('#valere', 'Quel bonheur est le mien ! Enfin voici le jour, Madame, où je dois voir triompher mon amour. Mon coeur tout pénétré... mais, ciel ! Quelle tristesse, Nérine, a pu saisir ta charmante maîtresse ? Est-ce ainsi que tantôt ? ...')",0.53,Substitution
919,,"('#nerine', 'Bon ! Ne savez-vous pas ? Les filles sont, Monsieur, tantôt haut, tantôt bas.')",1.0,Deletion
920,,"('#valere', 'Hé quoi ! Changer sitôt !')",1.0,Deletion
921,"('#angelique', ""Venez Dorante, venez m'aider à haïr le Chevalier autant qu'il le mérite, ne le ménagez plus, vous ne sauriez me plaire qu'en me parlant de son ingratitude."")","('#angelique', 'Ne craignez point, Valère, Les funestes retours de mon humeur légère : Le portrait dont ma main vous a fait possesseur Vous est un sûr garant que vous avez mon coeur.')",0.94,Substitution
922,"('#dorante', 'Avec de tels discours je ne vous plairai pas longtemps.')","('#valere', 'Que ce tendre discours me charme et me rassure !')",0.7,Substitution
923,,"('#nerine', ""Tu ne seras heureux, par ma foi, qu'en peinture."")",1.0,Deletion
924,,"('#angelique', ""Quiconque a mon portrait, sans crainte de rival, Doit, avec la copie, avoir l'original."")",1.0,Deletion
925,"('#angelique', ""Hé !  Si vous craignez ma faiblesse, prévenez-la donc, je vous l'ai déjà dit : servez-vous du pouvoir que vous avez sur mon esprit ; ma raison, mon estime, mon coeur même, tout se déclare en votre faveur ; parlez, je suis à vous, si vous voulez."")","('#valere', 'Madame, en ce moment, que mon âme est contente !')",1.32,Substitution
926,,"('#angelique', 'Ne consentez-vous pas à ce parti, Dorante ?')",1.0,Deletion
927,"('#dorante', ""Non, Madame, non, je ne veux point qu'un engagement précipité vous expose aux retours d'une passion mal éteinte ; et je serais au désespoir que vous manquassiez d'être heureuse avec lui, si vous pouvez l'être."")","('#dorante', ""Je veux ce qu'il vous plaît : vos ordres sont pour moi Les décrets respectés d'une suprême loi. Votre bouche, Madame, a prononcé sans feindre ; Et mon coeur subira votre arrêt sans se plaindre."")",0.66,Substitution
928,"('#frontin', ""Si vous voyiez mon maître en l'état où il est, vous lui pardonneriez par pitié."")",,1.0,Insertion
929,"('#nerine', ""C'est-à-dire qu'il joue de son reste."")","('#hector', ""De l'arrêt tout du long il va payer les frais."")",1.95,Substitution
930,"('#frontin', ""C'est pour le coup, Madame, qu'il achève de rompre entièrement avec le jeu, c'était pour regagner votre portrait ; et mâsse sans plus a-t-il dit, car on m'attend, de sans plus en sans plus, le combat s'est échauffé ; mon maître affaibli par l'ennemi, est étendu sur son canapé sans pouls, sans mouvement..."")","('#angelique', 'Valère, vous voyez pour vous ce que je fais.')",1.22,Substitution
931,"('#nerine', 'Et sans argent.')",,1.0,Insertion
932,"('#frontin', ""Ah Frontin !  S'est-il écrié, déchirant tendrement un jeu de cartes : va dire à l'adorable Angélique que je suis un misérable, un scélérat indigne."")",,1.0,Insertion
933,"('#nerine', 'Voilà les premières paroles de vérité qui soient sorties de sa bouche.')","('#valere', 'Jamais tant de bontés...')",1.18,Substitution
934,"('#angelique', ""Va, dis à ton maître qu'il ne se présente jamais devant moi."")",,1.0,Insertion
935,"('#dorante', 'Non, Madame... Commencez à vous servir du conseil que je vous ai donné, pour connaître le fond du coeur de cet homme-là. Bas.')","('#angelique', ""Montrez donc, sans attendre, Le portrait que de moi vous avez voulu prendre ; Et que votre rival sache à quoi s'en tenir."")",0.99,Substitution
936,"('#angelique', ""Frontin, dis donc à ton maître qu'il vienne me trouver. Où allez-vous Dorante ?  Ne m'abandonnez pas. À Dorante."")","('#valere', ""Soit... mais permettez-moi de vous désobéir. C'est mon oncle : en voyant de votre amour ce gage, Il jouerait, à vos yeux, un mauvais personnage. Vous savez bien qui l'a."")",1.09,Substitution
937,"('#frontin', ""Ils ont machiné quelque chose contre mon maître, je voudrais bien voir comment il s'en tirera."")","('#angelique', 'Vous pouvez le montrer : Il verra mon portrait sans se désespérer.')",1.07,Substitution
938,"('#le-chevalier', ""Vous me coupez la gorge !  Oui monsieur, c'est me couper la gorge que de me quitter sur ma perte ; je perds cinq cent pistoles de suite contre un portrait que je veux r'avoir."")",,1.0,Insertion
939,"('#le-marquis', ""Ma poitrine ; qu'heu, ma poitrine ; la vie m'est plus chère que l'argent, qu'heu, qu'heu.  Il y a huit jours que je n'ai pas dormi."")",,1.0,Insertion
940,"('#le-chevalier', 'Il faut dormir, Monsieur, il est permis de dormir, dormez Monsieur dormez dormez, mais, tenez-moi jeu seulement le reste de la nuit.')",,1.0,Insertion
941,"('#le-marquis', ""Oh !  Vous êtes insatiable, qu'heu ; je vous gagne cinq cent pistoles sur votre parole, ne devez-vous pas être content."")","('#dorante', ""Madame au plus heureux accordant la victoire, Le triomphe est trop beau, pour n'en pas faire gloire."")",1.12,Substitution
942,"('#le-chevalier', 'Je le suis aussi, je ne me plains pas de vos manières, vous êtes beau Joueur, honnête Joueur, galant homme. Frontin apporte un flambeau ; Monsieur, me va faire la grâce de me donner encore une taille. À Frontin.')","('#valere', ""Puisque vous le voulez, il faut vous le chercher : Mais je n'aurai du moins rien à me reprocher... Vous voulez un témoin, il faut vous satisfaire."")",0.72,Substitution
943,,"('#hector', ""Ah ! Nous sommes perdus, j'aperçois l'usurière."")",1.0,Deletion
944,"('#le-marquis', ""Non, Monsieur, qu'heu, je ne veux point vous pousser à bout."")",,1.0,Insertion
945,"('#le-chevalier', 'Hé !  Monsieur, achevez-moi, par grâce, ruinez-moi, que je vous aie cette obligation-là, ruinez-moi.')","('#valere', ""C'est votre faute, si... Qu'as-tu fait du portrait ? À Hector."")",1.44,Substitution
946,"('#le-marquis', ""Hé morbleu !  Ne l'êtes-vous pas ruiné ?"")","('#hector', 'Du portrait ?')",1.36,Substitution
947,"('#le-chevalier', 'Je vous en conjure, abîmez-moi.')",,1.0,Insertion
948,"('#le-marquis', ""J'y ai fait tout de mon mieux, bon soir."")",,1.0,Insertion
949,"('#le-chevalier', ""Il s'en va...  Après m'avoir gagné mon âme, je taille, je perds tout sur la même carte, et c'est un valet... Ah traître de valet !  Tu es ma carte d'aversion...  D'aversion...  Tu es ma bête, bourreau, scélérat, infâme. Hon, que n'es-tu en vie. Que je suis malheureux !  Injuste valet de pique, que t'ai-je fait pour me persécuter ?... Parle donc, parle valet détestable ?  Pourquoi t'acharnes-tu sur moi ?  Tu viens quatre fois quatre fois sonica sonica. Restant immobile, et regardant le valet qu'il tire du jeu de cartes, laissant tomber le reste. Tenant la carte dans les dents et secouant la tête. Il pleure et regardant le valet de pique. Colère violente. De rage il jette sur le flambeau, le Chapeau de Frontin, et tombe dans un fauteuil."")","('#valere', ""Oui, maraud ; parle, qu'en as-tu fait ?"")",1.3,Substitution
950,"('#nerine', 'Il a éteint la lumière.')",,1.0,Insertion
951,"('#le-chevalier', ""Un homme vient me trouver, me gagne tout mon bien, cela est-il naturel ?  Je suis filouté, oui, je suis volé, volé ; mais je n'ai que ce que je mérite.  Oui Chevalier, tu le mérites, pourquoi joues-tu ?  Ô !  Joue à cette heure que tu n'as pas un sol ; joue... Joue Chevalier mon ami, joue mon enfant, joue mon coeur. Joue maraud, joue traître, joue enragé maudit ; tu as joué ton bien, ton sang, ô joue-toi, toi-même...  Me voilà ruiné...  J'en suis ravi, j'en suis ravi... J'en suis ravi... Je ga...gne... deux... mille pistoles, et je ne veux pas quitter ; oui deux mille pistoles, tu les gagnais, et tu n'es pas content, insatiable !...  Que veux-tu donc gagner ?  Le diable : tu gagneras la rage qui te crève, la peste qui t'étouffe... Un poignard, un poignard...  pour te poignarder. Ironiquement. Se frappant la tête du poing. Vite. Par secousses. Désespoir."")","('#hector', 'Madame La Ressource, un moment sans paraître, Prêtez-nous notre gage.')",1.24,Substitution
952,"('#angelique', ""Ah !  S'il s'allait faire mal."")","('#valere', ""Ah ! Chien ! Ah ! Double traître ! Tu l'as perdu."")",1.76,Substitution
953,"('#nerine', 'Hé !  Paix donc.')","('#hector', 'Monsieur...')",1.42,Substitution
954,"('#frontin', ""Tout est perdu, Angélique vient d'entrer, elle aura entendu le poignard, allons Monsieur, il faut jouer ici de tête."")",,1.0,Insertion
955,"('#le-chevalier', ""Oui, je devrais me poignarder, puisque j'ai déplu à l'adorable Angélique."")","('#valere', 'Il faut que ton trépas...')",1.75,Substitution
956,"('#frontin', ""Fort bien. Ah !  Que Angélique est heureuse d'être aimée si sincèrement !  Monsieur si vous alliez vous jeter à ses pieds. Haut."")","('#hector', ""Ah ! Monsieur, arrêtez, et ne me tuez pas. Voyant dans ce portrait Madame si jolie, Je l'ai mis chez un peintre ; il m'en fait la copie."")",1.06,Substitution
957,,"('#valere', ""Tu l'as mis chez un peintre !"")",1.0,Deletion
958,"('#le-chevalier', ""Non : je veux éviter sa présence ; peut-être qu'elle aurait assez de tendresse pour me pardonner, je ne mérite plus qu'elle me pardonne ; il faut que le désespoir..."")",,1.0,Insertion
959,"('#angelique', 'Arrêtez Chevalier.')","('#hector', 'Oui, monsieur.')",1.19,Substitution
960,,"('#valere', 'Ah ! Maraud ! Va, cours me le chercher, et reviens au plus tôt.')",1.0,Deletion
961,"('#frontin', ""Ah Madame !  Vous avez bien fait de parler, il allait se désespérer : hé !  Monsieur, ne vous désespérez pas, attendez que j'aie été quérir de la lumière."")","('#dorante', ""Épargnez-lui ces pas. Il n'est plus temps de feindre. Le voici."")",0.94,Substitution
962,,"('#hector', 'Nous voilà bien achevés de peindre ! Ah ! Carogne !')",1.0,Deletion
963,,"('#valere', 'Le peintre...')",1.0,Deletion
964,"('#nerine', 'Vous vous attendrissez ; mais souvenez-vous du conseil de Dorante.')","('#angelique', ""Avec de vains détours, Ingrat, ne croyez pas qu'on m'abuse toujours."")",1.22,Substitution
965,,"('#valere', 'Madame, en vérité, de telles épithètes Ne me vont point du tout.')",1.0,Deletion
966,"('#frontin', 'Est-il mort, Mademoiselle ?')","('#angelique', ""Perfide que vous êtes ! Ce portrait, que tantôt je vous avais donné, Pour le gage d'un coeur le plus passionné, Malgré tous vos serments, parjure, à la même heure, Vous l'avez mis en gage !"")",1.43,Substitution
967,"('#angelique', 'Ah !  Chevalier en quel état vous réduisez-vous ?  Parlez-moi donc ?')","('#valere', ""Ah ! Qu'à vos yeux je meure..."")",1.17,Substitution
968,"('#le-chevalier', 'Laissez-moi me punir.')","('#angelique', ""Ah ! Cessez de vouloir plus longtemps m'outrager, Coeur lâche."")",0.9,Substitution
969,"('#angelique', 'Demeurez.')","('#hector', 'Nous devions tantôt le dégager ; Et contre mon avis vous avez fait la chose.')",1.2,Substitution
970,"('#le-chevalier', ""Vous avez encore la faiblesse de m'arrêter ?  Mais hélas !  C'est moi qui n'ai pas la force de vous fuir."")","('#madame-la-ressource', ""De tous vos débats, moi, je ne suis point la cause ; Et je prétends avoir mon portrait, s'il vous plaît."")",1.25,Substitution
971,"('#angelique', ""Nous allons voir si votre désespoir est véritable, et si vous m'aimez autant que vous le dites ; sachez donc que je ne puis être à vous qu'à certaine condition."")","('#dorante', ""Laissez-le-moi garder ; j'en paierai l'intérêt Si fort qu'il vous plaira."")",0.65,Substitution
972,,"('#geronte', ""Que mon âme est ravie De voir qu'avec mon fils un tendre hymen vous lie ! J'attends depuis longtemps ce fortuné moment."")",1.0,Deletion
973,,"('#nerine', 'Son coeur ressent, je crois, le même empressement.')",1.0,Deletion
974,"('#nerine', 'Voici le fait ; Mademoiselle veut bien que vous disposiez de sa personne, mais elle ne veut pas que vous puissiez disposer de son bien.')","('#geronte', ""De vous trouver ici je suis ravi, mon frère. Vous prenez, croyez-moi, comme il faut cette affaire ; Et l'hymen de Madame, à vous en parler net, N'était, en vérité, point du tout votre fait."")",1.0,Substitution
975,,"('#dorante', 'Il est vrai.')",1.0,Deletion
976,,"('#geronte', ""Le notaire en ce lieu va se rendre ; Avec lui nous prendrons le parti qu'il faut prendre."")",1.0,Deletion
977,,"('#nerine', ""Oh ! Par ma foi, Monsieur, vous ne prendrez qu'un rat ; Et le notaire peut remporter son contrat."")",1.0,Deletion
978,,"('#geronte', 'Comment donc ?')",1.0,Deletion
979,"('#le-chevalier', ""Ah, charmante Angélique, je ne veux posséder que vous ; trop heureux de vous donner cette preuve de mon amour et de mon désintéressement.  Mais je fais réflexion que vous manquez de confiance en moi, et vous dites que vous m'aimez....  Non, non, et plus j'examine votre proposition, plus ma délicatesse en est blessée."")","('#angelique', 'Autrefois mon coeur eut la faiblesse De rendre à votre fils tendresse pour tendresse ; Mais la fureur du jeu dont il est possédé, Pour mon portrait enfin son lâche procédé, Me font ouvrir les yeux ; et, contre mon attente, En ce moment, Monsieur, je me donne à Dorante. Acceptez-vous ma main ? À Dorante.')",0.04,Substitution
980,"('#nerine', 'Venez guérir la délicatesse de Monsieur.')","('#dorante', 'Ah ! Je suis trop heureux Que vous vouliez encor...')",1.59,Substitution
981,"('#la-comtesse', ""Qu'y a-t-il donc ?"")","('#geronte', 'Parle, toi, si tu veux ; Explique ce mystère.')",1.01,Substitution
982,,"('#hector', ""Oh ! Par ma foi, je n'ose ; Ce récit est trop triste en vers ainsi qu'en prose."")",1.0,Deletion
983,"('#dorante', ""De quoi s'agit-il."")","('#geronte', 'Parle donc.')",1.14,Substitution
984,"('#nerine', ""Par délicatesse d'amour, Monsieur veut ruiner sa maîtresse, et elle lui propose grossièrement une séparation de biens..."")","('#hector', 'Pour avoir mis, sans réflexion, Le portrait de madame, une heure, en pension Chez cette chienne-là, que Lucifer confonde, On nous donne un congé le plus cruel du monde. Montrant Madame La Ressource.')",1.06,Substitution
985,"('#la-comtesse', ""Pour moi si j'estimais un homme, je le rendrais maître absolu de tout ce que je possède."")","('#geronte', ""Sans vouloir davantage ici l'interroger, Sa folle passion m'en fait assez juger. J'ai peine à retenir le courroux qui m'agite. Fils indigne de moi, va, je te déshérite ; Je ne veux plus te voir, après cette action, Et te donne cent fois ma malédiction. Il sort."")",1.34,Substitution
986,"('#frontin', ""Madame est dans le vrai de l'amour, c'est là où il fait bon."")","('#hector', 'Le beau présent de noce !')",0.87,Substitution
987,,"('#angelique', 'À jamais je vous laisse. Si vous êtes heureux au jeu comme en maîtresse, Et si vous conservez aussi mal ses présents, Vous ne ferez, je crois, fortune de longtemps.')",1.0,Deletion
988,"('#angelique', 'Hé bien, Chevalier, acceptez-vous ma proposition ?')","('#madame-la-ressource', 'Et mon portrait, Monsieur, vous plaît-il me le rendre ?')",0.53,Substitution
989,"('#le-chevalier', ""Non, mademoiselle, non, vous n'avez que l'intérêt en vue, et moi c'est le coeur seul que je demande."")","('#dorante', ""Vous n'aurez rien perdu dans ces lieux pour attendre, Ni toi, Nérine, aussi. Suivez-moi toutes deux. Quelque autre fois, Monsieur, vous serez plus heureux. À Valère. Il sort."")",1.07,Substitution
